DOMNAME,AS4LOCAL,AS4VERS,VALPOS,DDLANGUAGE,VALUE,DDTEXT
WKMAT,A,0000,71,D,,
RKTIO,A,0000,72,D,,
Value,A,0000,73,D,,
SEGAL,A,0000,74,D,,
STDTE,A,0000,75,D,,
RDERL,A,0000,76,D,,
Value,A,0000,77,D,,
EFFEC,A,0000,78,D,,
Value,A,0000,79,D,,
AD01PROFNR,A,0000,80,D,,
RMA_SCHEMA,A,0000,81,D,,
VF_SCHEMA,A,0000,82,D,,
FAKTF,A,0000,83,D,,
Value,A,0000,84,D,,
RR_RELTYP,A,0000,85,D,,
Value,A,0000,86,D,,
RR_ACDATV,A,0000,87,D,,
Value,A,0000,88,D,,
UVEIB,A,0000,89,D,,
OIB_BOM,A,0000,90,D,,
Value,A,0000,91,D,,
OIB_CST,A,0000,92,D,,
Value,A,0000,93,D,,
GRPNO,A,0000,94,D,,
RR_REVSP,A,0000,95,D,,
Value,A,0000,96,D,,
RR_REVEVTYP_CUST,A,0000,97,D,,
Value,A,0000,98,D,,
MILL_BATCH_REF,A,0000,99,D,,
Value,A,0000,100,D,,
MILL_BATCH_SEL_DEF,A,0000,101,D,,
Value,A,0000,102,D,,
RBACONTROL,A,0000,103,D,,
Value,A,0000,104,D,,
LVART,A,0000,105,D,,
ISMPLANNING,A,0000,106,D,,
Value,A,0000,107,D,,
MILL_SE_KKNMT,A,0000,108,D,,
Field,A,0000,109,D,,
FAKSP,A,0000,110,D,,
FAKSP,A,0000,111,D,,
FEHGR,A,0000,112,D,,
FEHGR,A,0000,113,D,,
FELDP,A,0000,114,D,,
FELDP,A,0000,115,D,,
FELDP,A,0000,116,D,,
FFPRF,A,0000,117,D,,
FFPRF,A,0000,118,D,,
FPART,A,0000,119,D,,
FPART,A,0000,120,D,,
KALSM,A,0000,121,D,,
KALSM,A,0000,122,D,,
MANDT,A,0000,123,D,,
PARGR,A,0000,124,D,,
PARGR,A,0000,125,D,,
POSGR,A,0000,126,D,,
POSGR,A,0000,127,D,,
POSGR,A,0000,128,D,,
PSGRP,A,0000,129,D,,
PSGRP,A,0000,130,D,,
PSTYV,A,0000,131,D,,
PSTYV,A,0000,132,D,,
SCHEME_RMA,A,0000,133,D,,
SCHEME_RMA,A,0000,134,D,,
SCHEME_VF,A,0000,135,D,,
SCHEME_VF,A,0000,136,D,,
SEGAL,A,0000,137,D,,
SEGAL,A,0000,138,D,,
SOBKZ,A,0000,139,D,,
SOBKZ,A,0000,140,D,,
STGAP,A,0000,141,D,,
STGAP,A,0000,142,D,,
STRAT,A,0000,143,D,,
STRAT,A,0000,144,D,,
STSMA,A,0000,145,D,,
STSMA,A,0000,146,D,,
TXTGR,A,0000,147,D,,
TXTGR,A,0000,148,D,,
UVEIB,A,0000,149,D,,
UVEIB,A,0000,150,D,,
WKMAT,A,0000,151,D,,
WKMAT,A,0000,152,D,,
MANDT,A,0000,1,D,,
SPRAS,A,0000,2,D,,
PSTYV,A,0000,3,D,,
BEZEI20,A,0000,4,D,,
Field,A,0000,5,D,,
MANDT,A,0000,6,D,,
PSTYV,A,0000,7,D,,
PSTYV,A,0000,8,D,,
SPRAS,A,0000,9,D,,
MANDT,A,0000,1,D,,
LFART,A,0000,2,D,,
BIFGR,A,0000,3,D,,
UEVOR_VL,A,0000,4,D,,
Value,A,0000,5,D,,
TXN08,A,0000,6,D,,
UMFNG,A,0000,7,D,,
Value,A,0000,8,D,,
NUMKI,A,0000,9,D,,
NUMKE,A,0000,10,D,,
LESHP_NUMKI_RULE,A,0000,11,D,,
Value,A,0000,12,D,,
INCPO,A,0000,13,D,,
PARGR,A,0000,14,D,,
AUFER,A,0000,15,D,,
Value,A,0000,16,D,,
DAART,A,0000,17,D,,
POBED,A,0000,18,D,,
DUMMY_3,A,0000,19,D,,
REGLG,A,0000,20,D,,
Value,A,0000,21,D,,
DUMMY,A,0000,22,D,,
ROUTF,A,0000,23,D,,
Value,A,0000,24,D,,
VBTYP,A,0000,25,D,,
Value,A,0000,26,D,,
TXTGR,A,0000,27,D,,
ERNAM,A,0000,28,D,,
NA_KAPPL,A,0000,29,D,,
KALSMB,A,0000,30,D,,
NA_KSCHL,A,0000,31,D,,
STGAK,A,0000,32,D,,
CMGRL,A,0000,33,D,,
CMGRK,A,0000,34,D,,
CMGRW,A,0000,35,D,,
QHERK,A,0000,36,D,,
TRSPG,A,0000,37,D,,
TDIIX_LIEF,A,0000,38,D,,
Value,A,0000,39,D,,
PROFIDNZPL,A,0000,40,D,,
EXCOK,A,0000,41,D,,
Value,A,0000,42,D,,
NEUTE,A,0000,43,D,,
Value,A,0000,44,D,,
KALSP,A,0000,45,D,,
FEHGR,A,0000,46,D,,
LNSPL,A,0000,47,D,,
Value,A,0000,48,D,,
AVERP,A,0000,49,D,,
Value,A,0000,50,D,,
LESHP_ITEM_GEN,A,0000,51,D,,
Value,A,0000,52,D,,
REGTB,A,0000,53,D,,
Value,A,0000,54,D,,
BZOPS,A,0000,55,D,,
Value,A,0000,56,D,,
EXCBC,A,0000,57,D,,
Value,A,0000,58,D,,
EXCEM,A,0000,59,D,,
Value,A,0000,60,D,,
EXCLG,A,0000,61,D,,
Value,A,0000,62,D,,
J_1ADOCCL_,A,0000,63,D,,
RFPL_SW,A,0000,64,D,,
Value,A,0000,65,D,,
TSEGTPLLIK,A,0000,66,D,,
UVEIB,A,0000,67,D,,
DBTCH,A,0000,68,D,,
Value,A,0000,69,D,,
TVLK_DSFAD,A,0000,70,D,,
Value,A,0000,71,D,,
SPOFI,A,0000,72,D,,
Value,A,0000,73,D,,
OIC_SDP_DDCM,A,0000,74,D,,
Value,A,0000,75,D,,
/SPE/INB_NUMKT,A,0000,76,D,,
/SPE/NR_RECYCLING,A,0000,77,D,,
Value,A,0000,78,D,,
/SPE/EXID_MUST,A,0000,79,D,,
Value,A,0000,80,D,,
/SPE/EXID_UNIQUE,A,0000,81,D,,
Value,A,0000,82,D,,
/SPE/EXID_ERREDI,A,0000,83,D,,
Value,A,0000,84,D,,
/SPE/EXID_ERRDIA,A,0000,85,D,,
Value,A,0000,86,D,,
/SPE/INB_SODET,A,0000,87,D,,
Value,A,0000,88,D,,
/SPE/HOLD_DATA,A,0000,89,D,,
Value,A,0000,90,D,,
TDID,A,0000,91,D,,
SPRAS,A,0000,92,D,,
BORGR_EDI_WEIGHTVOL,A,0000,93,D,,
Value,A,0000,94,D,,
/SPE/INB_ENABLE_VALIDATION,A,0000,95,D,,
Value,A,0000,96,D,,
MSR_FKARA,A,0000,97,D,,
Field,A,0000,98,D,,
CMGRK,A,0000,99,D,,
CMGRK,A,0000,100,D,,
CMGRL,A,0000,101,D,,
CMGRL,A,0000,102,D,,
CMGRW,A,0000,103,D,,
CMGRW,A,0000,104,D,,
DAART,A,0000,105,D,,
DAART,A,0000,106,D,,
FEHGR,A,0000,107,D,,
FEHGR,A,0000,108,D,,
J_1ADOCCLS,A,0000,109,D,,
J_1ADOCCLS,A,0000,110,D,,
KALSM,A,0000,111,D,,
KALSM,A,0000,112,D,,
KALSM,A,0000,113,D,,
KALSP,A,0000,114,D,,
KALSP,A,0000,115,D,,
KAPPL,A,0000,116,D,,
KOPGR,A,0000,117,D,,
KOPGR,A,0000,118,D,,
KOPGR,A,0000,119,D,,
KSCHL,A,0000,120,D,,
KSCHL,A,0000,121,D,,
KSCHL,A,0000,122,D,,
MANDT,A,0000,123,D,,
MSR_FKARA,A,0000,124,D,,
MSR_FKARA,A,0000,125,D,,
PARGR,A,0000,126,D,,
PARGR,A,0000,127,D,,
PROFIDNETZ,A,0000,128,D,,
PROFIDNETZ,A,0000,129,D,,
QHERK,A,0000,130,D,,
STGAK,A,0000,131,D,,
STGAK,A,0000,132,D,,
TDID,A,0000,133,D,,
TDID,A,0000,134,D,,
TDID,A,0000,135,D,,
TDSPRAS,A,0000,136,D,,
TRSPG,A,0000,137,D,,
TRSPG,A,0000,138,D,,
TSEGTP,A,0000,139,D,,
TSEGTP,A,0000,140,D,,
TXTGR,A,0000,141,D,,
TXTGR,A,0000,142,D,,
UVEIB,A,0000,143,D,,
UVEIB,A,0000,144,D,,
MANDT,A,0000,1,D,,
SPRAS,A,0000,2,D,,
LFART,A,0000,3,D,,
BEZEI20,A,0000,4,D,,
Field,A,0000,5,D,,
LFART,A,0000,6,D,,
LFART,A,0000,7,D,,
SPRAS,A,0000,8,D,,
MANDT,A,0000,1,D,,
XUBNAME,A,0000,2,D,,
XUCODE,A,0000,3,D,,
XUGLTGV,A,0000,4,D,,
XUGLTGB,A,0000,5,D,,
XUUSTYP,A,0000,6,D,,
Value,A,0000,7,D,,
XUCLASS,A,0000,8,D,,
XULOCNT,A,0000,9,D,,
XUUFLAG,A,0000,10,D,,
Value,A,0000,11,D,,
XUACCNT,A,0000,12,D,,
XUANAME,A,0000,13,D,,
XUERDAT,A,0000,14,D,,
XULDATE,A,0000,15,D,,
XULTIME,A,0000,16,D,,
XUCODE,A,0000,17,D,,
XUBCDAT,A,0000,18,D,,
XUCODEVERS,A,0000,19,D,,
Value,A,0000,20,D,,
XUCODE,A,0000,21,D,,
XUBCDAT,A,0000,22,D,,
XUCODEVERS,A,0000,23,D,,
Value,A,0000,24,D,,
XUCODE,A,0000,25,D,,
XUBCDAT,A,0000,26,D,,
XUCODEVERS,A,0000,27,D,,
Value,A,0000,28,D,,
XUCODE,A,0000,29,D,,
XUBCDAT,A,0000,30,D,,
XUCODEVERS,A,0000,31,D,,
Value,A,0000,32,D,,
XUCODE,A,0000,33,D,,
XUBCDAT,A,0000,34,D,,
XUCODEVERS,A,0000,35,D,,
Value,A,0000,36,D,,
XUVERSION,A,0000,37,D,,
XUCODEVER2,A,0000,38,D,,
Value,A,0000,39,D,,
TZNZONE,A,0000,40,D,,
XUZBVFLAG,A,0000,41,D,,
Value,A,0000,42,D,,
PWD_SHA1,A,0000,43,D,,
XUBCDAT,A,0000,44,D,,
PWDCHGSTATE,A,0000,45,D,,
Value,A,0000,46,D,,
XUCUACNTL,A,0000,47,D,,
Value,A,0000,48,D,,
XUPWDHIST,A,0000,49,D,,
Value,A,0000,50,D,,
XULPDAT,A,0000,51,D,,
XUSPDAT,A,0000,52,D,,
XUPWDINIT,A,0000,53,D,,
Value,A,0000,54,D,,
XUPLDAT,A,0000,55,D,,
PWD_HASH_STRING,A,0000,56,D,,
SECURITY_POLICY_NAME,A,0000,57,D,,
Field,A,0000,58,D,,
CLASS,A,0000,59,D,,
CLASS,A,0000,60,D,,
SECURITY_POLICY,A,0000,61,D,,
SECURITY_POLICY,A,0000,62,D,,
TZONE,A,0000,63,D,,
TZONE,A,0000,64,D,,
MANDT,A,0000,1,D,,
VBELN_VA,A,0000,2,D,,
ERDAT,A,0000,3,D,,
ERZET,A,0000,4,D,,
ERNAM,A,0000,5,D,,
ANGDT_V,A,0000,6,D,,
BNDDT,A,0000,7,D,,
AUDAT,A,0000,8,D,,
VBTYP,A,0000,9,D,,
Value,A,0000,10,D,,
TRVOG,A,0000,11,D,,
Value,A,0000,12,D,,
AUART,A,0000,13,D,,
AUGRU,A,0000,14,D,,
GWLDT,A,0000,15,D,,
SUBMI_SD,A,0000,16,D,,
LIFSK,A,0000,17,D,,
FAKSK,A,0000,18,D,,
NETWR_AK,A,0000,19,D,,
WAERK,A,0000,20,D,,
VKORG,A,0000,21,D,,
VTWEG,A,0000,22,D,,
SPART,A,0000,23,D,,
VKGRP,A,0000,24,D,,
VKBUR,A,0000,25,D,,
GSBER,A,0000,26,D,,
GSKST,A,0000,27,D,,
GUEBG,A,0000,28,D,,
GUEEN,A,0000,29,D,,
KNUMV,A,0000,30,D,,
EDATU_VBAK,A,0000,31,D,,
PRGRS_VBAK,A,0000,32,D,,
Value,A,0000,33,D,,
AUTLF,A,0000,34,D,,
Value,A,0000,35,D,,
VBKLA,A,0000,36,D,,
VBKLT,A,0000,37,D,,
Value,A,0000,38,D,,
KALSMASD,A,0000,39,D,,
VSBED,A,0000,40,D,,
FKARA,A,0000,41,D,,
AWAHR_AK,A,0000,42,D,,
Value,A,0000,43,D,,
KTEXT_V,A,0000,44,D,,
BSTNK,A,0000,45,D,,
BSARK,A,0000,46,D,,
BSTDK,A,0000,47,D,,
BSTZD,A,0000,48,D,,
IHREZ,A,0000,49,D,,
BNAME_V,A,0000,50,D,,
TELF1_VP,A,0000,51,D,,
MAHZA,A,0000,52,D,,
MAHDT,A,0000,53,D,,
KUNAG,A,0000,54,D,,
KOSTL,A,0000,55,D,,
STAFO,A,0000,56,D,,
STWAE,A,0000,57,D,,
AEDAT,A,0000,58,D,,
KVGR1,A,0000,59,D,,
KVGR2,A,0000,60,D,,
KVGR3,A,0000,61,D,,
KVGR4,A,0000,62,D,,
KVGR5,A,0000,63,D,,
KNUMA,A,0000,64,D,,
KOKRS,A,0000,65,D,,
PS_PSP_PNR,A,0000,66,D,,
KURST,A,0000,67,D,,
KKBER,A,0000,68,D,,
KNKLI,A,0000,69,D,,
GRUPP_CM,A,0000,70,D,,
SBGRP_CM,A,0000,71,D,,
CTLPC_CM,A,0000,72,D,,
WAERS_CM,A,0000,73,D,,
CMFRE,A,0000,74,D,,
CMNUP,A,0000,75,D,,
CMNGV,A,0000,76,D,,
AMTBL_CM,A,0000,77,D,,
HITYP_PR,A,0000,78,D,,
ABRVW,A,0000,79,D,,
ABDIS,A,0000,80,D,,
Value,A,0000,81,D,,
VGBEL,A,0000,82,D,,
OBJKO,A,0000,83,D,,
BUKRS_VF,A,0000,84,D,,
TAXK1_AK,A,0000,85,D,,
TAXK2,A,0000,86,D,,
TAXK3,A,0000,87,D,,
TAXK4,A,0000,88,D,,
TAXK5,A,0000,89,D,,
TAXK6,A,0000,90,D,,
TAXK7,A,0000,91,D,,
TAXK8,A,0000,92,D,,
TAXK9,A,0000,93,D,,
XBLNR_V1,A,0000,94,D,,
ORDNR_V,A,0000,95,D,,
VBTYP_V,A,0000,96,D,,
Value,A,0000,97,D,,
KALSMA_CH,A,0000,98,D,,
AGRZR,A,0000,99,D,,
AUFNR,A,0000,100,D,,
QMNUM,A,0000,101,D,,
VBELN_GRP,A,0000,102,D,,
SCHEME_GRP,A,0000,103,D,,
ABRUF_PART,A,0000,104,D,,
Value,A,0000,105,D,,
ABHOD,A,0000,106,D,,
ABHOZ,A,0000,107,D,,
ABHOZ,A,0000,108,D,,
RPLNR,A,0000,109,D,,
EZEIT_VBAK,A,0000,110,D,,
LAND1TX,A,0000,111,D,,
LANDTX,A,0000,112,D,,
XEGDR,A,0000,113,D,,
Value,A,0000,114,D,,
ENQUEUE_GRP,A,0000,115,D,,
Value,A,0000,116,D,,
DAT_FZAU,A,0000,117,D,,
MBDAT,A,0000,118,D,,
VSNMR_V,A,0000,119,D,,
TSEGGUID_VBAK,A,0000,120,D,,
ADGE_PROLI,A,0000,121,D,,
ADGE_NCDG,A,0000,122,D,,
Value,A,0000,123,D,,
CHAR70,A,0000,124,D,,
TIMESTAMPL,A,0000,125,D,,
MSR_PROCESS_ID,A,0000,126,D,,
TM_CTRL_KEY,A,0000,127,D,,
HANDOVER_LOC,A,0000,128,D,,
DATS,A,0000,129,D,,
DATS,A,0000,130,D,,
/XLSO/E_PAY_METHOD,A,0000,131,D,,
Value,A,0000,132,D,,
/XLSO/E_TRANS_CTXT,A,0000,133,D,,
WMINR,A,0000,134,D,,
WMVARD,A,0000,135,D,,
PSM_BUDAT,A,0000,136,D,,
HB_SWENR,A,0000,137,D,,
HB_SMENR,A,0000,138,D,,
HB_SPHSE,A,0000,139,D,,
HB_MTLAUR,A,0000,140,D,,
HB_STAGE,A,0000,141,D,,
HB_CONT,A,0000,142,D,,
HB_EXP,A,0000,143,D,,
HB_RES,A,0000,144,D,,
MILL_APPL_ID,A,0000,145,D,,
Value,A,0000,146,D,,
OID_EXTBOL,A,0000,147,D,,
OID_MISCDL,A,0000,148,D,,
OIDMSG_SHP,A,0000,149,D,,
Value,A,0000,150,D,,
OIDSTS_SHP,A,0000,151,D,,
Value,A,0000,152,D,,
OID_PIPEV,A,0000,153,D,,
Value,A,0000,154,D,,
LIFNR,A,0000,155,D,,
OIC_DCITYC,A,0000,156,D,,
OIC_DCOUNC,A,0000,157,D,,
OIC_DREGIO,A,0000,158,D,,
OIC_DLAND1,A,0000,159,D,,
OIC_OCITYC,A,0000,160,D,,
OIC_OCOUNC,A,0000,161,D,,
OIC_OREGIO,A,0000,162,D,,
OIC_OLAND1,A,0000,163,D,,
OIC_PORGIN,A,0000,164,D,,
OIC_PDESTN,A,0000,165,D,,
OIC_PTRIP,A,0000,166,D,,
OIC_PBATCH,A,0000,167,D,,
OIC_MOT,A,0000,168,D,,
OIC_AORGIN,A,0000,169,D,,
OIC_ADESTN,A,0000,170,D,,
OIC_TRUCKN,A,0000,171,D,,
OIA_BASELO,A,0000,172,D,,
OIH_INEX,A,0000,173,D,,
OID_ISOIL,A,0000,174,D,,
Value,A,0000,175,D,,
OID_PTRFNC,A,0000,176,D,,
OID_PARTNR,A,0000,177,D,,
OID_LASTOR,A,0000,178,D,,
OIC_DRC,A,0000,179,D,,
OIA_EXGNUM,A,0000,180,D,,
OIA_EXGTYP,A,0000,181,D,,
KNRZE,A,0000,182,D,,
OIF_PBLNR,A,0000,183,D,,
OIDRESTR,A,0000,184,D,,
Value,A,0000,185,D,,
OIDMSG_PRD,A,0000,186,D,,
Value,A,0000,187,D,,
OIDMSG_QTY,A,0000,188,D,,
Value,A,0000,189,D,,
OIDMSG_UOM,A,0000,190,D,,
Value,A,0000,191,D,,
OIDMSG_DAT,A,0000,192,D,,
Value,A,0000,193,D,,
OIDMSG_TRM,A,0000,194,D,,
Value,A,0000,195,D,,
OID_CNTPER,A,0000,196,D,,
OID_CNTNTE,A,0000,197,D,,
OID_CNTPHO,A,0000,198,D,,
OID_SORTL,A,0000,199,D,,
OID_SORT2,A,0000,200,D,,
OICFKARTDI,A,0000,201,D,,
OIA_EVTYPE,A,0000,202,D,,
Value,A,0000,203,D,,
OIU_CT_TYPE_CD,A,0000,204,D,,
OIU_CUST_VEND_CD,A,0000,205,D,,
Value,A,0000,206,D,,
OIU_APPL_FL,A,0000,207,D,,
Value,A,0000,208,D,,
OIU_APPR_DT,A,0000,209,D,,
OIU_EXEC_DT,A,0000,210,D,,
OIU_STD_CT_FL,A,0000,211,D,,
Value,A,0000,212,D,,
OIU_PREV_CT_NO,A,0000,213,D,,
OIU_GPLT_BUKRS,A,0000,214,D,,
OIU_GPLT_VNAME,A,0000,215,D,,
OIU_GPLT_DOI_NO,A,0000,216,D,,
OIU_MK_REP_NO,A,0000,217,D,,
OIU_MK_REP_ISQ_NO,A,0000,218,D,,
OIU_DEST_SALE_CD,A,0000,219,D,,
Value,A,0000,220,D,,
OIU_LIFE_LSE_FL,A,0000,221,D,,
Value,A,0000,222,D,,
OIU_INV_NO,A,0000,223,D,,
OIU_INV_FL,A,0000,224,D,,
Value,A,0000,225,D,,
OIU_OBLIG_DT,A,0000,226,D,,
OIU_DESK_CD,A,0000,227,D,,
OIU_EIA_GINA_CD,A,0000,228,D,,
OIU_CT_STATUS_CD,A,0000,229,D,,
Value,A,0000,230,D,,
OIU_SPOT_TERM_CD,A,0000,231,D,,
Value,A,0000,232,D,,
OIU_STNDEDQ_CD,A,0000,233,D,,
Value,A,0000,234,D,,
OIU_IOTR_FL,A,0000,235,D,,
Value,A,0000,236,D,,
OIU_INTRA_INTER_CD,A,0000,237,D,,
Value,A,0000,238,D,,
OIU_EXRES_SPLT_CD,A,0000,239,D,,
Value,A,0000,240,D,,
OIU_EVGN_FL,A,0000,241,D,,
Value,A,0000,242,D,,
OIU_EVGNPD_BAS_CD,A,0000,243,D,,
Value,A,0000,244,D,,
OIU_EVGN_PERD_QY,A,0000,245,D,,
OIU_PREIM_TM_CD,A,0000,246,D,,
Value,A,0000,247,D,,
OIU_PRIM_TM_QY,A,0000,248,D,,
OIU_SEC_TM_CD,A,0000,249,D,,
Value,A,0000,250,D,,
OIU_SEC_TM_QY,A,0000,251,D,,
OIU_EXP_NOTIF_DT,A,0000,252,D,,
OIU_INTIT_RDT_DT,A,0000,253,D,,
OIU_NEXT_RDT_DT,A,0000,254,D,,
OIU_RTC_DT,A,0000,255,D,,
OIU_RDT_N_PERD_QY,A,0000,256,D,,
OIU_RDT_REFQ_CD,A,0000,257,D,,
Value,A,0000,258,D,,
OIU_RTF_DT,A,0000,259,D,,
OIU_IMB_PRVSN_FL,A,0000,260,D,,
Value,A,0000,261,D,,
OIU_FFEE_RMB_FL,A,0000,262,D,,
Value,A,0000,263,D,,
OIU_FIRM_INTRPT_CD,A,0000,264,D,,
Value,A,0000,265,D,,
OIU_BAL_BAS_CD,A,0000,266,D,,
Value,A,0000,267,D,,
OIU_PNTY_BAS_CD,A,0000,268,D,,
Value,A,0000,269,D,,
OIU_TRANSP_BAS_CD,A,0000,270,D,,
Value,A,0000,271,D,,
OIU_DLY_MAX_T_QY,A,0000,272,D,,
OIU_PRCS_FL,A,0000,273,D,,
Value,A,0000,274,D,,
OIU_SPR_FL,A,0000,275,D,,
Value,A,0000,276,D,,
OIU_DEHYD_FL,A,0000,277,D,,
Value,A,0000,278,D,,
OIU_COMPR_FL,A,0000,279,D,,
Value,A,0000,280,D,,
OIU_PYMT_METH_CD,A,0000,281,D,,
Value,A,0000,282,D,,
OIU_CON_MATNR,A,0000,283,D,,
OIU_CON_MAX_QY,A,0000,284,D,,
OIU_AFFIL_FL,A,0000,285,D,,
Value,A,0000,286,D,,
OIUREP_MMS_2014_SALES_TYPE_CD,A,0000,287,D,,
OIUREP_MMS_2014_CT_EST_PAY_FL,A,0000,288,D,,
Value,A,0000,289,D,,
OIUH_CT_NO,A,0000,290,D,,
FMFG_TAS,A,0000,291,D,,
FMFG_BETC,A,0000,292,D,,
FMFG_MOD_ALLOW,A,0000,293,D,,
FMFG_CANCEL_ALLOW,A,0000,294,D,,
DZWELS,A,0000,295,D,,
FMFG_BPN,A,0000,296,D,,
FMFG_REP_FREQ,A,0000,297,D,,
LOGSYSB,A,0000,298,D,,
KALCD,A,0000,299,D,,
CMPC_MULT_CAMPAIGN,A,0000,300,D,,
Value,A,0000,301,D,,
SPPAYM,A,0000,302,D,,
Value,A,0000,303,D,,
WTYSC_CLM_HDR,A,0000,304,D,,
Field,A,0000,305,D,,
ABRVW,A,0000,306,D,,
ABRVW,A,0000,307,D,,
AUART,A,0000,308,D,,
AUART,A,0000,309,D,,
AUFNR,A,0000,310,D,,
AUFNR,A,0000,311,D,,
AUGRU,A,0000,312,D,,
AUGRU,A,0000,313,D,,
BPN,A,0000,314,D,,
BPN,A,0000,315,D,,
BSARK,A,0000,316,D,,
BSARK,A,0000,317,D,,
BUKRS_VF,A,0000,318,D,,
BUKRS_VF,A,0000,319,D,,
CMWAE,A,0000,320,D,,
CMWAE,A,0000,321,D,,
CTLPC,A,0000,322,D,,
CTLPC,A,0000,323,D,,
CTLPC,A,0000,324,D,,
FAKSK,A,0000,325,D,,
FAKSK,A,0000,326,D,,
FKARA,A,0000,327,D,,
FKARA,A,0000,328,D,,
GSBER,A,0000,329,D,,
GSBER,A,0000,330,D,,
GSKST,A,0000,331,D,,
GSKST,A,0000,332,D,,
HB_CONT_REASON,A,0000,333,D,,
HITYP_PR,A,0000,334,D,,
HITYP_PR,A,0000,335,D,,
KALSM,A,0000,336,D,,
KALSM,A,0000,337,D,,
KALSM,A,0000,338,D,,
KALSM,A,0000,339,D,,
KALSM_CH,A,0000,340,D,,
KALSM_CH,A,0000,341,D,,
KALSM_CH,A,0000,342,D,,
KALSM_CH,A,0000,343,D,,
KKBER,A,0000,344,D,,
KKBER,A,0000,345,D,,
KNKLI,A,0000,346,D,,
KNKLI,A,0000,347,D,,
KNUMA,A,0000,348,D,,
KNUMA,A,0000,349,D,,
KOKRS,A,0000,350,D,,
KOKRS,A,0000,351,D,,
KUNNR,A,0000,352,D,,
KUNNR,A,0000,353,D,,
KURST,A,0000,354,D,,
KURST,A,0000,355,D,,
KVGR1,A,0000,356,D,,
KVGR1,A,0000,357,D,,
KVGR2,A,0000,358,D,,
KVGR2,A,0000,359,D,,
KVGR3,A,0000,360,D,,
KVGR3,A,0000,361,D,,
KVGR4,A,0000,362,D,,
KVGR4,A,0000,363,D,,
KVGR5,A,0000,364,D,,
KVGR5,A,0000,365,D,,
LANDTX,A,0000,366,D,,
LANDTX,A,0000,367,D,,
LIFSK,A,0000,368,D,,
LIFSK,A,0000,369,D,,
MANDT,A,0000,370,D,,
MTLAUR,A,0000,371,D,,
OBJNR,A,0000,372,D,,
OBJNR,A,0000,373,D,,
OIC_DCITYC,A,0000,374,D,,
OIC_DCITYC,A,0000,375,D,,
OIC_DCITYC,A,0000,376,D,,
OIC_DCITYC,A,0000,377,D,,
OIC_DCOUNC,A,0000,378,D,,
OIC_DCOUNC,A,0000,379,D,,
OIC_DCOUNC,A,0000,380,D,,
OIC_DCOUNC,A,0000,381,D,,
OIC_DLAND1,A,0000,382,D,,
OIC_DLAND1,A,0000,383,D,,
OIC_DREGIO,A,0000,384,D,,
OIC_DREGIO,A,0000,385,D,,
OIC_DREGIO,A,0000,386,D,,
OIC_LIFNR,A,0000,387,D,,
OIC_LIFNR,A,0000,388,D,,
OIC_MOT,A,0000,389,D,,
OIC_MOT,A,0000,390,D,,
OIC_OCITYC,A,0000,391,D,,
OIC_OCITYC,A,0000,392,D,,
OIC_OCITYC,A,0000,393,D,,
OIC_OCITYC,A,0000,394,D,,
OIC_OCOUNC,A,0000,395,D,,
OIC_OCOUNC,A,0000,396,D,,
OIC_OCOUNC,A,0000,397,D,,
OIC_OCOUNC,A,0000,398,D,,
OIC_OLAND1,A,0000,399,D,,
OIC_OLAND1,A,0000,400,D,,
OIC_OREGIO,A,0000,401,D,,
OIC_OREGIO,A,0000,402,D,,
OIC_OREGIO,A,0000,403,D,,
OIDRC,A,0000,404,D,,
OIDRC,A,0000,405,D,,
OIEXGNUM,A,0000,406,D,,
OIEXGNUM,A,0000,407,D,,
OIEXGTYP,A,0000,408,D,,
OIEXGTYP,A,0000,409,D,,
OIINEX,A,0000,410,D,,
OIINEX,A,0000,411,D,,
OIPBL,A,0000,412,D,,
OIPBL,A,0000,413,D,,
OIU_CT_TYPE_CD,A,0000,414,D,,
OIU_GPLT_COMPANY,A,0000,415,D,,
OIU_GPLT_COMPANY,A,0000,416,D,,
OIU_GPLT_VNAME,A,0000,417,D,,
OIU_GPLT_VNAME,A,0000,418,D,,
OIU_GPLT_VNAME,A,0000,419,D,,
OIU_MMS_TYPE_CD,A,0000,420,D,,
OIU_MMS_TYPE_CD,A,0000,421,D,,
PHASE,A,0000,422,D,,
PHASE,A,0000,423,D,,
PROLI,A,0000,424,D,,
PROLI,A,0000,425,D,,
PS_PSP_PNR,A,0000,426,D,,
PS_PSP_PNR,A,0000,427,D,,
QMNUM,A,0000,428,D,,
QMNUM,A,0000,429,D,,
RPLNR,A,0000,430,D,,
RPLNR,A,0000,431,D,,
SBGRP,A,0000,432,D,,
SBGRP,A,0000,433,D,,
SBGRP,A,0000,434,D,,
SCHEME_GRP,A,0000,435,D,,
SCHEME_GRP,A,0000,436,D,,
SMENR,A,0000,437,D,,
SMENR,A,0000,438,D,,
SPART,A,0000,439,D,,
SPART,A,0000,440,D,,
SPART,A,0000,441,D,,
SPART,A,0000,442,D,,
STCEG_L,A,0000,443,D,,
STCEG_L,A,0000,444,D,,
STWAE,A,0000,445,D,,
STWAE,A,0000,446,D,,
SWENR,A,0000,447,D,,
VBELN,A,0000,448,D,,
VBELN,A,0000,449,D,,
VGBEL,A,0000,450,D,,
VGBEL,A,0000,451,D,,
VKBUR,A,0000,452,D,,
VKBUR,A,0000,453,D,,
VKBUR,A,0000,454,D,,
