TABNAME,FIELDNAME,AS4LOCAL,AS4VERS,FORTABLE,FORKEY,CHECKTABLE,CHECKFIELD
STKO,YY_MBOMBYTECH,A,0000,,,,YY_MBOMBYTECH
STKO,YY_MBOMBYPE,A,0000,,,,YY_MBOMBYPE
STKO,YY_PDMLINKID_H,A,0000,,,,YY_PDMLINKID_H
STKO,YY_COMMONID,A,0000,,,,YY_COMMONID
STKO,Table,A,0000,,,Foreign key table,Table
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STKO,STKO,A,0000,,,STKO,STKO
STPO,MANDT,A,0000,,,T000,MANDT
STPO,STLTY,A,0000,,,,STLTY
STPO,Value,A,0000,,,Description,Value
STPO,STLNR,A,0000,,,,STLNR
STPO,STLKN,A,0000,,,,STLKN
STPO,STPOZ,A,0000,,,,STPOZ
STPO,DATUV,A,0000,,,,DATUV
STPO,TECHV,A,0000,,,,TECHV
STPO,AENNR,A,0000,,,AENR,AENNR
STPO,LKENZ,A,0000,,,,LKENZ
STPO,Value,A,0000,,,Description,Value
STPO,VGKNT,A,0000,,,,VGKNT
STPO,VGPZL,A,0000,,,,VGPZL
STPO,ANDAT,A,0000,,,,ANDAT
STPO,ANNAM,A,0000,,,,ANNAM
STPO,AEDAT,A,0000,,,,AEDAT
STPO,AENAM,A,0000,,,,AENAM
STPO,IDNRK,A,0000,,,,IDNRK
STPO,PSWRK,A,0000,,,T001W,PSWRK
STPO,POSTP,A,0000,,,T418,POSTP
STPO,POSNR,A,0000,,,,POSNR
STPO,SORTF,A,0000,,,,SORTF
STPO,MEINS,A,0000,,,T006,MEINS
STPO,MENGE,A,0000,,,,MENGE
STPO,FMENG,A,0000,,,,FMENG
STPO,Value,A,0000,,,Description,Value
STPO,AUSCH,A,0000,,,,AUSCH
STPO,AVOAU,A,0000,,,,AVOAU
STPO,NETAU,A,0000,,,,NETAU
STPO,Value,A,0000,,,Description,Value
STPO,SCHGT,A,0000,,,,SCHGT
STPO,Value,A,0000,,,Description,Value
STPO,BEIKZ,A,0000,,,T417,BEIKZ
STPO,ERSKZ,A,0000,,,T413,ERSKZ
STPO,RVREL,A,0000,,,TVRL,RVREL
STPO,SANFE,A,0000,,,,SANFE
STPO,Value,A,0000,,,Description,Value
STPO,SANIN,A,0000,,,,SANIN
STPO,Value,A,0000,,,Description,Value
STPO,SANKA,A,0000,,,TCK08,SANKA
STPO,SANKO,A,0000,,,,SANKO
STPO,Value,A,0000,,,Description,Value
STPO,SANVS,A,0000,,,,SANVS
STPO,Value,A,0000,,,Description,Value
STPO,STKKZ,A,0000,,,,STKKZ
STPO,Value,A,0000,,,Description,Value
STPO,REKRI,A,0000,,,,REKRI
STPO,Value,A,0000,,,Description,Value
STPO,REKRS,A,0000,,,,REKRS
STPO,Value,A,0000,,,Description,Value
STPO,CADPO,A,0000,,,,CADPO
STPO,Value,A,0000,,,Description,Value
STPO,NFMAT,A,0000,,,MARA,NFMAT
STPO,NLFZT,A,0000,,,,NLFZT
STPO,VERTI,A,0000,,,T437V,VERTI
STPO,ALPOS,A,0000,,,,ALPOS
STPO,Value,A,0000,,,Description,Value
STPO,EWAHR,A,0000,,,,EWAHR
STPO,EKGRP,A,0000,,,T024,EKGRP
STPO,LIFZT,A,0000,,,,LIFZT
STPO,LIFNR,A,0000,,,LFA1,LIFNR
STPO,PREIS,A,0000,,,,PREIS
STPO,PEINH,A,0000,,,,PEINH
STPO,WAERS,A,0000,,,TCURC,WAERS
STPO,SAKTO,A,0000,,,,SAKTO
STPO,ROANZ,A,0000,,,,ROANZ
STPO,ROMS1,A,0000,,,,ROMS1
STPO,ROMS2,A,0000,,,,ROMS2
STPO,ROMS3,A,0000,,,,ROMS3
STPO,ROMEI,A,0000,,,T006,ROMEI
STPO,ROMEN,A,0000,,,,ROMEN
STPO,RFORM,A,0000,,,T418F,RFORM
STPO,UPSKZ,A,0000,,,,UPSKZ
STPO,Value,A,0000,,,Description,Value
STPO,VALKZ,A,0000,,,,VALKZ
STPO,Value,A,0000,,,Description,Value
STPO,LTXSP,A,0000,,,T002,LTXSP
STPO,POTX1,A,0000,,,,POTX1
STPO,POTX2,A,0000,,,,POTX2
STPO,OBJTY,A,0000,,,,OBJTY
STPO,MATKL,A,0000,,,T023,MATKL
STPO,WEBAZ,A,0000,,,,WEBAZ
STPO,DOKAR,A,0000,,,TDWA,DOKAR
STPO,DOKNR,A,0000,,,,DOKNR
STPO,DOKVR,A,0000,,,,DOKVR
STPO,DOKTL,A,0000,,,,DOKTL
STPO,CSSTR,A,0000,,,,CSSTR
STPO,CLASS,A,0000,,,,CLASS
STPO,KLART,A,0000,,,TCLA,KLART
STPO,POTPR,A,0000,,,T418,POTPR
STPO,AWAKZ,A,0000,,,,AWAKZ
STPO,Value,A,0000,,,Description,Value
STPO,INSKZ,A,0000,,,,INSKZ
STPO,Value,A,0000,,,Description,Value
STPO,VCEKZ,A,0000,,,,VCEKZ
STPO,Value,A,0000,,,Description,Value
STPO,VSTKZ,A,0000,,,,VSTKZ
STPO,Value,A,0000,,,Description,Value
STPO,VACKZ,A,0000,,,,VACKZ
STPO,Value,A,0000,,,Description,Value
STPO,EKORG,A,0000,,,T024E,EKORG
STPO,CLOBK,A,0000,,,,CLOBK
STPO,Value,A,0000,,,Description,Value
STPO,CLMUL,A,0000,,,,CLMUL
STPO,Value,A,0000,,,Description,Value
STPO,CLALT,A,0000,,,,CLALT
STPO,Value,A,0000,,,Description,Value
STPO,CVIEW,A,0000,,,,CVIEW
STPO,KNOBJ,A,0000,,,,KNOBJ
STPO,LGORT,A,0000,,,T001L,LGORT
STPO,KZKUP,A,0000,,,,KZKUP
STPO,Value,A,0000,,,Description,Value
STPO,INTRM,A,0000,,,,INTRM
STPO,TPEKZ,A,0000,,,,TPEKZ
STPO,Value,A,0000,,,Description,Value
STPO,STVKN,A,0000,,,,STVKN
STPO,DVDAT,A,0000,,,,DVDAT
STPO,DVNAM,A,0000,,,,DVNAM
STPO,DSPST,A,0000,,,T414,DSPST
STPO,ALPST,A,0000,,,,ALPST
STPO,Value,A,0000,,,Description,Value
STPO,ALPRF,A,0000,,,,ALPRF
STPO,ALPGR,A,0000,,,,ALPGR
STPO,KZNFP,A,0000,,,,KZNFP
STPO,Value,A,0000,,,Description,Value
STPO,NFGRP,A,0000,,,,NFGRP
STPO,NFEAG,A,0000,,,,NFEAG
STPO,KNDVB,A,0000,,,,KNDVB
STPO,KNDBZ,A,0000,,,,KNDBZ
STPO,KSTTY,A,0000,,,,KSTTY
STPO,Value,A,0000,,,Description,Value
STPO,KSTNR,A,0000,,,,KSTNR
STPO,KSTKN,A,0000,,,,KSTKN
STPO,KSTPZ,A,0000,,,,KSTPZ
STPO,CLSZU,A,0000,,,,CLSZU
STPO,KZCLB,A,0000,,,,KZCLB
STPO,Value,A,0000,,,Description,Value
STPO,AEHLP,A,0000,,,,AEHLP
STPO,PRVBE,A,0000,,,PVBE,PRVBE
STPO,NLFZV,A,0000,,,,NLFZV
STPO,NLFMV,A,0000,,,T006,NLFMV
STPO,IDPOS,A,0000,,,,IDPOS
STPO,IDHIS,A,0000,,,,IDHIS
STPO,IDVAR,A,0000,,,,IDVAR
STPO,ALEKZ,A,0000,,,,ALEKZ
STPO,Value,A,0000,,,Description,Value
STPO,ITMID,A,0000,,,,ITMID
STPO,GUID,A,0000,,,,GUID
STPO,ITSOB,A,0000,,,,ITSOB
STPO,RFPNT,A,0000,,,TCNRFP,RFPNT
STPO,GUIDX,A,0000,,,,GUIDX
STPO,YY_RDS_PP,A,0000,,,,YY_RDS_PP
STPO,YY_PDMLINKID,A,0000,,,,YY_PDMLINKID
STPO,YY_ITEM_COMMONID,A,0000,,,,YY_ITEM_COMMONID
STPO,CUFACTOR,A,0000,,,,CUFACTOR
STPO,FUNCID,A,0000,,,,FUNCID
STPO,Table,A,0000,,,Foreign key table,Table
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
STPO,STPO,A,0000,,,STPO,STPO
T000,MANDT,A,0000,,,,MANDT
T000,MTEXT,A,0000,,,,MTEXT
T000,ORT01,A,0000,,,,ORT01
T000,MWAER,A,0000,,,TCURC,MWAER
T000,ADRNR,A,0000,,,,ADRNR
T000,CCCATEGORY,A,0000,,,,CCCATEGORY
T000,Value,A,0000,,,Description,Value
T000,CCCORACTIV,A,0000,,,,CCCORACTIV
T000,Value,A,0000,,,Description,Value
T000,CCNOCLIIND,A,0000,,,,CCNOCLIIND
T000,Value,A,0000,,,Description,Value
T000,CCCOPYLOCK,A,0000,,,,CCCOPYLOCK
T000,Value,A,0000,,,Description,Value
T000,CCNOCASCAD,A,0000,,,,CCNOCASCAD
T000,Value,A,0000,,,Description,Value
T000,CCSOFTLOCK,A,0000,,,,CCSOFTLOCK
T000,Value,A,0000,,,Description,Value
T000,CCORIGCONT,A,0000,,,,CCORIGCONT
T000,CCIMAILDIS,A,0000,,,,CCIMAILDIS
T000,Value,A,0000,,,Description,Value
T000,CCTEMPLOCK,A,0000,,,,CCTEMPLOCK
T000,Value,A,0000,,,Description,Value
T000,CHANGEUSER,A,0000,,,,CHANGEUSER
T000,CHANGEDATE,A,0000,,,,CHANGEDATE
T000,LOGSYS,A,0000,,,TBDLS,LOGSYS
T000,Table,A,0000,,,Foreign key table,Table
T000,T000,A,0000,,,T000,T000
T000,T000,A,0000,,,T000,T000
T000,T000,A,0000,,,T000,T000
T001L,MANDT,A,0000,,,T000,MANDT
T001L,WERKS,A,0000,,,T001W,WERKS
T001L,LGORT,A,0000,,,,LGORT
T001L,LGOBE,A,0000,,,,LGOBE
T001L,SPART,A,0000,,,TSPA,SPART
T001L,XLONG,A,0000,,,,XLONG
T001L,Value,A,0000,,,Description,Value
T001L,XBUFX,A,0000,,,,XBUFX
T001L,Value,A,0000,,,Description,Value
T001L,DISKZ,A,0000,,,,DISKZ
T001L,Value,A,0000,,,Description,Value
T001L,XBLGO,A,0000,,,,XBLGO
T001L,Value,A,0000,,,Description,Value
T001L,XRESS,A,0000,,,,XRESS
T001L,Value,A,0000,,,Description,Value
T001L,XHUPF,A,0000,,,,XHUPF
T001L,Value,A,0000,,,Description,Value
T001L,PARLG,A,0000,,,,PARLG
T001L,VKORG,A,0000,,,TVKO,VKORG
T001L,VTWEG,A,0000,,,TVTW,VTWEG
T001L,VSTEL,A,0000,,,TVST,VSTEL
T001L,LIFNR,A,0000,,,LFA1,LIFNR
T001L,KUNNR,A,0000,,,KNA1,KUNNR
T001L,MESBS,A,0000,,,MDG_BUS_SYS_TECH,MESBS
T001L,MESST,A,0000,,,,MESST
T001L,Value,A,0000,,,Description,Value
T001L,OIH_LICNO,A,0000,,,,OIH_LICNO
T001L,OIG_ITRFL,A,0000,,,,OIG_ITRFL
T001L,Value,A,0000,,,Description,Value
T001L,OIB_TNKASSIGN,A,0000,,,,OIB_TNKASSIGN
T001L,Value,A,0000,,,Description,Value
T001L,Table,A,0000,,,Foreign key table,Table
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001L,T001L,A,0000,,,T001L,T001L
T001W,MANDT,A,0000,,,T000,MANDT
T001W,WERKS,A,0000,,,,WERKS
T001W,NAME1,A,0000,,,,NAME1
T001W,BWKEY,A,0000,,,T001K,BWKEY
T001W,KUNNR,A,0000,,,KNA1,KUNNR
T001W,LIFNR,A,0000,,,LFA1,LIFNR
T001W,FABKL,A,0000,,,TFACD,FABKL
T001W,NAME2,A,0000,,,,NAME2
T001W,STRAS,A,0000,,,,STRAS
T001W,PFACH,A,0000,,,,PFACH
T001W,PSTLZ,A,0000,,,,PSTLZ
T001W,ORT01,A,0000,,,,ORT01
T001W,EKORG,A,0000,,,T024E,EKORG
T001W,VKORG,A,0000,,,TVKO,VKORG
T001W,CHAZV,A,0000,,,,CHAZV
T001W,Value,A,0000,,,Description,Value
T001W,KKOWK,A,0000,,,,KKOWK
T001W,Value,A,0000,,,Description,Value
T001W,KORDB,A,0000,,,,KORDB
T001W,Value,A,0000,,,Description,Value
T001W,BEDPL,A,0000,,,,BEDPL
T001W,Value,A,0000,,,Description,Value
T001W,LAND1,A,0000,,,T005,LAND1
T001W,REGIO,A,0000,,,T005S,REGIO
T001W,COUNC,A,0000,,,T005E,COUNC
T001W,CITYC,A,0000,,,T005G,CITYC
T001W,ADRNR,A,0000,,,,ADRNR
T001W,IWERK,A,0000,,,T001W,IWERK
T001W,TXJCD,A,0000,,,TTXJ,TXJCD
T001W,VTWEG,A,0000,,,TVTW,VTWEG
T001W,SPART,A,0000,,,TSPA,SPART
T001W,SPRAS,A,0000,,,T002,SPRAS
T001W,WKSOP,A,0000,,,,WKSOP
T001W,Value,A,0000,,,Description,Value
T001W,AWSLS,A,0000,,,TKV01,AWSLS
T001W,CHAZV_OLD,A,0000,,,,CHAZV_OLD
T001W,Value,A,0000,,,Description,Value
T001W,VLFKZ,A,0000,,,,VLFKZ
T001W,Value,A,0000,,,Description,Value
T001W,BZIRK,A,0000,,,T171,BZIRK
T001W,ZONE1,A,0000,,,TZONE,ZONE1
T001W,TAXIW,A,0000,,,TMKW1,TAXIW
T001W,BZQHL,A,0000,,,,BZQHL
T001W,Value,A,0000,,,Description,Value
T001W,LET01,A,0000,,,,LET01
T001W,LET02,A,0000,,,,LET02
T001W,LET03,A,0000,,,,LET03
T001W,TXNAM_MA1,A,0000,,,,TXNAM_MA1
T001W,TXNAM_MA2,A,0000,,,,TXNAM_MA2
T001W,TXNAM_MA3,A,0000,,,,TXNAM_MA3
T001W,BETOL,A,0000,,,,BETOL
T001W,J_1BBRANCH,A,0000,,,J_1BBRANCH,J_1BBRANCH
T001W,VTBFI,A,0000,,,,VTBFI
T001W,Value,A,0000,,,Description,Value
T001W,FPRFW,A,0000,,,TWFPF,FPRFW
T001W,ACHVM,A,0000,,,,ACHVM
T001W,Value,A,0000,,,Description,Value
T001W,DVSART,A,0000,,,,DVSART
T001W,Value,A,0000,,,Description,Value
T001W,NODETYPE,A,0000,,,MDRP_NODT,NODETYPE
T001W,NSCHEMA,A,0000,,,CKMLMV007,NSCHEMA
T001W,PKOSA,A,0000,,,,PKOSA
T001W,Value,A,0000,,,Description,Value
T001W,MISCH,A,0000,,,,MISCH
T001W,Value,A,0000,,,Description,Value
T001W,MGVUPD,A,0000,,,,MGVUPD
T001W,Value,A,0000,,,Description,Value
T001W,VSTEL,A,0000,,,TVST,VSTEL
T001W,MGVLAUPD,A,0000,,,,MGVLAUPD
T001W,Value,A,0000,,,Description,Value
T001W,MGVLAREVAL,A,0000,,,,MGVLAREVAL
T001W,Value,A,0000,,,Description,Value
T001W,SOURCING,A,0000,,,,SOURCING
T001W,Value,A,0000,,,Description,Value
T001W,OILIVAL,A,0000,,,,OILIVAL
T001W,Value,A,0000,,,Description,Value
T001W,OIHVTYPE,A,0000,,,,OIHVTYPE
T001W,Value,A,0000,,,Description,Value
T001W,OIHCREDIPI,A,0000,,,,OIHCREDIPI
T001W,Value,A,0000,,,Description,Value
T001W,STORETYPE,A,0000,,,,STORETYPE
T001W,Value,A,0000,,,Description,Value
T001W,DEP_STORE,A,0000,,,,DEP_STORE
T001W,Table,A,0000,,,Foreign key table,Table
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T005,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T001W,T001W,A,0000,,,T001W,T001W
T156,MANDT,A,0000,,,T000,MANDT
T156,BWART,A,0000,,,,BWART
T156,SHKZG,A,0000,,,,SHKZG
T156,Value,A,0000,,,Description,Value
T156,KZWES,A,0000,,,,KZWES
T156,KZVBU,A,0000,,,,KZVBU
T156,Value,A,0000,,,Description,Value
T156,KZDRU,A,0000,,,T159Q,KZDRU
T156,KZKON,A,0000,,,,KZKON
T156,Value,A,0000,,,Description,Value
T156,CHNEU,A,0000,,,,CHNEU
T156,Value,A,0000,,,Description,Value
T156,KZZDE,A,0000,,,,KZZDE
T156,Value,A,0000,,,Description,Value
T156,RSTYP,A,0000,,,,RSTYP
T156,Value,A,0000,,,Description,Value
T156,SELPA,A,0000,,,T160S,SELPA
T156,XLAUT,A,0000,,,,XLAUT
T156,Value,A,0000,,,Description,Value
T156,KZSTR,A,0000,,,,KZSTR
T156,Value,A,0000,,,Description,Value
T156,KZGRU,A,0000,,,,KZGRU
T156,Value,A,0000,,,Description,Value
T156,XINVB,A,0000,,,,XINVB
T156,Value,A,0000,,,Description,Value
T156,QSSBW,A,0000,,,,QSSBW
T156,Value,A,0000,,,Description,Value
T156,KZBWA,A,0000,,,,KZBWA
T156,XSTBW,A,0000,,,,XSTBW
T156,Value,A,0000,,,Description,Value
T156,XPBED,A,0000,,,,XPBED
T156,Value,A,0000,,,Description,Value
T156,XWSBR,A,0000,,,,XWSBR
T156,Value,A,0000,,,Description,Value
T156,KZMHD,A,0000,,,,KZMHD
T156,Value,A,0000,,,Description,Value
T156,KZCLA,A,0000,,,,KZCLA
T156,Value,A,0000,,,Description,Value
T156,XKOKO,A,0000,,,,XKOKO
T156,Value,A,0000,,,Description,Value
T156,XKCFC,A,0000,,,,XKCFC
T156,Value,A,0000,,,Description,Value
T156,XNEBE,A,0000,,,,XNEBE
T156,Value,A,0000,,,Description,Value
T156,J_1BNFREL,A,0000,,,,J_1BNFREL
T156,Value,A,0000,,,Description,Value
T156,J_1BNFTYPE,A,0000,,,J_1BAA,J_1BNFTYPE
T156,J_1BITMTYP,A,0000,,,J_1BITEMTYPES,J_1BITMTYP
T156,J_1BSPCSTO,A,0000,,,,J_1BSPCSTO
T156,Value,A,0000,,,Description,Value
T156,J_1BPARTYP,A,0000,,,,J_1BPARTYP
T156,Value,A,0000,,,Description,Value
T156,J_1BPARVW,A,0000,,,J_1BAD,J_1BPARVW
T156,RULES,A,0000,,,T434R,RULES
T156,J_1AREVIDX,A,0000,,,,J_1AREVIDX
T156,Value,A,0000,,,Description,Value
T156,J_1ADOCCL,A,0000,,,J_1ADOCCLS,J_1ADOCCL
T156,J_1AEXPKZ,A,0000,,,,J_1AEXPKZ
T156,Value,A,0000,,,Description,Value
T156,XOARC,A,0000,,,,XOARC
T156,Value,A,0000,,,Description,Value
T156,BUSTR,A,0000,,,,BUSTR
T156,KZDIR,A,0000,,,,KZDIR
T156,Value,A,0000,,,Description,Value
T156,OIJ1BNFFI,A,0000,,,,OIJ1BNFFI
T156,Value,A,0000,,,Description,Value
T156,MILL_CPCONF,A,0000,,,,MILL_CPCONF
T156,Value,A,0000,,,Description,Value
T156,CO_WIPB_CPCONF,A,0000,,,,CO_WIPB_CPCONF
T156,Value,A,0000,,,Description,Value
T156,XWIPB,A,0000,,,,XWIPB
T156,Value,A,0000,,,Description,Value
T156,/CWM/TRUE,A,0000,,,,/CWM/TRUE
T156,Value,A,0000,,,Description,Value
T156,OIXTRIP,A,0000,,,,OIXTRIP
T156,Value,A,0000,,,Description,Value
T156,Table,A,0000,,,Foreign key table,Table
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156,T156,A,0000,,,T156,T156
T156T,MANDT,A,0000,,,T000,MANDT
T156T,SPRAS,A,0000,,,T002,SPRAS
T156T,BWART,A,0000,,,T156,BWART
T156T,SOBKZ,A,0000,,,T148,SOBKZ
T156T,KZBEW,A,0000,,,,KZBEW
T156T,Value,A,0000,,,Description,Value
T156T,KZZUG,A,0000,,,,KZZUG
T156T,Value,A,0000,,,Description,Value
T156T,KZVBR,A,0000,,,,KZVBR
T156T,Value,A,0000,,,Description,Value
T156T,BTEXT,A,0000,,,,BTEXT
T156T,Table,A,0000,,,Foreign key table,Table
T156T,T156T,A,0000,,,T156T,T156T
T156T,T156T,A,0000,,,T156T,T156T
T156T,T156T,A,0000,,,T156T,T156T
T156T,T156T,A,0000,,,T156T,T156T
T156T,T156T,A,0000,,,T156T,T156T
T156T,T156T,A,0000,,,T156T,T156T
T161,MANDT,A,0000,,,T000,MANDT
T161,BSTYP,A,0000,,,,BSTYP
T161,Value,A,0000,,,Description,Value
T161,BSART,A,0000,,,,BSART
T161,BSAKZ,A,0000,,,,BSAKZ
T161,Value,A,0000,,,Description,Value
T161,PINCR,A,0000,,,,PINCR
T161,NUMKI,A,0000,,,,NUMKI
T161,NUMKE,A,0000,,,,NUMKE
T161,BREFN,A,0000,,,T162,BREFN
T161,REFBA,A,0000,,,T161,REFBA
T161,ABVOR,A,0000,,,,ABVOR
T161,Value,A,0000,,,Description,Value
T161,STAFO,A,0000,,,TMCB,STAFO
T161,UPINC,A,0000,,,,UPINC
T161,STAKO,A,0000,,,,STAKO
T161,Value,A,0000,,,Description,Value
T161,PARGR,A,0000,,,TVPG,PARGR
T161,NUMKA,A,0000,,,,NUMKA
T161,HITYP,A,0000,,,TLHIT,HITYP
T161,LPHIS,A,0000,,,,LPHIS
T161,Value,A,0000,,,Description,Value
T161,GSFRG,A,0000,,,,GSFRG
T161,Value,A,0000,,,Description,Value
T161,VARIANTE,A,0000,,,,VARIANTE
T161,SHENQ,A,0000,,,,SHENQ
T161,Value,A,0000,,,Description,Value
T161,KZALE,A,0000,,,,KZALE
T161,Value,A,0000,,,Description,Value
T161,ABGEBOT,A,0000,,,,ABGEBOT
T161,Value,A,0000,,,Description,Value
T161,KORNR,A,0000,,,,KORNR
T161,Value,A,0000,,,Description,Value
T161,UMLIF,A,0000,,,,UMLIF
T161,Value,A,0000,,,Description,Value
T161,KOETT,A,0000,,,,KOETT
T161,Value,A,0000,,,Description,Value
T161,AR_OBJECT,A,0000,,,TOADV,AR_OBJECT
T161,KOAKO,A,0000,,,,KOAKO
T161,Value,A,0000,,,Description,Value
T161,OICSEGI,A,0000,,,,OICSEGI
T161,Value,A,0000,,,Description,Value
