ROLLNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DDTEXT
Value,A,0000,D,Value
OIH_J1B_TXCREDIP,A,0000,D,OIHCREDIPI
Value,A,0000,D,Value
WRF_STORETYPE,A,0000,D,STORETYPE
Value,A,0000,D,Value
WRF_DEP_STORE,A,0000,D,DEP_STORE
Field,A,0000,D,Table
AWSLS,A,0000,D,T001W
AWSLS,A,0000,D,T001W
BWKEY,A,0000,D,T001W
BWKEY,A,0000,D,T001W
BZIRK,A,0000,D,T001W
BZIRK,A,0000,D,T001W
CITYC,A,0000,D,T001W
CITYC,A,0000,D,T001W
CITYC,A,0000,D,T001W
CITYC,A,0000,D,T001W
COUNC,A,0000,D,T001W
COUNC,A,0000,D,T001W
COUNC,A,0000,D,T001W
COUNC,A,0000,D,T001W
EKORG,A,0000,D,T001W
EKORG,A,0000,D,T001W
FABKL,A,0000,D,T001W
FPRFW,A,0000,D,T001W
FPRFW,A,0000,D,T001W
IWERK,A,0000,D,T001W
IWERK,A,0000,D,T001W
J_1BBRANCH,A,0000,D,T001W
J_1BBRANCH,A,0000,D,T001W
KUNNR,A,0000,D,T001W
KUNNR,A,0000,D,T001W
LAND1,A,0000,D,T001W
LAND1,A,0000,D,T001W
LIFNR,A,0000,D,T001W
LIFNR,A,0000,D,T001W
MANDT,A,0000,D,T001W
NODETYPE,A,0000,D,T001W
NSCHEMA,A,0000,D,T001W
NSCHEMA,A,0000,D,T001W
REGIO,A,0000,D,T001W
REGIO,A,0000,D,T001W
REGIO,A,0000,D,T001W
SPART,A,0000,D,T001W
SPART,A,0000,D,T001W
SPRAS,A,0000,D,T001W
TAXIW,A,0000,D,T001W
TAXIW,A,0000,D,T001W
TAXIW,A,0000,D,T001W
TXJCD,A,0000,D,T001W
TXJCD,A,0000,D,T001W
TXJCD,A,0000,D,T001W
VKORG,A,0000,D,T001W
VKORG,A,0000,D,T001W
VSTEL,A,0000,D,T001W
VSTEL,A,0000,D,T001W
VTWEG,A,0000,D,T001W
VTWEG,A,0000,D,T001W
ZONE1,A,0000,D,T001W
ZONE1,A,0000,D,T001W
ZONE1,A,0000,D,T001W
MANDT,A,0000,D,MANDT
BWART,A,0000,D,BWART
SHKZG,A,0000,D,SHKZG
Value,A,0000,D,Value
KZWES,A,0000,D,KZWES
KZVBU,A,0000,D,KZVBU
Value,A,0000,D,Value
KZDRU,A,0000,D,KZDRU
KZKON,A,0000,D,KZKON
Value,A,0000,D,Value
CHNEU,A,0000,D,CHNEU
Value,A,0000,D,Value
KZZDE,A,0000,D,KZZDE
Value,A,0000,D,Value
RSTYP,A,0000,D,RSTYP
Value,A,0000,D,Value
SELPA,A,0000,D,SELPA
XLAUT,A,0000,D,XLAUT
Value,A,0000,D,Value
KZSTR,A,0000,D,KZSTR
Value,A,0000,D,Value
KZGRU,A,0000,D,KZGRU
Value,A,0000,D,Value
XINVB,A,0000,D,XINVB
Value,A,0000,D,Value
QSSBW,A,0000,D,QSSBW
Value,A,0000,D,Value
KZBWA,A,0000,D,KZBWA
XSTBW,A,0000,D,XSTBW
Value,A,0000,D,Value
XPBED,A,0000,D,XPBED
Value,A,0000,D,Value
XWSBR,A,0000,D,XWSBR
Value,A,0000,D,Value
KZMHD,A,0000,D,KZMHD
Value,A,0000,D,Value
KZCLA,A,0000,D,KZCLA
Value,A,0000,D,Value
XKOKO,A,0000,D,XKOKO
Value,A,0000,D,Value
XKCFC,A,0000,D,XKCFC
Value,A,0000,D,Value
XNEBE,A,0000,D,XNEBE
Value,A,0000,D,Value
J_1BNFREL,A,0000,D,J_1BNFREL
Value,A,0000,D,Value
J_1BNFTYPE,A,0000,D,J_1BNFTYPE
J_1BITMTYP,A,0000,D,J_1BITMTYP
J_1BSPCSTO,A,0000,D,J_1BSPCSTO
Value,A,0000,D,Value
J_1BPARTYP,A,0000,D,J_1BPARTYP
Value,A,0000,D,Value
J_1BPARVW,A,0000,D,J_1BPARVW
BF_RULES,A,0000,D,RULES
J_1AREVIDX,A,0000,D,J_1AREVIDX
Value,A,0000,D,Value
J_1ADOCCL_,A,0000,D,J_1ADOCCL
J_1AEXPKZ,A,0000,D,J_1AEXPKZ
Value,A,0000,D,Value
XOARC,A,0000,D,XOARC
Value,A,0000,D,Value
BUSTR,A,0000,D,BUSTR
KZDIR_MB,A,0000,D,KZDIR
Value,A,0000,D,Value
OIH_J1B_NFFI,A,0000,D,OIJ1BNFFI
Value,A,0000,D,Value
MILL_CPCONF,A,0000,D,MILL_CPCONF
Value,A,0000,D,Value
CO_WIPB_CPCONF,A,0000,D,CO_WIPB_CPCONF
Value,A,0000,D,Value
CO_WIPB_XWIPB,A,0000,D,XWIPB
Value,A,0000,D,Value
XFELD,A,0000,D,/CWM/TRUE
Value,A,0000,D,Value
OID_XTRIP,A,0000,D,OIXTRIP
Value,A,0000,D,Value
Field,A,0000,D,Table
J_1ADOCCL,A,0000,D,T156
J_1ADOCCL,A,0000,D,T156
J_1BITMTYP,A,0000,D,T156
J_1BITMTYP,A,0000,D,T156
J_1BNFTYPE,A,0000,D,T156
J_1BNFTYPE,A,0000,D,T156
J_1BPARVW,A,0000,D,T156
J_1BPARVW,A,0000,D,T156
KZDRU,A,0000,D,T156
KZDRU,A,0000,D,T156
MANDT,A,0000,D,T156
RULES,A,0000,D,T156
RULES,A,0000,D,T156
SELPA,A,0000,D,T156
SELPA,A,0000,D,T156
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
BWART,A,0000,D,BWART
SOBKZ,A,0000,D,SOBKZ
KZBEW,A,0000,D,KZBEW
Value,A,0000,D,Value
KZZUG,A,0000,D,KZZUG
Value,A,0000,D,Value
KZVBR,A,0000,D,KZVBR
Value,A,0000,D,Value
BWTXT,A,0000,D,BTEXT
Field,A,0000,D,Table
BWART,A,0000,D,T156T
BWART,A,0000,D,T156T
MANDT,A,0000,D,T156T
SOBKZ,A,0000,D,T156T
SOBKZ,A,0000,D,T156T
SPRAS,A,0000,D,T156T
MANDT,A,0000,D,MANDT
BSTYP,A,0000,D,BSTYP
Value,A,0000,D,Value
ESART,A,0000,D,BSART
BSAKZ,A,0000,D,BSAKZ
Value,A,0000,D,Value
PINCR,A,0000,D,PINCR
NUMKI,A,0000,D,NUMKI
NUMKE,A,0000,D,NUMKE
BREFN,A,0000,D,BREFN
RFBSA,A,0000,D,REFBA
ABVOR,A,0000,D,ABVOR
Value,A,0000,D,Value
STAFO,A,0000,D,STAFO
UPINC,A,0000,D,UPINC
STAKO,A,0000,D,STAKO
Value,A,0000,D,Value
PARGR,A,0000,D,PARGR
NUMKA,A,0000,D,NUMKA
HITYP_LH,A,0000,D,HITYP
LPHIS,A,0000,D,LPHIS
Value,A,0000,D,Value
GSFRG,A,0000,D,GSFRG
Value,A,0000,D,Value
TC_VAR,A,0000,D,VARIANTE
SHENQ,A,0000,D,SHENQ
Value,A,0000,D,Value
KZALE,A,0000,D,KZALE
Value,A,0000,D,Value
ABGEBOT,A,0000,D,ABGEBOT
Value,A,0000,D,Value
KORNR,A,0000,D,KORNR
Value,A,0000,D,Value
UMLIF,A,0000,D,UMLIF
Value,A,0000,D,Value
KOETT,A,0000,D,KOETT
Value,A,0000,D,Value
SAEOBJART,A,0000,D,AR_OBJECT
KOAKO,A,0000,D,KOAKO
Value,A,0000,D,Value
OIA_CSEGI,A,0000,D,OICSEGI
Value,A,0000,D,Value
OIH_RFQREQ,A,0000,D,OIRFQREQ
Value,A,0000,D,Value
WVVKZ,A,0000,D,WVVKZ
Value,A,0000,D,Value
XLOKZ,A,0000,D,XLOKZ
Value,A,0000,D,Value
CP_ACTIVE,A,0000,D,CP_AKTIVE
CP_TYPE,A,0000,D,CPTYPE
FLS_RSTO,A,0000,D,FLS_RSTO
Value,A,0000,D,Value
MSR_ACTIVE,A,0000,D,MSR_ACTIVE
Value,A,0000,D,Value
LOGTRM_RDP_PROFILE,A,0000,D,RDP_PROFILE
NUMKC,A,0000,D,NUMKC
/SAPMP/CEACT,A,0000,D,/SAPMP/CEACT
Value,A,0000,D,Value
/SAPMP/PDACT,A,0000,D,/SAPMP/PDACT
Value,A,0000,D,Value
/SAPMP/PPROT,A,0000,D,/SAPMP/PPROT
Value,A,0000,D,Value
/SAPMP/PUSER,A,0000,D,/SAPMP/PUSER
Value,A,0000,D,Value
/SAPMP/PAUSW,A,0000,D,/SAPMP/PAUSW
Value,A,0000,D,Value
MILL_SE_ATNAM1,A,0000,D,/SAPMP/ATNAM
/SAPMP/GAUF,A,0000,D,/SAPMP/GAUF
Value,A,0000,D,Value
METOLSL,A,0000,D,TOLSL
MILL_MM_OMKZ,A,0000,D,MILL_OMKZ
Value,A,0000,D,Value
Field,A,0000,D,Table
AR_OBJECT,A,0000,D,T161
AR_OBJECT,A,0000,D,T161
BREFN,A,0000,D,T161
BREFN,A,0000,D,T161
HITYP,A,0000,D,T161
HITYP,A,0000,D,T161
MANDT,A,0000,D,T161
PARGR,A,0000,D,T161
PARGR,A,0000,D,T161
RDP_PROFILE,A,0000,D,T161
RDP_PROFILE,A,0000,D,T161
REFBA,A,0000,D,T161
REFBA,A,0000,D,T161
REFBA,A,0000,D,T161
STAFO,A,0000,D,T161
STAFO,A,0000,D,T161
TOLSL,A,0000,D,T161
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
ESART,A,0000,D,BSART
BSTYP,A,0000,D,BSTYP
Value,A,0000,D,Value
BATXT,A,0000,D,BATXT
Field,A,0000,D,Table
BSART,A,0000,D,T161T
BSART,A,0000,D,T161T
BSART,A,0000,D,T161T
MANDT,A,0000,D,T161T
SPRAS,A,0000,D,T161T
MANDT,A,0000,D,MANDT
LGNUM,A,0000,D,LGNUM
REGKZ,A,0000,D,REGKZ
Field,A,0000,D,Table
REGKZ,A,0000,D,T300
REGKZ,A,0000,D,T300
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
LGNUM,A,0000,D,LGNUM
LVS_LNUMT,A,0000,D,LNUMT
Field,A,0000,D,Table
LGNUM,A,0000,D,T300T
LGNUM,A,0000,D,T300T
SPRAS,A,0000,D,T300T
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRSL
ORGEH,A,0000,D,ORGEH
ENDDA,A,0000,D,ENDDA
BEGDA,A,0000,D,BEGDA
ORGTX,A,0000,D,ORGTX
MAINT,A,0000,D,MAINT
Field,A,0000,D,Table
MANDT,A,0000,D,T527X
SPRSL,A,0000,D,T527X
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRSL
MASSN,A,0000,D,MASSN
MNTXT,A,0000,D,MNTXT
Field,A,0000,D,Table
MANDT,A,0000,D,T529T
MASSN,A,0000,D,T529T
MASSN,A,0000,D,T529T
SPRSL,A,0000,D,T529T
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRSL
MOABW,A,0000,D,MOABW
AWART,A,0000,D,AWART
ABWTXT,A,0000,D,ATEXT
Field,A,0000,D,Table
AWART,A,0000,D,T554T
AWART,A,0000,D,T554T
AWART,A,0000,D,T554T
MANDT,A,0000,D,T554T
SPRSL,A,0000,D,T554T
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRSL
MOVER,A,0000,D,MOVER
VTART,A,0000,D,VTART
TEXT25,A,0000,D,VTEXT
Field,A,0000,D,Table
MANDT,A,0000,D,T556T
SPRSL,A,0000,D,T556T
VTART,A,0000,D,T556T
VTART,A,0000,D,T556T
VTART,A,0000,D,T556T
MANDT,A,0000,D,MANDT
KVEWE,A,0000,D,KVEWE
KAPPL,A,0000,D,KAPPL
KSCHL,A,0000,D,KSCHL
KOZGF,A,0000,D,KOZGF
DATVO,A,0000,D,DATVO
Value,A,0000,D,Value
DTVOB,A,0000,D,DTVOB
Value,A,0000,D,Value
J_3GPRAEND,A,0000,D,J_3GPRAEND
Value,A,0000,D,Value
J_3GBUARTL,A,0000,D,J_3GBUARTL
Value,A,0000,D,Value
J_3GBUARTB,A,0000,D,J_3GBUARTB
Value,A,0000,D,Value
Field,A,0000,D,Table
KAPPL,A,0000,D,T685
KAPPL,A,0000,D,T685
KOZGF,A,0000,D,T685
KOZGF,A,0000,D,T685
KOZGF,A,0000,D,T685
KVEWE,A,0000,D,T685
MANDT,A,0000,D,T685
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
KVEWE,A,0000,D,KVEWE
KAPPL,A,0000,D,KAPPL
KSCHL,A,0000,D,KSCHL
VTXTK,A,0000,D,VTEXT
Field,A,0000,D,Table
KAPPL,A,0000,D,T685T
KSCHL,A,0000,D,T685T
KSCHL,A,0000,D,T685T
KSCHL,A,0000,D,T685T
KSCHL,A,0000,D,T685T
KVEWE,A,0000,D,T685T
MANDT,A,0000,D,T685T
SPRAS,A,0000,D,T685T
LOGSYS,A,0000,D,LOGSYS
ISPRFCDEST,A,0000,D,ISPRFCDES
ISPRFCTYPE,A,0000,D,ISPRFCTYPE
Value,A,0000,D,Value
ISPREL,A,0000,D,ISPREL
ISPRFCDEST,A,0000,D,ISPRFCDESF
Field,A,0000,D,Table
ISPREL,A,0000,D,TBDLS
ISPREL,A,0000,D,TBDLS
ISPRFCDES,A,0000,D,TBDLS
MANDT,A,0000,D,MANDT
WAERS_CURC,A,0000,D,WAERS
ISOCD,A,0000,D,ISOCD
ALTWR,A,0000,D,ALTWR
DATUM_CURC,A,0000,D,GDATU
XPRIMARY,A,0000,D,XPRIMARY
Value,A,0000,D,Value
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
WAERS_CURC,A,0000,D,WAERS
LTEXT,A,0000,D,LTEXT
KTEXT_CURT,A,0000,D,KTEXT
Field,A,0000,D,Table
MANDT,A,0000,D,TCURT
SPRAS,A,0000,D,TCURT
WAERS,A,0000,D,TCURT
WAERS,A,0000,D,TCURT
SYCURR,A,0000,D,CURRKEY
CURRDEC,A,0000,D,CURRDEC
J_ISTAT,A,0000,D,ISTAT
J_NODIS,A,0000,D,NODIS
Value,A,0000,D,Value
J_SETONLY,A,0000,D,SETONLY
Value,A,0000,D,Value
J_ISTAT,A,0000,D,ISTAT
SPRAS,A,0000,D,SPRAS
J_TXT04,A,0000,D,TXT04
J_TXT30,A,0000,D,TXT30
Field,A,0000,D,Table
ISTAT,A,0000,D,TJ02T
SPRAS,A,0000,D,TJ02T
MANDT,A,0000,D,MANDT
KOKRS,A,0000,D,KOKRS
BEZEI,A,0000,D,BEZEI
WAERS,A,0000,D,WAERS
KTOPL,A,0000,D,KTOPL
PERIV,A,0000,D,LMONA
KOKFI,A,0000,D,KOKFI
Value,A,0000,D,Value
LOGSYSTEM,A,0000,D,LOGSYSTEM
CO_ALEMT,A,0000,D,ALEMT
Value,A,0000,D,Value
MASTERDATA_LOGSYSTEM,A,0000,D,MD_LOGSYSTEM
KSTHI,A,0000,D,KHINR
KOMP1,A,0000,D,KOMP1
Value,A,0000,D,Value
KOMP0,A,0000,D,KOMP0
Value,A,0000,D,Value
KOMP2,A,0000,D,KOMP2
Value,A,0000,D,Value
ERKRS,A,0000,D,ERKRS
DPRCT,A,0000,D,DPRCT
PHINR,A,0000,D,PHINR
PCLDG,A,0000,D,PCLDG
PCBEL,A,0000,D,PCBEL
Value,A,0000,D,Value
XWBUK,A,0000,D,XWBUK
Value,A,0000,D,Value
CO_BPHINR,A,0000,D,BPHINR
XBPALE,A,0000,D,XBPALE
Value,A,0000,D,Value
KSTAR_FIN,A,0000,D,KSTAR_FIN
KSTAR_FID,A,0000,D,KSTAR_FID
PCACUR,A,0000,D,PCACUR
CURTPPC,A,0000,D,PCACURTP
Value,A,0000,D,Value
PCATRCUR,A,0000,D,PCATRCUR
Value,A,0000,D,Value
CO_CTYP,A,0000,D,CTYP
Value,A,0000,D,Value
RCLACTIV,A,0000,D,RCLAC
Value,A,0000,D,Value
RCL_BLART,A,0000,D,BLART
FIKRS,A,0000,D,FIKRS
RCL_PRIMAC,A,0000,D,RCL_PRIMAC
Value,A,0000,D,Value
PCA_ALEMT,A,0000,D,PCA_ALEMT
Value,A,0000,D,Value
VALUTYP,A,0000,D,PCA_VALU
Value,A,0000,D,Value
CVPROF,A,0000,D,CVPROF
CVACT,A,0000,D,CVACT
Value,A,0000,D,Value
CO_VNAME,A,0000,D,VNAME
PCA_ACCOUNT_VAL_DIFF,A,0000,D,PCA_ACC_DIFF
Value,A,0000,D,Value
VALUTYP_OH_BASE,A,0000,D,TP_VALOHB
Value,A,0000,D,Value
FAGL_DEFPRCTR,A,0000,D,DEFPRCTR
AUTH_USE_NO_STD,A,0000,D,AUTH_USE_NO_STD
AUTH_USE_ADD1,A,0000,D,AUTH_USE_ADD1
AUTH_USE_ADD2,A,0000,D,AUTH_USE_ADD2
AUTH_USE_NO_STD,A,0000,D,AUTH_KE_NO_STD
AUTH_USE_ADD1,A,0000,D,AUTH_KE_USE_ADD1
AUTH_USE_ADD2,A,0000,D,AUTH_KE_USE_ADD2
Field,A,0000,D,Table
BLART,A,0000,D,TKA01
BLART,A,0000,D,TKA01
CVPROF,A,0000,D,TKA01
CVPROF,A,0000,D,TKA01
DEFPRCTR,A,0000,D,TKA01
DEFPRCTR,A,0000,D,TKA01
DEFPRCTR,A,0000,D,TKA01
DPRCT,A,0000,D,TKA01
DPRCT,A,0000,D,TKA01
DPRCT,A,0000,D,TKA01
ERKRS,A,0000,D,TKA01
ERKRS,A,0000,D,TKA01
FIKRS,A,0000,D,TKA01
FIKRS,A,0000,D,TKA01
KSTAR_FID,A,0000,D,TKA01
KSTAR_FID,A,0000,D,TKA01
KSTAR_FID,A,0000,D,TKA01
KSTAR_FIN,A,0000,D,TKA01
KSTAR_FIN,A,0000,D,TKA01
KSTAR_FIN,A,0000,D,TKA01
KTOPL,A,0000,D,TKA01
KTOPL,A,0000,D,TKA01
LMONA,A,0000,D,TKA01
LMONA,A,0000,D,TKA01
LOGSYSTEM,A,0000,D,TKA01
MANDT,A,0000,D,TKA01
MD_LOGSYSTEM,A,0000,D,TKA01
PCACUR,A,0000,D,TKA01
PCACUR,A,0000,D,TKA01
PCLDG,A,0000,D,TKA01
PCLDG,A,0000,D,TKA01
VNAME,A,0000,D,TKA01
VNAME,A,0000,D,TKA01
WAERS,A,0000,D,TKA01
WAERS,A,0000,D,TKA01
MANDT,A,0000,D,MANDT
TPLST,A,0000,D,TPLST
FABKL,A,0000,D,FABKL
ADRNR,A,0000,D,ADRNR
TPSID,A,0000,D,TPSID
EDI_VTPARN,A,0000,D,VTPARN
EDI_VTPART,A,0000,D,VTPART
NA_KSCHL_T,A,0000,D,KSCHL
NKETP,A,0000,D,NKETP
TRAEND,A,0000,D,TRAEND
Value,A,0000,D,Value
STTRG_TPS,A,0000,D,STTRG
Value,A,0000,D,Value
TPSSF,A,0000,D,TPSSF
Value,A,0000,D,Value
VTPS_LFTX,A,0000,D,TPSTX1
VTPS_LFTX,A,0000,D,TPSTX2
VTPS_LFTX,A,0000,D,TPSTX3
BUKRS,A,0000,D,BUKRS
STAGEW,A,0000,D,STAGEW
STAVOL,A,0000,D,STAVOL
STADIS,A,0000,D,STADIS
STACUR,A,0000,D,STACUR
Field,A,0000,D,Table
BUKRS,A,0000,D,TTDS
BUKRS,A,0000,D,TTDS
FABKL,A,0000,D,TTDS
KSCHL,A,0000,D,TTDS
KSCHL,A,0000,D,TTDS
MANDT,A,0000,D,TTDS
STACUR,A,0000,D,TTDS
STACUR,A,0000,D,TTDS
STADIS,A,0000,D,TTDS
STADIS,A,0000,D,TTDS
STAGEW,A,0000,D,TTDS
STAGEW,A,0000,D,TTDS
STAVOL,A,0000,D,TTDS
STAVOL,A,0000,D,TTDS
TPSID,A,0000,D,TTDS
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
TPLST,A,0000,D,TPLST
BEZEI20,A,0000,D,BEZEI
Field,A,0000,D,Table
MANDT,A,0000,D,TTDST
SPRAS,A,0000,D,TTDST
TPLST,A,0000,D,TTDST
TPLST,A,0000,D,TTDST
MANDT,A,0000,D,MANDT
AUART,A,0000,D,AUART
BIFGR,A,0000,D,KOPGR
LFARV,A,0000,D,LFARV
FKARV,A,0000,D,FKARV
FKARA,A,0000,D,FKARA
NUMKI,A,0000,D,NUMKI
NUMKE,A,0000,D,NUMKE
INCPO,A,0000,D,INCPO
UEVOR_VA,A,0000,D,UEVOR
Value,A,0000,D,Value
CHAR2,A,0000,D,AUGRP
UMFNG,A,0000,D,UMFNG
Value,A,0000,D,Value
DABAR,A,0000,D,DABAR
Value,A,0000,D,Value
PARGR,A,0000,D,PARGR
FAKSP,A,0000,D,FAKSK
LIFSK,A,0000,D,LIFSK
TRVOG_VA,A,0000,D,TRVOG
Value,A,0000,D,Value
SPAPO,A,0000,D,SPAPO
Value,A,0000,D,Value
SPAPR,A,0000,D,SPAPR
Value,A,0000,D,Value
VSTRM,A,0000,D,VSTRM
Value,A,0000,D,Value
TRTRM,A,0000,D,TRTRM
Value,A,0000,D,Value
TXN08,A,0000,D,TXN08
DIAUV,A,0000,D,DIAFE
Value,A,0000,D,Value
FELDK,A,0000,D,FELDK
DATVO_VAK,A,0000,D,DATVO
Value,A,0000,D,Value
AWAHR_AK,A,0000,D,AWAHR
Value,A,0000,D,Value
VBTYP,A,0000,D,VBTYP
Value,A,0000,D,Value
VSBED_VAK,A,0000,D,VSBED
BEZOB,A,0000,D,BEZOB
Value,A,0000,D,Value
TXTGR,A,0000,D,TXTGR
KALVG,A,0000,D,KALVG
ERNAM,A,0000,D,ERNAM
FEHGR,A,0000,D,FEHGR
INFLS,A,0000,D,INFLS
Value,A,0000,D,Value
KUNN0,A,0000,D,KUNN0
Value,A,0000,D,Value
KLIMP,A,0000,D,KLIMP
Value,A,0000,D,Value
KALSMB,A,0000,D,KALSM
NA_KAPPL,A,0000,D,KAPPL
NA_KSCHL,A,0000,D,KSCHL
SPEVB,A,0000,D,SPERR
Value,A,0000,D,Value
STGAK,A,0000,D,STGAK
KALSU,A,0000,D,KALSU
KALLI,A,0000,D,KALLI
KALAU,A,0000,D,KALAU
FKAIV,A,0000,D,FKAIV
CMGRA,A,0000,D,CMGRA
SDOBJARTH,A,0000,D,OBJART_HIN
SDOBJARTV,A,0000,D,OBJART_VER
HITYP_PR,A,0000,D,HITYP_PR
ABRVW,A,0000,D,ABRVW
ABDIS,A,0000,D,ABDIS
Value,A,0000,D,Value
PRGRS,A,0000,D,KPRGBZ
Value,A,0000,D,Value
PRDATV,A,0000,D,PRDATV
Value,A,0000,D,Value
VLAUF,A,0000,D,VLAUF
GUEBGV,A,0000,D,GUEBGV
Value,A,0000,D,Value
VTERL,A,0000,D,VTERL
Value,A,0000,D,Value
HNWAG,A,0000,D,HNWAG
Value,A,0000,D,Value
HNWKM,A,0000,D,HNWKM
Value,A,0000,D,Value
J_STSMA,A,0000,D,STSMA
LISOF,A,0000,D,LISOF
Value,A,0000,D,Value
AUARA,A,0000,D,AUARA
KORLI,A,0000,D,KORLI
VPROF,A,0000,D,VPROF
AUFAK,A,0000,D,AUFAK
DIAPA,A,0000,D,DIAPA
Value,A,0000,D,Value
FPART,A,0000,D,FPART
KSCHL_KO,A,0000,D,KSCHL_KO
EXCOK,A,0000,D,EXCOK
Value,A,0000,D,Value
EXMOD,A,0000,D,EXMOD
Value,A,0000,D,Value
KSKPF,A,0000,D,KSKPF
KSPOS,A,0000,D,KSPOS
LIFSM,A,0000,D,LIFSM
FKTKT,A,0000,D,FKTKT
EXDIA,A,0000,D,EXDIA
Value,A,0000,D,Value
ABGRU_IN,A,0000,D,ABGRU_IN
PRBST,A,0000,D,PRBST
Value,A,0000,D,Value
SCHEME_GRP,A,0000,D,SCHEME_GRP
HNWGK,A,0000,D,HNWGK
Value,A,0000,D,Value
PUSH_GRP,A,0000,D,PUSH_GRP
Value,A,0000,D,Value
ABRUF_PART,A,0000,D,ABRUF_PART
Value,A,0000,D,Value
RPART,A,0000,D,RPART
AKTFI,A,0000,D,AKTFI
Value,A,0000,D,Value
VBKLT_VA,A,0000,D,VBKLT
Value,A,0000,D,Value
J_1BNFTYPE,A,0000,D,J_1BNFTYPE
INCUP,A,0000,D,INCUP
BABSSCH_CM,A,0000,D,BABSS
EMPFI,A,0000,D,EMPFI
Value,A,0000,D,Value
DELCF,A,0000,D,DELCF
Value,A,0000,D,Value
CCPGA,A,0000,D,CCPGR
EXCBC,A,0000,D,EXCBC
Value,A,0000,D,Value
EXCEM,A,0000,D,EXCEM
Value,A,0000,D,Value
EXCLG,A,0000,D,EXCLG
Value,A,0000,D,Value
HNWK2,A,0000,D,HNWK2
Value,A,0000,D,Value
RMA_EXTNR,A,0000,D,EXTNR_RMA
Value,A,0000,D,Value
TDID,A,0000,D,TDID
AAUART,A,0000,D,AAUART1
AAUART,A,0000,D,AAUART2
RFPA_SW,A,0000,D,RFPA_SW
Value,A,0000,D,Value
TCVARIANT,A,0000,D,VARIANT
ATPGM,A,0000,D,ATPGM
Value,A,0000,D,Value
VERLI,A,0000,D,VERLI
Value,A,0000,D,Value
TENUR,A,0000,D,TENUR
Value,A,0000,D,Value
J_1AFCTYP,A,0000,D,J_1AFCTYPE
Value,A,0000,D,Value
FAUPR,A,0000,D,FAUPR
PVBSM,A,0000,D,PVBSM
BPROC,A,0000,D,BPROC
ERMAT,A,0000,D,ERMAT
Value,A,0000,D,Value
BSTVO,A,0000,D,BSTVO
Value,A,0000,D,Value
/CBAD/EXTCONT,A,0000,D,EXTCONT
Value,A,0000,D,Value
/CBAD/KSCHL_BUDGET,A,0000,D,KSCHL_BUDGET
/CBAD/KSCHL_CAPS,A,0000,D,KSCHL_CAPS
MSR_ACTIVE,A,0000,D,MSR_ACTIVE
Value,A,0000,D,Value
MSR_GET_NEXT_NUMBER,A,0000,D,MSR_NEXT_NUMBER
Value,A,0000,D,Value
MSR_AUARA,A,0000,D,MSR_AUARA
MSR_BILLING_BLOCK,A,0000,D,MSR_BILLING_BLK
MSR_CM_IMMEDIATELY,A,0000,D,MSR_CM_IMMEDIATE
Value,A,0000,D,Value
MSR_LFART,A,0000,D,MSR_LFART
FCS_ACTIVE,A,0000,D,FCS_ACTIVE
Value,A,0000,D,Value
MSR_DELIVERY_BLOCK,A,0000,D,MSR_DELIVERY_BLK
MSR_REPLACEMENT_AUART,A,0000,D,MSR_SDF_AUART
LOGTRM_RDP_PROFILE,A,0000,D,RDP_PROFILE
FKART_MEV_POST,A,0000,D,FKART_MEV_POST
FKART_MEV_POST_IB,A,0000,D,FKART_MEV_POST_IB
/SAPHT/SW_CONTRCLASS,A,0000,D,VCLASSIFIC
Value,A,0000,D,Value
/SAPHT/SW_KALPG,A,0000,D,KALPG
/SAPHT/SW_KALVL,A,0000,D,KALVL
/SAPMP/PDACT,A,0000,D,/SAPMP/PDACT
Value,A,0000,D,Value
/SAPMP/PPROT,A,0000,D,/SAPMP/PPROT
Value,A,0000,D,Value
/SAPMP/PUSER,A,0000,D,/SAPMP/PUSER
Value,A,0000,D,Value
/SAPMP/PAUSW,A,0000,D,/SAPMP/PAUSW
Value,A,0000,D,Value
/SAPMP/GAUF,A,0000,D,/SAPMP/GAUF
Value,A,0000,D,Value
AD01AURET,A,0000,D,AD01AURET
AD04NUMFLG,A,0000,D,AD04NUMFLG
Value,A,0000,D,Value
KALGT,A,0000,D,KALGT
HB_UNTSALE,A,0000,D,UNITSALE
Value,A,0000,D,Value
HB_CPFREE,A,0000,D,CPFREE
Value,A,0000,D,Value
NO_BUTTON,A,0000,D,NO_BUTTON
Value,A,0000,D,Value
ISM_ZEROORDER,A,0000,D,XZEROORDER
Value,A,0000,D,Value
XASSORTMENT,A,0000,D,XASSORTMENT
Value,A,0000,D,Value
ISM_CONTRACT,A,0000,D,ISM_CONTRACT
Value,A,0000,D,Value
