TABNAME,FIELDNAME,AS4LOCAL,AS4VERS,POSITION,KEYFLAG,DATATYPE,LENG,DECIMALS,DOMNAME,ROLLNAME
VBRP,VBRP,A,0000,407,,J_1ADTYP,J_1ADTYP Distribution Types for Gross Income Tax,J_1ADTYP,J_1ADTYP,J_1ADTYP
VBRP,VBRP,A,0000,408,,J_1AGICD,J_1AGICD Activity codes for gross income tax declaration,J_1AGICD,J_1AGICD,J_1AGICD
VBRP,VBRP,A,0000,409,,MANDT,J_1AGICD Activity codes for gross income tax declaration,MANDT,J_1AGICD,J_1AGICD
VBRP,VBRP,A,0000,410,,ALAND,J_1AGICD Activity codes for gross income tax declaration,LAND1,J_1AGICD,J_1AGICD
VBRP,VBRP,A,0000,411,,MANDT,J_1AINFT20 Inflation: Index Definition,MANDT,J_1AINDXP,J_1AINDXP
VBRP,VBRP,A,0000,412,,J_1AINDXP,J_1AINFT20 Inflation: Index Definition,J_1AINDX,J_1AINDXP,J_1AINDXP
VBRP,VBRP,A,0000,413,,ALAND,T005S Taxes: Region (Province) Key,LAND1,J_1AREGIO,J_1AREGIO
VBRP,VBRP,A,0000,414,,J_1AREGIO,T005S Taxes: Region (Province) Key,BLAND,J_1AREGIO,J_1AREGIO
VBRP,VBRP,A,0000,415,,MANDT,T005S Taxes: Region (Province) Key,MANDT,J_1AREGIO,J_1AREGIO
VBRP,VBRP,A,0000,416,,MANDT,J_1ARFZ Definition of reasons for zero VAT,MANDT,J_1ARFZ,J_1ARFZ
VBRP,VBRP,A,0000,417,,J_1ARFZ,J_1ARFZ Definition of reasons for zero VAT,J_1ARFZ,J_1ARFZ,J_1ARFZ
VBRP,VBRP,A,0000,418,,MANDT,J_1ATXREL Tax relevant classification,MANDT,J_1ATXREL,J_1ATXREL
VBRP,VBRP,A,0000,419,,J_1ATXREL,J_1ATXREL Tax relevant classification,J_1ATXREL,J_1ATXREL,J_1ATXREL
VBRP,VBRP,A,0000,420,,MANDT,J_1BAG CFOP,MANDT,J_1BCFOP,J_1BCFOP
VBRP,VBRP,A,0000,421,,J_1BCFOP,J_1BAG CFOP,CFOP,J_1BCFOP,J_1BCFOP
VBRP,VBRP,A,0000,422,,MANDT,J_1BATL1 Tax Law ICMS,MANDT,J_1BTAXLW1,J_1BTAXLW1
VBRP,VBRP,A,0000,423,,J_1BTAXLW1,J_1BATL1 Tax Law ICMS,TAXLAW,J_1BTAXLW1,J_1BTAXLW1
VBRP,VBRP,A,0000,424,,MANDT,J_1BATL2 Tax Law IPI,MANDT,J_1BTAXLW2,J_1BTAXLW2
VBRP,VBRP,A,0000,425,,J_1BTAXLW2,J_1BATL2 Tax Law IPI,TAXLAW,J_1BTAXLW2,J_1BTAXLW2
VBRP,VBRP,A,0000,426,,MANDT,J_1BATL3 Tax Laws ISS,MANDT,J_1BTAXLW3,J_1BTAXLW3
VBRP,VBRP,A,0000,427,,J_1BTAXLW3,J_1BATL3 Tax Laws ISS,TAXLAW,J_1BTAXLW3,J_1BTAXLW3
VBRP,VBRP,A,0000,428,,J_1BTAXLW4,J_1BATL4A Tax Laws COFINS,TAXLAW,J_1BTAXLW4,J_1BTAXLW4
VBRP,VBRP,A,0000,429,,MANDT,J_1BATL4A Tax Laws COFINS,MANDT,J_1BTAXLW4,J_1BTAXLW4
VBRP,VBRP,A,0000,430,,MANDT,J_1BATL5 Tax Laws PIS,MANDT,J_1BTAXLW5,J_1BTAXLW5
VBRP,VBRP,A,0000,431,,J_1BTAXLW5,J_1BATL5 Tax Laws PIS,TAXLAW,J_1BTAXLW5,J_1BTAXLW5
VBRP,VBRP,A,0000,432,,MANDT,J_1BTXSDC SD tax codes,MANDT,J_1BTXSDC,J_1BTXSDC
VBRP,VBRP,A,0000,433,,J_1BTXSDC,J_1BTXSDC SD tax codes,TAXCODE,J_1BTXSDC,J_1BTXSDC
VBRP,VBRP,A,0000,434,,MANDT,T151 Customers: Customer Groups,MANDT,KDGRP_AUFT,KDGRP_AUFT
VBRP,VBRP,A,0000,435,,KDGRP_AUFT,T151 Customers: Customer Groups,KDGRP,KDGRP_AUFT,KDGRP_AUFT
VBRP,VBRP,A,0000,436,,MANDT,TVKGG Customer Condition Groups (Customer Master),MANDT,KDKG1,KDKG1
VBRP,VBRP,A,0000,437,,KDKG1,TVKGG Customer Condition Groups (Customer Master),KDKGR,KDKG1,KDKG1
VBRP,VBRP,A,0000,438,,MANDT,TVKGG Customer Condition Groups (Customer Master),MANDT,KDKG2,KDKG2
VBRP,VBRP,A,0000,439,,KDKG2,TVKGG Customer Condition Groups (Customer Master),KDKGR,KDKG2,KDKG2
VBRP,VBRP,A,0000,440,,MANDT,TVKGG Customer Condition Groups (Customer Master),MANDT,KDKG3,KDKG3
VBRP,VBRP,A,0000,441,,KDKG3,TVKGG Customer Condition Groups (Customer Master),KDKGR,KDKG3,KDKG3
VBRP,VBRP,A,0000,442,,KDKG4,TVKGG Customer Condition Groups (Customer Master),KDKGR,KDKG4,KDKG4
VBRP,VBRP,A,0000,443,,MANDT,TVKGG Customer Condition Groups (Customer Master),MANDT,KDKG4,KDKG4
VBRP,VBRP,A,0000,444,,MANDT,TVKGG Customer Condition Groups (Customer Master),MANDT,KDKG5,KDKG5
VBRP,VBRP,A,0000,445,,KDKG5,TVKGG Customer Condition Groups (Customer Master),KDKGR,KDKG5,KDKG5
VBRP,VBRP,A,0000,446,,MANDT,KONA Agreements,MANDT,KNUMA_AG,KNUMA_AG
VBRP,VBRP,A,0000,447,,KNUMA_AG,KONA Agreements,KNUMA,KNUMA_AG,KNUMA_AG
VBRP,VBRP,A,0000,448,,MANDT,KONA Agreements,MANDT,KNUMA_PI,KNUMA_PI
VBRP,VBRP,A,0000,449,,KNUMA_PI,KONA Agreements,KNUMA,KNUMA_PI,KNUMA_PI
VBRP,VBRP,A,0000,450,,MANDT,TKA01 Controlling Areas,MANDT,KOKRS,KOKRS
VBRP,VBRP,A,0000,451,,KOKRS,TKA01 Controlling Areas,KOKRS,KOKRS,KOKRS
VBRP,VBRP,A,0000,452,,MANDT,T188 Conditions: Groups for Customer Classifications,MANDT,KONDA_AUFT,KONDA_AUFT
VBRP,VBRP,A,0000,453,,KONDA_AUFT,T188 Conditions: Groups for Customer Classifications,KONDA,KONDA_AUFT,KONDA_AUFT
VBRP,VBRP,A,0000,454,,MANDT,T178 Conditions: Groups for Materials,MANDT,KONDM,KONDM
VBRP,VBRP,A,0000,455,,KONDM,T178 Conditions: Groups for Materials,KONDM,KONDM,KONDM
VBRP,VBRP,A,0000,456,,KTGRM,TVKM Materials: Account Assignment Groups,KTGRM,KTGRM,KTGRM
VBRP,VBRP,A,0000,457,,MANDT,TVKM Materials: Account Assignment Groups,MANDT,KTGRM,KTGRM
VBRP,VBRP,A,0000,458,,KVGR1,TVV1 Customer Group 1,KVGR1,KVGR1,KVGR1
VBRP,VBRP,A,0000,459,,MANDT,TVV1 Customer Group 1,MANDT,KVGR1,KVGR1
VBRP,VBRP,A,0000,460,,MANDT,TVV2 Customer Group 2,MANDT,KVGR2,KVGR2
VBRP,VBRP,A,0000,461,,KVGR2,TVV2 Customer Group 2,KVGR2,KVGR2,KVGR2
VBRP,VBRP,A,0000,462,,MANDT,TVV3 Customer Group 3,MANDT,KVGR3,KVGR3
VBRP,VBRP,A,0000,463,,KVGR3,TVV3 Customer Group 3,KVGR3,KVGR3,KVGR3
VBRP,VBRP,A,0000,464,,KVGR4,TVV4 Customer Group 4,KVGR4,KVGR4,KVGR4
VBRP,VBRP,A,0000,465,,MANDT,TVV4 Customer Group 4,MANDT,KVGR4,KVGR4
VBRP,VBRP,A,0000,466,,MANDT,TVV5 Customer Group 5,MANDT,KVGR5,KVGR5
VBRP,VBRP,A,0000,467,,KVGR5,TVV5 Customer Group 5,KVGR5,KVGR5,KVGR5
VBRP,VBRP,A,0000,468,,MANDT,T001L Storage Locations,MANDT,LGORT,LGORT
VBRP,VBRP,A,0000,469,,WERKS,T001L Storage Locations,WERKS,LGORT,LGORT
VBRP,VBRP,A,0000,470,,LGORT,T001L Storage Locations,LGORT,LGORT,LGORT
VBRP,VBRP,A,0000,471,,MANDT,T005 Countries,MANDT,LLAND_AUFT,LLAND_AUFT
VBRP,VBRP,A,0000,472,,LLAND_AUFT,T005 Countries,LAND1,LLAND_AUFT,LLAND_AUFT
VBRP,VBRP,A,0000,473,,MANDT,T000 Clients,MANDT,MANDT,MANDT
VBRP,VBRP,A,0000,474,,MANDT,T023 Material Groups,MANDT,MATKL,MATKL
VBRP,VBRP,A,0000,475,,MATKL,T023 Material Groups,MATKL,MATKL,MATKL
VBRP,VBRP,A,0000,476,,MANDT,MARA General Material Data,MANDT,MATNR,MATNR
VBRP,VBRP,A,0000,477,,MATNR,MARA General Material Data,MATNR,MATNR,MATNR
VBRP,VBRP,A,0000,478,,MANDT,MARA General Material Data,MANDT,MATWA,MATWA
VBRP,VBRP,A,0000,479,,MATWA,MARA General Material Data,MATNR,MATWA,MATWA
VBRP,VBRP,A,0000,480,,MANDT,T006 Units of Measurement,MANDT,MEINS,MEINS
VBRP,VBRP,A,0000,481,,MEINS,T006 Units of Measurement,MSEHI,MEINS,MEINS
VBRP,VBRP,A,0000,482,,MANDT,MSR_C_RET_REFUND Returns Refund Codes,MANDT,MSR_REFUND_CODE,MSR_REFUND_CODE
VBRP,VBRP,A,0000,483,,MSR_REFUND_CODE,MSR_C_RET_REFUND Returns Refund Codes,RETURNS_REFUND,MSR_REFUND_CODE,MSR_REFUND_CODE
VBRP,VBRP,A,0000,484,,MANDT,MSR_C_RET_REASON Multi-step returns - Returns reason,MANDT,MSR_RET_REASON,MSR_RET_REASON
VBRP,VBRP,A,0000,485,,MSR_RET_REASON,MSR_C_RET_REASON Multi-step returns - Returns reason,RET_REASON,MSR_RET_REASON,MSR_RET_REASON
VBRP,VBRP,A,0000,486,,MANDT,TVM1 Material Pricing Group 1,MANDT,MVGR1,MVGR1
VBRP,VBRP,A,0000,487,,MVGR1,TVM1 Material Pricing Group 1,MVGR1,MVGR1,MVGR1
VBRP,VBRP,A,0000,488,,MVGR2,TVM2 Material Pricing Group 2,MVGR2,MVGR2,MVGR2
VBRP,VBRP,A,0000,489,,MANDT,TVM2 Material Pricing Group 2,MANDT,MVGR2,MVGR2
VBRP,VBRP,A,0000,490,,MANDT,TVM3 Material Pricing Group 3,MANDT,MVGR3,MVGR3
VBRP,VBRP,A,0000,491,,MVGR3,TVM3 Material Pricing Group 3,MVGR3,MVGR3,MVGR3
VBRP,VBRP,A,0000,492,,MANDT,TVM4 Material Pricing Group 4,MANDT,MVGR4,MVGR4
VBRP,VBRP,A,0000,493,,MVGR4,TVM4 Material Pricing Group 4,MVGR4,MVGR4,MVGR4
VBRP,VBRP,A,0000,494,,MVGR5,TVM5 Material Pricing Group 5,MVGR5,MVGR5,MVGR5
VBRP,VBRP,A,0000,495,,MANDT,TVM5 Material Pricing Group 5,MANDT,MVGR5,MVGR5
VBRP,VBRP,A,0000,496,,MANDT,T005G City,MANDT,OIC_DCITYC,OIC_DCITYC
VBRP,VBRP,A,0000,497,,OIC_DLAND1,T005G City,LAND1,OIC_DCITYC,OIC_DCITYC
VBRP,VBRP,A,0000,498,,OIC_DREGIO,T005G City,REGIO,OIC_DCITYC,OIC_DCITYC
VBRP,VBRP,A,0000,499,,OIC_DCITYC,T005G City,CITYC,OIC_DCITYC,OIC_DCITYC
VBRP,VBRP,A,0000,500,,OIC_DLAND1,T005E County,LAND1,OIC_DCOUNC,OIC_DCOUNC
VBRP,VBRP,A,0000,501,,OIC_DREGIO,T005E County,REGIO,OIC_DCOUNC,OIC_DCOUNC
VBRP,VBRP,A,0000,502,,OIC_DCOUNC,T005E County,COUNC,OIC_DCOUNC,OIC_DCOUNC
VBRP,VBRP,A,0000,503,,MANDT,T005E County,MANDT,OIC_DCOUNC,OIC_DCOUNC
VBRP,VBRP,A,0000,504,,MANDT,T005 Countries,MANDT,OIC_DLAND1,OIC_DLAND1
VBRP,VBRP,A,0000,505,,OIC_DLAND1,T005 Countries,LAND1,OIC_DLAND1,OIC_DLAND1
VBRP,VBRP,A,0000,506,,MANDT,T005S Taxes: Region (Province) Key,MANDT,OIC_DREGIO,OIC_DREGIO
VBRP,VBRP,A,0000,507,,OIC_DLAND1,T005S Taxes: Region (Province) Key,LAND1,OIC_DREGIO,OIC_DREGIO
VBRP,VBRP,A,0000,508,,OIC_DREGIO,T005S Taxes: Region (Province) Key,BLAND,OIC_DREGIO,OIC_DREGIO
VBRP,VBRP,A,0000,509,,MANDT,LFA1 Vendor Master (General Section),MANDT,OIC_LIFNR,OIC_LIFNR
VBRP,VBRP,A,0000,510,,OIC_LIFNR,LFA1 Vendor Master (General Section),LIFNR,OIC_LIFNR,OIC_LIFNR
VBRP,VBRP,A,0000,511,,MANDT,TVTR Routes: Modes of Transport,MANDT,OIC_MOT,OIC_MOT
VBRP,VBRP,A,0000,512,,OIC_MOT,TVTR Routes: Modes of Transport,VKTRA,OIC_MOT,OIC_MOT
VBRP,VBRP,A,0000,513,,MANDT,T005G City,MANDT,OIC_OCITYC,OIC_OCITYC
VBRP,VBRP,A,0000,514,,OIC_OLAND1,T005G City,LAND1,OIC_OCITYC,OIC_OCITYC
VBRP,VBRP,A,0000,515,,OIC_OREGIO,T005G City,REGIO,OIC_OCITYC,OIC_OCITYC
VBRP,VBRP,A,0000,516,,OIC_OCITYC,T005G City,CITYC,OIC_OCITYC,OIC_OCITYC
VBRP,VBRP,A,0000,517,,OIC_OREGIO,T005E County,REGIO,OIC_OCOUNC,OIC_OCOUNC
VBRP,VBRP,A,0000,518,,OIC_OCOUNC,T005E County,COUNC,OIC_OCOUNC,OIC_OCOUNC
VBRP,VBRP,A,0000,519,,MANDT,T005E County,MANDT,OIC_OCOUNC,OIC_OCOUNC
VBRP,VBRP,A,0000,520,,OIC_OLAND1,T005E County,LAND1,OIC_OCOUNC,OIC_OCOUNC
VBRP,VBRP,A,0000,521,,MANDT,T005 Countries,MANDT,OIC_OLAND1,OIC_OLAND1
VBRP,VBRP,A,0000,522,,OIC_OLAND1,T005 Countries,LAND1,OIC_OLAND1,OIC_OLAND1
VBRP,VBRP,A,0000,523,,MANDT,T005S Taxes: Region (Province) Key,MANDT,OIC_OREGIO,OIC_OREGIO
VBRP,VBRP,A,0000,524,,OIC_OLAND1,T005S Taxes: Region (Province) Key,LAND1,OIC_OREGIO,OIC_OREGIO
VBRP,VBRP,A,0000,525,,OIC_OREGIO,T005S Taxes: Region (Province) Key,BLAND,OIC_OREGIO,OIC_OREGIO
VBRP,VBRP,A,0000,526,,MANDT,TOIA2 Exchange types,MANDT,OIEXGTYP,OIEXGTYP
VBRP,VBRP,A,0000,527,,OIEXGTYP,TOIA2 Exchange types,EXGTYP,OIEXGTYP,OIEXGTYP
VBRP,VBRP,A,0000,528,,MANDT,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),MANDT,OIHANTYP,OIHANTYP
VBRP,VBRP,A,0000,529,,OIHANTYP,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),HANTYP,OIHANTYP,OIHANTYP
VBRP,VBRP,A,0000,530,,OIH_LICTP,OIHL License Master Data,LICTP,OIH_LCFOL,OIH_LCFOL
VBRP,VBRP,A,0000,531,,MANDT,OIHL License Master Data,MANDT,OIH_LCFOL,OIH_LCFOL
VBRP,VBRP,A,0000,532,,OIH_LCFOL,OIHL License Master Data,LICIN,OIH_LCFOL,OIH_LCFOL
VBRP,VBRP,A,0000,533,,MANDT,OIHL License Master Data,MANDT,OIH_LICIN,OIH_LICIN
VBRP,VBRP,A,0000,534,,OIH_LICIN,OIHL License Master Data,LICIN,OIH_LICIN,OIH_LICIN
VBRP,VBRP,A,0000,535,,OIH_LICTP,OIHL License Master Data,LICTP,OIH_LICIN,OIH_LICIN
VBRP,VBRP,A,0000,536,,MANDT,OIH20 License types,MANDT,OIH_LICTP,OIH_LICTP
VBRP,VBRP,A,0000,537,,OIH_LICTP,OIH20 License types,LICTP,OIH_LICTP,OIH_LICTP
VBRP,VBRP,A,0000,538,,MANDT,OIH16 Internal/external price conditions,MANDT,OIINEX,OIINEX
VBRP,VBRP,A,0000,539,,OIINEX,OIH16 Internal/external price conditions,INEX,OIINEX,OIINEX
VBRP,VBRP,A,0000,540,,MANDT,T008 Blocking Reasons for Automatic Payment Transcations,MANDT,OINETCYC,OINETCYC
VBRP,VBRP,A,0000,541,,OINETCYC,T008 Blocking Reasons for Automatic Payment Transcations,ZAHLS,OINETCYC,OINETCYC
VBRP,VBRP,A,0000,542,,MANDT,OIFSPBL Physical Location - Master Data,MANDT,OIPBL,OIPBL
VBRP,VBRP,A,0000,543,,OIPBL,OIFSPBL Physical Location - Master Data,PBLNR,OIPBL,OIPBL
VBRP,VBRP,A,0000,544,,MANDT,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),MANDT,OITAXFROM,OITAXFROM
VBRP,VBRP,A,0000,545,,OITAXFROM,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),TAXKEY,OITAXFROM,OITAXFROM
VBRP,VBRP,A,0000,546,,OITAXGRP,OIH2 Excise duty tax group (IS-Oil TDP standard/core object),TAXGRP,OITAXGRP,OITAXGRP
VBRP,VBRP,A,0000,547,,MANDT,OIH2 Excise duty tax group (IS-Oil TDP standard/core object),MANDT,OITAXGRP,OITAXGRP
VBRP,VBRP,A,0000,548,,MANDT,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),MANDT,OITAXTO,OITAXTO
VBRP,VBRP,A,0000,549,,OITAXTO,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),TAXKEY,OITAXTO,OITAXTO
VBRP,VBRP,A,0000,550,,MANDT,T189 Conditions: Price List Categories,MANDT,PLTYP_AUFT,PLTYP_AUFT
VBRP,VBRP,A,0000,551,,PLTYP_AUFT,T189 Conditions: Price List Categories,PLTYP,PLTYP_AUFT,PLTYP_AUFT
VBRP,VBRP,A,0000,552,,PMATN,MARA General Material Data,MATNR,PMATN,PMATN
VBRP,VBRP,A,0000,553,,MANDT,MARA General Material Data,MANDT,PMATN,PMATN
VBRP,VBRP,A,0000,554,,MANDT,VBUP Sales Document: Item Status,MANDT,POSNR,POSNR
VBRP,VBRP,A,0000,555,,VBELN,VBUP Sales Document: Item Status,VBELN,POSNR,POSNR
VBRP,VBRP,A,0000,556,,POSNR,VBUP Sales Document: Item Status,POSNR,POSNR,POSNR
VBRP,VBRP,A,0000,557,,POSNV,VBUP Sales Document: Item Status,POSNR,POSNV,POSNV
VBRP,VBRP,A,0000,558,,MANDT,VBUP Sales Document: Item Status,MANDT,POSNV,POSNV
VBRP,VBRP,A,0000,559,,VBELV,VBUP Sales Document: Item Status,VBELN,POSNV,POSNV
VBRP,VBRP,A,0000,560,,MANDT,VBUP Sales Document: Item Status,MANDT,POSPA,POSPA
VBRP,VBRP,A,0000,561,,AUBEL,VBUP Sales Document: Item Status,VBELN,POSPA,POSPA
VBRP,VBRP,A,0000,562,,POSPA,VBUP Sales Document: Item Status,POSNR,POSPA,POSPA
VBRP,VBRP,A,0000,563,,PRODH,T179 Materials: Product Hierarchies,PRODH,PRODH,PRODH
VBRP,VBRP,A,0000,564,,MANDT,T179 Materials: Product Hierarchies,MANDT,PRODH,PRODH
VBRP,VBRP,A,0000,565,,MANDT,TVPR Commission Groups,MANDT,PROVG,PROVG
VBRP,VBRP,A,0000,566,,PROVG,TVPR Commission Groups,PROVG,PROVG,PROVG
VBRP,VBRP,A,0000,567,,MANDT,T005S Taxes: Region (Province) Key,MANDT,REGIO_AUFT,REGIO_AUFT
VBRP,VBRP,A,0000,568,,LLAND_AUFT,T005S Taxes: Region (Province) Key,LAND1,REGIO_AUFT,REGIO_AUFT
VBRP,VBRP,A,0000,569,,REGIO_AUFT,T005S Taxes: Region (Province) Key,BLAND,REGIO_AUFT,REGIO_AUFT
VBRP,VBRP,A,0000,570,,MANDT,FPLA Billing Plan,MANDT,RPLNR,RPLNR
VBRP,VBRP,A,0000,571,,RPLNR,FPLA Billing Plan,FPLNR,RPLNR,RPLNR
VBRP,VBRP,A,0000,572,,SERNR,SNUM BOM explosion number,SERNR,SERNR,SERNR
VBRP,VBRP,A,0000,573,,MANDT,SNUM BOM explosion number,MANDT,SERNR,SERNR
VBRP,VBRP,A,0000,574,,SPARA,TSPA Organizational Unit: Sales Divisions,SPART,SPARA,SPARA
VBRP,VBRP,A,0000,575,,MANDT,TSPA Organizational Unit: Sales Divisions,MANDT,SPARA,SPARA
VBRP,VBRP,A,0000,576,,MANDT,TSPA Organizational Unit: Sales Divisions,MANDT,SPART,SPART
VBRP,VBRP,A,0000,577,,SPART,TSPA Organizational Unit: Sales Divisions,SPART,SPART,SPART
VBRP,VBRP,A,0000,578,,VBELN,VBUP Sales Document: Item Status,VBELN,UEPOS,UEPOS
VBRP,VBRP,A,0000,579,,UEPOS,VBUP Sales Document: Item Status,POSNR,UEPOS,UEPOS
VBRP,VBRP,A,0000,580,,MANDT,VBUP Sales Document: Item Status,MANDT,UEPOS,UEPOS
VBRP,VBRP,A,0000,581,,MANDT,T178 Conditions: Groups for Materials,MANDT,UKONM,UKONM
VBRP,VBRP,A,0000,582,,UKONM,T178 Conditions: Groups for Materials,KONDM,UKONM,UKONM
VBRP,VBRP,A,0000,583,,MANDT,MARA General Material Data,MANDT,UPMAT,UPMAT
VBRP,VBRP,A,0000,584,,UPMAT,MARA General Material Data,MATNR,UPMAT,UPMAT
VBRP,VBRP,A,0000,585,,MANDT,VBUK Sales Document: Header Status and Administrative Data,MANDT,VBELN,VBELN
VBRP,VBRP,A,0000,586,,VBELN,VBUK Sales Document: Header Status and Administrative Data,VBELN,VBELN,VBELN
VBRP,VBRP,A,0000,587,,MANDT,VBUK Sales Document: Header Status and Administrative Data,MANDT,VBELV,VBELV
VBRP,VBRP,A,0000,588,,VBELV,VBUK Sales Document: Header Status and Administrative Data,VBELN,VBELV,VBELV
VBRP,VBRP,A,0000,589,,VGBEL,VBUK Sales Document: Header Status and Administrative Data,VBELN,VGBEL,VGBEL
VBRP,VBRP,A,0000,590,,MANDT,VBUK Sales Document: Header Status and Administrative Data,MANDT,VGBEL,VGBEL
VBRP,VBRP,A,0000,591,,MANDT,VBUP Sales Document: Item Status,MANDT,VGPOS,VGPOS
VBRP,VBRP,A,0000,592,,VGBEL,VBUP Sales Document: Item Status,VBELN,VGPOS,VGPOS
VBRP,VBRP,A,0000,593,,VGPOS,VBUP Sales Document: Item Status,POSNR,VGPOS,VGPOS
VBRP,VBRP,A,0000,594,,MANDT,TVLV Check table for release orders: Usage ID,MANDT,VKAUS,VKAUS
VBRP,VBRP,A,0000,595,,VKAUS,TVLV Check table for release orders: Usage ID,ABRVW,VKAUS,VKAUS
VBRP,VBRP,A,0000,596,,MANDT,TVBUR Organizational Unit: Sales Offices,MANDT,VKBUR,VKBUR
VBRP,VBRP,A,0000,597,,VKBUR,TVBUR Organizational Unit: Sales Offices,VKBUR,VKBUR,VKBUR
VBRP,VBRP,A,0000,598,,MANDT,TVKGR Organizational Unit: Sales Groups,MANDT,VKGRP,VKGRP
VBRP,VBRP,A,0000,599,,VKGRP,TVKGR Organizational Unit: Sales Groups,VKGRP,VKGRP,VKGRP
VBRP,VBRP,A,0000,600,,MANDT,TVKO Organizational Unit: Sales Organizations,MANDT,VKORG_AUFT,VKORG_AUFT
VBRP,VBRP,A,0000,601,,VKORG_AUFT,TVKO Organizational Unit: Sales Organizations,VKORG,VKORG_AUFT,VKORG_AUFT
VBRP,VBRP,A,0000,602,,MANDT,T006 Units of Measurement,MANDT,VOLEH,VOLEH
VBRP,VBRP,A,0000,603,,VOLEH,T006 Units of Measurement,MSEHI,VOLEH,VOLEH
VBRP,VBRP,A,0000,604,,VRKME,T006 Units of Measurement,MSEHI,VRKME,VRKME
VBRP,VBRP,A,0000,605,,MANDT,T006 Units of Measurement,MANDT,VRKME,VRKME
VBRP,VBRP,A,0000,606,,MANDT,TVST Organizational Unit: Shipping Points,MANDT,VSTEL,VSTEL
VBRP,VBRP,A,0000,607,,VSTEL,TVST Organizational Unit: Shipping Points,VSTEL,VSTEL,VSTEL
VBRP,VBRP,A,0000,608,,MANDT,TVTW Organizational Unit: Distribution Channels,MANDT,VTWEG_AUFT,VTWEG_AUFT
VBRP,VBRP,A,0000,609,,VTWEG_AUFT,TVTW Organizational Unit: Distribution Channels,VTWEG,VTWEG_AUFT,VTWEG_AUFT
VBRP,VBRP,A,0000,610,,MANDT,T001W Plants/Branches,MANDT,WERKS,WERKS
VBRP,VBRP,A,0000,611,,WERKS,T001W Plants/Branches,WERKS,WERKS,WERKS
VBRP,VBRP,A,0000,612,,MANDT,T005S Taxes: Region (Province) Key,MANDT,WKREG,WKREG
VBRP,VBRP,A,0000,613,,ALAND,T005S Taxes: Region (Province) Key,LAND1,WKREG,WKREG
VBRP,VBRP,A,0000,614,,WKREG,T005S Taxes: Region (Province) Key,BLAND,WKREG,WKREG
VBRP,VBRP,A,0000,615,,MANDT,VBUK Sales Document: Header Status and Administrative Data,MANDT,WKTNR,WKTNR
VBRP,VBRP,A,0000,616,,WKTNR,VBUK Sales Document: Header Status and Administrative Data,VBELN,WKTNR,WKTNR
VBRP,VBRP,A,0000,617,,WKTNR,VBUP Sales Document: Item Status,VBELN,WKTPS,WKTPS
VBRP,VBRP,A,0000,618,,WKTPS,VBUP Sales Document: Item Status,POSNR,WKTPS,WKTPS
VBRP,VBRP,A,0000,619,,MANDT,VBUP Sales Document: Item Status,MANDT,WKTPS,WKTPS
VBRP,VBRP,A,0000,620,,MANDT,WWMI Product catalog,MANDT,WMINR,WMINR
VBRP,VBRP,A,0000,621,,WMINR,WWMI Product catalog,WMINR,WMINR,WMINR
VBUK,MANDT,A,0000,1,X,CLNT,3,0,MANDT,MANDT
VBUK,VBELN,A,0000,2,,CHAR,10,0,VBELN,VBELN
VBUK,RFSTK,A,0000,3,,CHAR,1,0,RFSTK,RFSTK
VBUK,Value,A,0000,4,,NULL,Not Relevant,A,Value,Value
VBUK,RFGSK,A,0000,5,,CHAR,1,0,RFGSK,RFGSK
VBUK,Value,A,0000,6,,NULL,Not Relevant,A,Value,Value
VBUK,BESTK,A,0000,7,,CHAR,1,0,BESTK,BESTK
VBUK,Value,A,0000,8,,NULL,Not Relevant,A,Value,Value
VBUK,LFSTK,A,0000,9,,CHAR,1,0,LFSTK,LFSTK
VBUK,Value,A,0000,10,,NULL,Not Relevant,A,Value,Value
VBUK,LFGSK,A,0000,11,,CHAR,1,0,LKGSK,LKGSK
VBUK,Value,A,0000,12,,NULL,Not Relevant,A,Value,Value
VBUK,WBSTK,A,0000,13,,CHAR,1,0,WBSTK,WBSTK
VBUK,Value,A,0000,14,,NULL,Not Relevant,A,Value,Value
VBUK,FKSTK,A,0000,15,,CHAR,1,0,FKSTK,FKSTK
VBUK,Value,A,0000,16,,NULL,Not Relevant,A,Value,Value
VBUK,FKSAK,A,0000,17,,CHAR,1,0,FKSAK,FKSAK
VBUK,Value,A,0000,18,,NULL,Not Relevant,A,Value,Value
VBUK,BUCHK,A,0000,19,,CHAR,1,0,BUCHK,BUCHK
VBUK,Value,A,0000,20,,NULL,Not Relevant,A,Value,Value
VBUK,ABSTK,A,0000,21,,CHAR,1,0,ABSTK,ABSTK
VBUK,Value,A,0000,22,,NULL,Not Relevant,A,Value,Value
VBUK,GBSTK,A,0000,23,,CHAR,1,0,GBSTK,GBSTK
VBUK,Value,A,0000,24,,NULL,Not Relevant,A,Value,Value
VBUK,KOSTK,A,0000,25,,CHAR,1,0,KOSTK,KOSTK
VBUK,Value,A,0000,26,,NULL,Not Relevant,A,Value,Value
VBUK,LVSTK,A,0000,27,,CHAR,1,0,LVSTK,LVSTK
