DOMNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DATATYPE,LENG,OUTPUTLEN,DECIMALS,SIGNFLAG
ORDNR_V,A,0000,D,CHAR,18,18,0,
MWSBP,A,0000,D,CURR,13,13,2,
LOGSYS,A,0000,D,CHAR,10,10,0,
FKSTO,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
XEGDR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
RPLNR,A,0000,D,CHAR,10,10,0,
LCNUM,A,0000,D,CHAR,10,10,0,
J_1AFITP_D,A,0000,D,CHAR,2,2,0,
WWERT_D,A,0000,D,DATS,8,8,0,
AKWAE,A,0000,D,CUKY,5,5,0,
AKKUR,A,0000,D,DEC,9,9,5,
KIDNO,A,0000,D,CHAR,30,30,0,
BVTYP,A,0000,D,CHAR,4,4,0,
J_1ANOPG,A,0000,D,NUMC,3,3,0,
BUPLA,A,0000,D,CHAR,4,4,0,
CORR_VKONT_KK,A,0000,D,CHAR,12,12,0,
DOCSTAT_KK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Accounting Document Generated in FI,Accounting Document Generated in FI,B,
CHAR12,A,0000,D,CHAR,12,12,0,
/SPE/DE_BILLING_IND,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No Invoice Before Goods Issue,No Invoice Before Goods Issue,A,
CORR_VTREF_KK,A,0000,D,CHAR,20,20,0,
FK_SOURCE_SYS,A,0000,D,CHAR,10,10,0,
FKTYP_CRM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Order-related billing document,Order-related billing document,B,
STGRD,A,0000,D,CHAR,2,2,0,
TDD_VBTYP_EXT,A,0000,D,CHAR,4,4,0,
Value,A,0000,D,f001,Period-End Invoice,Period-End Invoice,f002,
/SAPPCE/DPC_REL,A,0000,D,CHAR,1,1,0,
KNRZE,A,0000,D,CHAR,10,10,0,
OIC_INPD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Ref Sales Order (VBKD-PRSDT VBKD-OIC_TIME),Ref Sales Order (VBKD-PRSDT VBKD-OIC_TIME),1,
OIA_NETCYC,A,0000,D,CHAR,1,1,0,
OIA_EXGNUM,A,0000,D,CHAR,10,10,0,
OIA_EXGTYP,A,0000,D,CHAR,4,4,0,
OIA_FEEPD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Ref Sales Order (VBKD-PRSDT VBKD-OIC_TIME),Ref Sales Order (VBKD-PRSDT VBKD-OIC_TIME),1,
OIRI_INVDOC,A,0000,D,CHAR,3,3,0,
OIF_PBLNR,A,0000,D,CHAR,10,10,0,
OIRI_COMMCAL,A,0000,D,CHAR,2,2,0,
OIRI_DCLAIM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Not a daily claim document,Not a daily claim document,A,
OIRI_PCTOT,A,0000,D,CURR,15,15,2,
OIRI_CHIND,A,0000,D,CHAR,1,1,0,
OIRA_MATHANDGRP,A,0000,D,CHAR,2,2,0,
OIRE_CHOBJ,A,0000,D,CHAR,6,6,0,
OIC_VBELN_ORG,A,0000,D,CHAR,10,10,0,
OIC_SDP_DVERNO,A,0000,D,CHAR,2,2,0,
OIU_DN_NO,A,0000,D,CHAR,20,20,0,
OIU_WL_NO,A,0000,D,CHAR,15,15,0,
OIU_WC_NO,A,0000,D,CHAR,5,5,0,
OIU_MP_NO,A,0000,D,CHAR,20,20,0,
OIU_MAJPD_CD,A,0000,D,CHAR,1,1,0,
OIU_VNAME,A,0000,D,CHAR,6,6,0,
OIU_DOI_NO,A,0000,D,CHAR,5,5,0,
OIU_VBELN,A,0000,D,CHAR,10,10,0,
OIU_PPA_RSN_CD,A,0000,D,CHAR,2,2,0,
OIU_PRCS_DT,A,0000,D,DATS,8,8,0,
OIU_FREQ_CD,A,0000,D,CHAR,1,1,0,
SEPA_MNDID,A,0000,D,CHAR,35,35,0,
SEPA_PAY_TYPE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,One-Time Mandate,One-Time Mandate,N,
SD_SEPA_FLAG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No SEPA Relevance,No SEPA Relevance,NULL,
SD_SEPA_FLAG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No SEPA Relevance,No SEPA Relevance,NULL,
SPPAYM,A,0000,D,CHAR,2,2,0,
Value,A,0000,D,01,Payment Service Provider,Payment Service Provider,,
SPPORD,A,0000,D,CHAR,10,10,0,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
AKWAE,A,0000,D,MANDT,TCURC Currency Codes,TCURC Currency Codes,MANDT,
AKWAE,A,0000,D,AKWAE,TCURC Currency Codes,TCURC Currency Codes,WAERS,
BUKRS,A,0000,D,BUKRS,T001 Company Codes,T001 Company Codes,BUKRS,
BUKRS,A,0000,D,MANDT,T001 Company Codes,T001 Company Codes,MANDT,
BUPLA,A,0000,D,BUPLA,J_1BBRANCH Business Place,J_1BBRANCH Business Place,BRANCH,
BUPLA,A,0000,D,MANDT,J_1BBRANCH Business Place,J_1BBRANCH Business Place,MANDT,
BUPLA,A,0000,D,BUKRS,J_1BBRANCH Business Place,J_1BBRANCH Business Place,BUKRS,
BZIRK,A,0000,D,MANDT,T171 Customers: Sales Districts,T171 Customers: Sales Districts,MANDT,
BZIRK,A,0000,D,BZIRK,T171 Customers: Sales Districts,T171 Customers: Sales Districts,BZIRK,
CITYC,A,0000,D,CITYC,T005G City,T005G City,CITYC,
CITYC,A,0000,D,MANDT,T005G City,T005G City,MANDT,
CITYC,A,0000,D,LAND1,T005G City,T005G City,LAND1,
CITYC,A,0000,D,REGIO,T005G City,T005G City,REGIO,
CMWAE,A,0000,D,MANDT,TCURC Currency Codes,TCURC Currency Codes,MANDT,
CMWAE,A,0000,D,CMWAE,TCURC Currency Codes,TCURC Currency Codes,WAERS,
COUNC,A,0000,D,REGIO,T005E County,T005E County,REGIO,
COUNC,A,0000,D,COUNC,T005E County,T005E County,COUNC,
COUNC,A,0000,D,MANDT,T005E County,T005E County,MANDT,
COUNC,A,0000,D,LAND1,T005E County,T005E County,LAND1,
EXNUM,A,0000,D,MANDT,EIKP Foreign Trade: Export/Import Header Data,EIKP Foreign Trade: Export/Import Header Data,MANDT,
EXNUM,A,0000,D,EXNUM,EIKP Foreign Trade: Export/Import Header Data,EIKP Foreign Trade: Export/Import Header Data,EXNUM,
FKART,A,0000,D,MANDT,TVFK Billing: Document Types,TVFK Billing: Document Types,MANDT,
FKART,A,0000,D,FKART,TVFK Billing: Document Types,TVFK Billing: Document Types,FKART,
FKART_RL,A,0000,D,MANDT,TVFK Billing: Document Types,TVFK Billing: Document Types,MANDT,
FKART_RL,A,0000,D,FKART_RL,TVFK Billing: Document Types,TVFK Billing: Document Types,FKART,
HITYP_PR,A,0000,D,MANDT,THIT Customer Hierarchy Types,THIT Customer Hierarchy Types,MANDT,
HITYP_PR,A,0000,D,HITYP_PR,THIT Customer Hierarchy Types,THIT Customer Hierarchy Types,HITYP,
INCO1,A,0000,D,MANDT,TINC Customers: Incoterms,TINC Customers: Incoterms,MANDT,
INCO1,A,0000,D,INCO1,TINC Customers: Incoterms,TINC Customers: Incoterms,INCO1,
J_1AFITP,A,0000,D,MANDT,J_1AFITP Tax Types,J_1AFITP Tax Types,MANDT,
J_1AFITP,A,0000,D,J_1AFITP,J_1AFITP Tax Types,J_1AFITP Tax Types,J_1AFITP,
KALSM,A,0000,D,MANDT,T683 Pricing procedures,T683 Pricing procedures,MANDT,
KALSM,A,0000,D,KVEWE,T683 Pricing procedures,T683 Pricing procedures,KVEWE,
KALSM,A,0000,D,KAPPL,T683 Pricing procedures,T683 Pricing procedures,KAPPL,
KALSM,A,0000,D,KALSM,T683 Pricing procedures,T683 Pricing procedures,KALSM,
KDGRP,A,0000,D,MANDT,T151 Customers: Customer Groups,T151 Customers: Customer Groups,MANDT,
KDGRP,A,0000,D,KDGRP,T151 Customers: Customer Groups,T151 Customers: Customer Groups,KDGRP,
KKBER,A,0000,D,MANDT,T014 Credit control areas,T014 Credit control areas,MANDT,
KKBER,A,0000,D,KKBER,T014 Credit control areas,T014 Credit control areas,KKBER,
KNKLI,A,0000,D,MANDT,KNA1 General Data in Customer Master,KNA1 General Data in Customer Master,MANDT,
KNKLI,A,0000,D,KNKLI,KNA1 General Data in Customer Master,KNA1 General Data in Customer Master,KUNNR,
KNUMA,A,0000,D,MANDT,KONA Agreements,KONA Agreements,MANDT,
KNUMA,A,0000,D,KNUMA,KONA Agreements,KONA Agreements,KNUMA,
KONDA,A,0000,D,MANDT,T188 Conditions: Groups for Customer Classifications,T188 Conditions: Groups for Customer Classifications,MANDT,
KONDA,A,0000,D,KONDA,T188 Conditions: Groups for Customer Classifications,T188 Conditions: Groups for Customer Classifications,KONDA,
KTGRD,A,0000,D,MANDT,TVKT Customers: Account Assignment Groups,TVKT Customers: Account Assignment Groups,MANDT,
KTGRD,A,0000,D,KTGRD,TVKT Customers: Account Assignment Groups,TVKT Customers: Account Assignment Groups,KTGRD,
KUNAG,A,0000,D,MANDT,KNA1 General Data in Customer Master,KNA1 General Data in Customer Master,MANDT,
KUNAG,A,0000,D,KUNAG,KNA1 General Data in Customer Master,KNA1 General Data in Customer Master,KUNNR,
KUNRG,A,0000,D,MANDT,KNA1 General Data in Customer Master,KNA1 General Data in Customer Master,MANDT,
KUNRG,A,0000,D,KUNRG,KNA1 General Data in Customer Master,KNA1 General Data in Customer Master,KUNNR,
KURST,A,0000,D,KURST,TCURV Exchange rate types for currency translation,TCURV Exchange rate types for currency translation,KURST,
KURST,A,0000,D,MANDT,TCURV Exchange rate types for currency translation,TCURV Exchange rate types for currency translation,MANDT,
LAND1,A,0000,D,MANDT,T005 Countries,T005 Countries,MANDT,
LAND1,A,0000,D,LAND1,T005 Countries,T005 Countries,LAND1,
LCNUM,A,0000,D,MANDT,AKKP Documentary Payment Guarantee: Fin.Doc.Master - Header Data,AKKP Documentary Payment Guarantee: Fin.Doc.Master - Header Data,MANDT,
LCNUM,A,0000,D,LCNUM,AKKP Documentary Payment Guarantee: Fin.Doc.Master - Header Data,AKKP Documentary Payment Guarantee: Fin.Doc.Master - Header Data,LCNUM,
MABER,A,0000,D,MANDT,T047M Dunning areas,T047M Dunning areas,MANDT,
MABER,A,0000,D,BUKRS,T047M Dunning areas,T047M Dunning areas,BUKRS,
MABER,A,0000,D,MABER,T047M Dunning areas,T047M Dunning areas,MABER,
MANDT,A,0000,D,MANDT,T000 Clients,T000 Clients,MANDT,
MANSP,A,0000,D,MANSP,T040S Blocking reasons for dunning notices,T040S Blocking reasons for dunning notices,MANSP,
MANSP,A,0000,D,MANDT,T040S Blocking reasons for dunning notices,T040S Blocking reasons for dunning notices,MANDT,
MSCHL,A,0000,D,MANDT,T040 Dunning keys,T040 Dunning keys,MANDT,
MSCHL,A,0000,D,MSCHL,T040 Dunning keys,T040 Dunning keys,MSCHL,
OINETCYC,A,0000,D,MANDT,T008 Blocking Reasons for Automatic Payment Transcations,T008 Blocking Reasons for Automatic Payment Transcations,MANDT,
OINETCYC,A,0000,D,OINETCYC,T008 Blocking Reasons for Automatic Payment Transcations,T008 Blocking Reasons for Automatic Payment Transcations,ZAHLS,
PLTYP,A,0000,D,PLTYP,T189 Conditions: Price List Categories,T189 Conditions: Price List Categories,PLTYP,
PLTYP,A,0000,D,MANDT,T189 Conditions: Price List Categories,T189 Conditions: Price List Categories,MANDT,
REGIO,A,0000,D,MANDT,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,MANDT,
REGIO,A,0000,D,LAND1,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,LAND1,
REGIO,A,0000,D,REGIO,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,BLAND,
RPLNR,A,0000,D,MANDT,FPLA Billing Plan,FPLA Billing Plan,MANDT,
RPLNR,A,0000,D,RPLNR,FPLA Billing Plan,FPLA Billing Plan,FPLNR,
SFAKN,A,0000,D,MANDT,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,MANDT,
SFAKN,A,0000,D,SFAKN,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,VBELN,
SPART,A,0000,D,MANDT,TSPA Organizational Unit: Sales Divisions,TSPA Organizational Unit: Sales Divisions,MANDT,
SPART,A,0000,D,SPART,TSPA Organizational Unit: Sales Divisions,TSPA Organizational Unit: Sales Divisions,SPART,
STGRD,A,0000,D,MANDT,T041C Reasons for Reverse Posting,T041C Reasons for Reverse Posting,MANDT,
STGRD,A,0000,D,STGRD,T041C Reasons for Reverse Posting,T041C Reasons for Reverse Posting,STGRD,
STWAE,A,0000,D,MANDT,TCURC Currency Codes,TCURC Currency Codes,MANDT,
STWAE,A,0000,D,STWAE,TCURC Currency Codes,TCURC Currency Codes,WAERS,
VBELN,A,0000,D,MANDT,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,MANDT,
VBELN,A,0000,D,VBELN,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,VBELN,
VBUND,A,0000,D,MANDT,T880 Global Company Data (for KONS Ledger),T880 Global Company Data (for KONS Ledger),MANDT,
VBUND,A,0000,D,VBUND,T880 Global Company Data (for KONS Ledger),T880 Global Company Data (for KONS Ledger),RCOMP,
VKORG,A,0000,D,MANDT,TVKO Organizational Unit: Sales Organizations,TVKO Organizational Unit: Sales Organizations,MANDT,
VKORG,A,0000,D,VKORG,TVKO Organizational Unit: Sales Organizations,TVKO Organizational Unit: Sales Organizations,VKORG,
VSBED,A,0000,D,VSBED,TVSB Shipping Conditions,TVSB Shipping Conditions,VSBED,
VSBED,A,0000,D,MANDT,TVSB Shipping Conditions,TVSB Shipping Conditions,MANDT,
VTWEG,A,0000,D,MANDT,TVTW Organizational Unit: Distribution Channels,TVTW Organizational Unit: Distribution Channels,MANDT,
VTWEG,A,0000,D,VTWEG,TVTW Organizational Unit: Distribution Channels,TVTW Organizational Unit: Distribution Channels,VTWEG,
WAERK,A,0000,D,MANDT,TCURC Currency Codes,TCURC Currency Codes,MANDT,
WAERK,A,0000,D,WAERK,TCURC Currency Codes,TCURC Currency Codes,WAERS,
ZLSCH,A,0000,D,ZLSCH,T042Z Payment Methods for Automatic Payment,T042Z Payment Methods for Automatic Payment,ZLSCH,
ZLSCH,A,0000,D,MANDT,T042Z Payment Methods for Automatic Payment,T042Z Payment Methods for Automatic Payment,MANDT,
ZLSCH,A,0000,D,LAND1,T042Z Payment Methods for Automatic Payment,T042Z Payment Methods for Automatic Payment,LAND1,
MANDT,A,0000,D,CLNT,3,3,0,
VBELN_VF,A,0000,D,CHAR,10,10,0,
POSNR_VF,A,0000,D,NUMC,6,6,0,
UEPOS,A,0000,D,NUMC,6,6,0,
FKIMG,A,0000,D,QUAN,13,13,3,
VRKME,A,0000,D,UNIT,3,3,0,
UMVKZ,A,0000,D,DEC,5,5,0,
UMVKN,A,0000,D,DEC,5,5,0,
MEINS,A,0000,D,UNIT,3,3,0,
SMENG,A,0000,D,QUAN,13,13,3,
FKLMG,A,0000,D,QUAN,13,13,3,
LMENG,A,0000,D,QUAN,13,13,3,
NTGEW_15,A,0000,D,QUAN,15,15,3,
BRGEW_15,A,0000,D,QUAN,15,15,3,
GEWEI,A,0000,D,UNIT,3,3,0,
VOLUM_15,A,0000,D,QUAN,15,15,3,
VOLEH,A,0000,D,UNIT,3,3,0,
GSBER,A,0000,D,CHAR,4,4,0,
PRSDT,A,0000,D,DATS,8,8,0,
FBUDA,A,0000,D,DATS,8,8,0,
KURSK,A,0000,D,DEC,9,9,5,
NETWR_FP,A,0000,D,CURR,15,15,2,
VBELV,A,0000,D,CHAR,10,10,0,
POSNV,A,0000,D,NUMC,6,6,0,
VGBEL,A,0000,D,CHAR,10,10,0,
VGPOS,A,0000,D,NUMC,6,6,0,
VBTYP_V,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Inquiry,Inquiry,B,
VBELN_VA,A,0000,D,CHAR,10,10,0,
POSNR_VA,A,0000,D,NUMC,6,6,0,
AUREF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MATNR,A,0000,D,CHAR,18,18,0,
ARKTX,A,0000,D,CHAR,40,40,0,
PMATN,A,0000,D,CHAR,18,18,0,
CHARG_D,A,0000,D,CHAR,10,10,0,
MATKL,A,0000,D,CHAR,9,9,0,
PSTYV,A,0000,D,CHAR,4,4,0,
POSAR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Standard Item,Standard Item,A,
PRODH_D,A,0000,D,CHAR,18,18,0,
VSTEL,A,0000,D,CHAR,4,4,0,
ATPKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No,No,A,
SPART,A,0000,D,CHAR,2,2,0,
POSPA,A,0000,D,NUMC,6,6,0,
WERKS_D,A,0000,D,CHAR,4,4,0,
ALAND,A,0000,D,CHAR,3,3,0,
WKREG,A,0000,D,CHAR,3,3,0,
WKCOU,A,0000,D,CHAR,3,3,0,
WKCTY,A,0000,D,CHAR,4,4,0,
TAXM1,A,0000,D,CHAR,1,1,0,
TAXM2,A,0000,D,CHAR,1,1,0,
TAXM3,A,0000,D,CHAR,1,1,0,
TAXM4,A,0000,D,CHAR,1,1,0,
TAXM5,A,0000,D,CHAR,1,1,0,
TAXM6,A,0000,D,CHAR,1,1,0,
TAXM7,A,0000,D,CHAR,1,1,0,
TAXM8,A,0000,D,CHAR,1,1,0,
TAXM9,A,0000,D,CHAR,1,1,0,
KOWRR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,System will copy item to header totals,System will copy item to header totals,X,
PRSFD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No pricing,No pricing,X,
SKTOF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
SKFBP,A,0000,D,CURR,13,13,2,
KONDM,A,0000,D,CHAR,2,2,0,
KTGRM,A,0000,D,CHAR,2,2,0,
KOSTL,A,0000,D,CHAR,10,10,0,
BONUS,A,0000,D,CHAR,2,2,0,
PROVG,A,0000,D,CHAR,2,2,0,
EANNR,A,0000,D,CHAR,13,13,0,
VKGRP,A,0000,D,CHAR,3,3,0,
VKBUR,A,0000,D,CHAR,4,4,0,
SPART_AK,A,0000,D,CHAR,2,2,0,
SHKZG_VF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Outbound Message Processing,Outbound Message Processing,A,
ERNAM,A,0000,D,CHAR,12,12,0,
ERDAT,A,0000,D,DATS,8,8,0,
ERZET,A,0000,D,TIMS,6,6,0,
BWTAR_D,A,0000,D,CHAR,10,10,0,
LGORT_D,A,0000,D,CHAR,4,4,0,
STAFO,A,0000,D,CHAR,6,6,0,
WAVWR,A,0000,D,CURR,13,13,2,
KZWI1,A,0000,D,CURR,13,13,2,
KZWI2,A,0000,D,CURR,13,13,2,
KZWI3,A,0000,D,CURR,13,13,2,
KZWI4,A,0000,D,CURR,13,13,2,
KZWI5,A,0000,D,CURR,13,13,2,
KZWI6,A,0000,D,CURR,13,13,2,
STCUR_AP,A,0000,D,DEC,9,9,5,
UVPRS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
UVALL,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
EAN11,A,0000,D,CHAR,18,18,0,
PRCTR,A,0000,D,CHAR,10,10,0,
KVGR1,A,0000,D,CHAR,3,3,0,
KVGR2,A,0000,D,CHAR,3,3,0,
KVGR3,A,0000,D,CHAR,3,3,0,
KVGR4,A,0000,D,CHAR,3,3,0,
KVGR5,A,0000,D,CHAR,3,3,0,
MVGR1,A,0000,D,CHAR,3,3,0,
MVGR2,A,0000,D,CHAR,3,3,0,
MVGR3,A,0000,D,CHAR,3,3,0,
MVGR4,A,0000,D,CHAR,3,3,0,
MVGR5,A,0000,D,CHAR,3,3,0,
MATWA,A,0000,D,CHAR,18,18,0,
BONBA,A,0000,D,CURR,13,13,2,
KOKRS,A,0000,D,CHAR,4,4,0,
RKEOBJNR,A,0000,D,NUMC,10,10,0,
PS_PSP_PNR,A,0000,D,NUMC,8,8,0,
AUFNR,A,0000,D,CHAR,12,12,0,
TXJCD,A,0000,D,CHAR,15,15,0,
CMPRE,A,0000,D,CURR,11,11,2,
CMPNT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
CUOBJ_VA,A,0000,D,NUMC,18,18,0,
CUOBJ_CH,A,0000,D,NUMC,18,18,0,
KOUPD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
UECHA,A,0000,D,NUMC,6,6,0,
XCHAR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
ABRVW,A,0000,D,CHAR,3,3,0,
SERNR,A,0000,D,CHAR,8,8,0,
BZIRK_AUFT,A,0000,D,CHAR,6,6,0,
KDGRP_AUFT,A,0000,D,CHAR,2,2,0,
KONDA_AUFT,A,0000,D,CHAR,2,2,0,
LLAND_AUFT,A,0000,D,CHAR,3,3,0,
MPROK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No manual price change,No manual price change,A,
PLTYP_AUFT,A,0000,D,CHAR,2,2,0,
REGIO_AUFT,A,0000,D,CHAR,3,3,0,
VKORG_AUFT,A,0000,D,CHAR,4,4,0,
VTWEG_AUFT,A,0000,D,CHAR,2,2,0,
ABRBG,A,0000,D,DATS,8,8,0,
PROSA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No product selection,No product selection,A,
UEPVW,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Product selection,Product selection,B,
VBTYP,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Inquiry,Inquiry,B,
STADAT,A,0000,D,DATS,8,8,0,
FPLNR,A,0000,D,CHAR,10,10,0,
FPLTR,A,0000,D,NUMC,6,6,0,
WAKTION,A,0000,D,CHAR,10,10,0,
KNUMA_PI,A,0000,D,CHAR,10,10,0,
KNUMA_AG,A,0000,D,CHAR,10,10,0,
PREFE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Not checked,Not checked,B,
MWSBP,A,0000,D,CURR,13,13,2,
AUGRU,A,0000,D,CHAR,3,3,0,
FAREG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Milestone billing on a percentage basis,Milestone billing on a percentage basis,2,
UPMAT,A,0000,D,CHAR,18,18,0,
UKONM,A,0000,D,CHAR,2,2,0,
CMPRE_FLT,A,0000,D,FLTP,16,16,16,
ABSFORM_CM,A,0000,D,CHAR,2,2,0,
ABGES_CM,A,0000,D,FLTP,16,16,16,
J_1ARFZVAT,A,0000,D,CHAR,1,1,0,
REGIO,A,0000,D,CHAR,3,3,0,
J_1AGICD_D,A,0000,D,CHAR,2,2,0,
J_1ADTYP_D,A,0000,D,CHAR,2,2,0,
J_1ATXREL_,A,0000,D,CHAR,10,10,0,
J_1BCFOP,A,0000,D,CHAR,10,10,0,
J_1BTAXLW1,A,0000,D,CHAR,3,3,0,
J_1BTAXLW2,A,0000,D,CHAR,3,3,0,
J_1BTXSDC_,A,0000,D,CHAR,2,2,0,
BRTWR_FP,A,0000,D,CURR,15,15,2,
WKTNR,A,0000,D,CHAR,10,10,0,
WKTPS,A,0000,D,NUMC,6,6,0,
RPLNR_AU,A,0000,D,CHAR,10,10,0,
WWERT_D,A,0000,D,DATS,8,8,0,
WGRU_HIE1,A,0000,D,CHAR,18,18,0,
WGRU_HIE2,A,0000,D,CHAR,18,18,0,
KDKG1,A,0000,D,CHAR,2,2,0,
KDKG2,A,0000,D,CHAR,2,2,0,
KDKG3,A,0000,D,CHAR,2,2,0,
KDKG4,A,0000,D,CHAR,2,2,0,
KDKG5,A,0000,D,CHAR,2,2,0,
ABRVW,A,0000,D,CHAR,3,3,0,
J_1AINDXP,A,0000,D,CHAR,5,5,0,
J_1AIDATES,A,0000,D,DATS,8,8,0,
KZFME,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Base Unit of Measure has Priority,Base Unit of Measure has Priority,A,
MWSKZ,A,0000,D,CHAR,2,2,0,
RANTYP,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Loans,Loans,2,
RANL,A,0000,D,CHAR,13,13,0,
SGTXT,A,0000,D,CHAR,50,50,0,
DELCO,A,0000,D,CHAR,3,3,0,
BEMOT,A,0000,D,CHAR,2,2,0,
RR_RELTYP,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Standard revenue recognition,Standard revenue recognition,A,
AKKUR,A,0000,D,DEC,9,9,5,
WMINR,A,0000,D,CHAR,10,10,0,
VGBEL,A,0000,D,CHAR,10,10,0,
VGPOS,A,0000,D,NUMC,6,6,0,
LOGSYS,A,0000,D,CHAR,10,10,0,
VGTYP_EX,A,0000,D,CHAR,3,3,0,
J_1BTAXLW3,A,0000,D,CHAR,3,3,0,
J_1BTAXLW4,A,0000,D,CHAR,3,3,0,
J_1BTAXLW5,A,0000,D,CHAR,3,3,0,
MSR_PROCESS_ID,A,0000,D,CHAR,10,10,0,
MSR_RETURNS_REFUND_CODE,A,0000,D,CHAR,3,3,0,
MSR_RETURNS_REASON,A,0000,D,CHAR,3,3,0,
KNUMH,A,0000,D,CHAR,10,10,0,
KWERT,A,0000,D,CURR,13,13,2,
DISPUTE_CASE,A,0000,D,RAW,16,16,0,
FUND_USAGE_ITEM,A,0000,D,RAW,16,16,0,
CLAIMS_TAXATION,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Standard Output Tax,Standard Output Tax,NULL,
WWERT_D,A,0000,D,DATS,8,8,0,
TDD_VBTYP_EXT_V,A,0000,D,CHAR,4,4,0,
Value,A,0000,D,f001,Period-End Invoice,Period-End Invoice,f002,
Z_PRS_OFFSHORE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Onshore,Onshore,2,
Z_PRS_BILLABLE_FLAG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LAND1,A,0000,D,CHAR,3,3,0,
Z_PRS_CHARGELEVEL,A,0000,D,CHAR,2,2,0,
Value,A,0000,D,L1,Trainee Level,Trainee Level,L2,
/CWM/MENGE,A,0000,D,QUAN,13,13,3,
/CWM/MEINS,A,0000,D,UNIT,3,3,0,
CO_AUFPL,A,0000,D,NUMC,10,10,0,
CIM_COUNT,A,0000,D,NUMC,8,8,0,
/SAPPCE/DPCNR,A,0000,D,CHAR,10,10,0,
/SAPPCE/DPCPNR,A,0000,D,NUMC,3,3,0,
/SAPPCE/DPCPNRB,A,0000,D,NUMC,3,3,0,
FM_PEROP_SD_LOW,A,0000,D,DATS,8,8,0,
FM_PEROP_SD_HIGH,A,0000,D,DATS,8,8,0,
BP_GEBER,A,0000,D,CHAR,10,10,0,
FISTL,A,0000,D,CHAR,16,16,0,
FKBER,A,0000,D,CHAR,16,16,0,
GM_GRANT_NBR,A,0000,D,CHAR,20,20,0,
FM_BUDGET_PERIOD,A,0000,D,CHAR,10,10,0,
OIH_EDOK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
OID_EXTBOL,A,0000,D,CHAR,16,16,0,
OID_MISCDL,A,0000,D,CHAR,16,16,0,
OID_PIPEV,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LIFNR,A,0000,D,CHAR,10,10,0,
OIC_DCITYC,A,0000,D,CHAR,4,4,0,
OIC_DCOUNC,A,0000,D,CHAR,3,3,0,
