MANDT,LGNUM,TESSION,TAESSION,MATNR,WERKS,VSOLA,MEINS
100,002,0000000481,0002,000000000000100048,0010,99.459,KG
100,003,0000000481,0003,000000000000100353,0009,93.351,KG
100,001,0000000482,0001,000000000000100811,0002,28.186,KG
100,002,0000000482,0002,000000000000100482,0006,62.313,KG
100,003,0000000482,0003,000000000000100148,0004,68.145,KG
100,001,0000000483,0001,000000000000100857,0010,53.152,KG
100,002,0000000483,0002,000000000000100443,0008,92.86,KG
100,003,0000000483,0003,000000000000100476,0005,85.115,KG
100,001,0000000484,0001,000000000000100534,0009,41.35,KG
100,002,0000000484,0002,000000000000100713,0009,68.06,KG
100,003,0000000484,0003,000000000000100541,0009,66.548,KG
100,001,0000000485,0001,000000000000100614,0002,31.035,KG
100,002,0000000485,0002,000000000000100915,0008,5.954,KG
100,003,0000000485,0003,000000000000100303,0007,48.808,KG
100,001,0000000486,0001,000000000000100540,0007,84.366,KG
100,002,0000000486,0002,000000000000100897,0005,93.445,KG
100,003,0000000486,0003,000000000000100203,0010,38.069,KG
100,001,0000000487,0001,000000000000100027,0004,28.238,KG
100,002,0000000487,0002,000000000000100241,0007,43.526,KG
100,003,0000000487,0003,000000000000100020,0010,63.348,KG
100,001,0000000488,0001,000000000000100867,0005,52.619,KG
100,002,0000000488,0002,000000000000100644,0001,92.998,KG
100,003,0000000488,0003,000000000000100273,0002,26.457,KG
100,001,0000000489,0001,000000000000100018,0007,67.375,KG
100,002,0000000489,0002,000000000000100415,0010,81.706,KG
100,003,0000000489,0003,000000000000100024,0004,46.846,KG
100,001,0000000490,0001,000000000000100786,0003,81.059,KG
100,002,0000000490,0002,000000000000100005,0002,32.22,KG
100,003,0000000490,0003,000000000000100121,0007,8.513,KG
100,001,0000000491,0001,000000000000100561,0004,35.521,KG
100,002,0000000491,0002,000000000000100886,0006,1.468,KG
100,003,0000000491,0003,000000000000100196,0003,44.849,KG
100,001,0000000492,0001,000000000000100514,0007,73.6,KG
100,002,0000000492,0002,000000000000100722,0005,26.476,KG
100,003,0000000492,0003,000000000000100893,0004,19.985,KG
100,001,0000000493,0001,000000000000100504,0008,89.46,KG
100,002,0000000493,0002,000000000000100251,0002,6.52,KG
100,003,0000000493,0003,000000000000100354,0010,53.323,KG
100,001,0000000494,0001,000000000000100697,0001,72.388,KG
100,002,0000000494,0002,000000000000100436,0003,49.323,KG
100,003,0000000494,0003,000000000000100489,0009,27.8,KG
100,001,0000000495,0001,000000000000100735,0010,94.142,KG
100,002,0000000495,0002,000000000000100676,0002,1.969,KG
100,003,0000000495,0003,000000000000100213,0004,58.101,KG
100,001,0000000496,0001,000000000000100291,0001,82.942,KG
100,002,0000000496,0002,000000000000100058,0009,56.694,KG
100,003,0000000496,0003,000000000000100566,0002,60.358,KG
100,001,0000000497,0001,000000000000100016,0008,19.62,KG
100,002,0000000497,0002,000000000000100527,0007,98.39,KG
100,003,0000000497,0003,000000000000100148,0001,71.55,KG
100,001,0000000498,0001,000000000000100557,0008,35.534,KG
100,002,0000000498,0002,000000000000100389,0010,12.608,KG
100,003,0000000498,0003,000000000000100236,0007,25.884,KG
100,001,0000000499,0001,000000000000100500,0007,33.736,KG
100,002,0000000499,0002,000000000000100451,0008,82.036,KG
100,003,0000000499,0003,000000000000100871,0005,46.378,KG
100,001,0000000500,0001,000000000000100855,0002,49.871,KG
100,002,0000000500,0002,000000000000100935,0006,91.501,KG
100,003,0000000500,0003,000000000000100709,0010,2.598,KG
