MANDT,BUKRS,KUNNR,UMSKS,AUGDT,AUGBL,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000032,,20221005,0010002220,2023,0010002220,1913.15,EUR
100,2000,0000000408,,20230523,0010002221,2024,0010002221,4771.29,EUR
100,1000,0000000255,,20240809,0010002222,2023,0010002222,4032.77,EUR
100,2000,0000000485,,20240217,0010002223,2024,0010002223,3876.1,EUR
100,1000,0000000177,,20241029,0010002224,2023,0010002224,3392.35,EUR
100,2000,0000000430,,20241208,0010002225,2024,0010002225,4711.51,EUR
100,1000,0000000296,,20231225,0010002226,2023,0010002226,3590.98,EUR
100,2000,0000000337,,20220507,0010002227,2024,0010002227,1591.35,EUR
100,1000,0000000399,,20240322,0010002228,2023,0010002228,4878.8,EUR
100,2000,0000000452,,20230209,0010002229,2024,0010002229,2848.88,EUR
100,1000,0000000363,,20240711,0010002230,2023,0010002230,2868.06,EUR
100,2000,0000000285,,20231104,0010002231,2024,0010002231,4533.85,EUR
100,1000,0000000424,,20230424,0010002232,2023,0010002232,424.1,EUR
100,2000,0000000156,,20240718,0010002233,2024,0010002233,3629.41,EUR
100,1000,0000000088,,20230324,0010002234,2023,0010002234,564.28,EUR
100,2000,0000000481,,20240215,0010002235,2024,0010002235,3295.08,EUR
100,1000,0000000383,,20241125,0010002236,2023,0010002236,2123.79,EUR
100,2000,0000000234,,20221118,0010002237,2024,0010002237,3692.06,EUR
100,1000,0000000487,,20230827,0010002238,2023,0010002238,1147.26,EUR
100,2000,0000000441,,20230319,0010002239,2024,0010002239,3808.89,EUR
100,1000,0000000265,,20220512,0010002240,2023,0010002240,1645.28,EUR
100,2000,0000000192,,20241105,0010002241,2024,0010002241,4197.3,EUR
100,1000,0000000236,,20240426,0010002242,2023,0010002242,4202.7,EUR
100,2000,0000000198,,20220523,0010002243,2024,0010002243,2398.09,EUR
100,1000,0000000025,,20220918,0010002244,2023,0010002244,1172.31,EUR
100,2000,0000000156,,20231021,0010002245,2024,0010002245,4740.49,EUR
100,1000,0000000088,,20220821,0010002246,2023,0010002246,3573.32,EUR
100,2000,0000000322,,20220526,0010002247,2024,0010002247,1235.19,EUR
100,1000,0000000409,,20220204,0010002248,2023,0010002248,3720.23,EUR
100,2000,0000000454,,20220428,0010002249,2024,0010002249,3716.7,EUR
100,1000,0000000419,,20220604,0010002250,2023,0010002250,3579.12,EUR
100,2000,0000000045,,20230929,0010002251,2024,0010002251,1025.7,EUR
100,1000,0000000093,,20220628,0010002252,2023,0010002252,3495.45,EUR
100,2000,0000000408,,20240511,0010002253,2024,0010002253,4513.24,EUR
100,1000,0000000428,,20230127,0010002254,2023,0010002254,2857.03,EUR
100,2000,0000000205,,20230619,0010002255,2024,0010002255,682.18,EUR
100,1000,0000000467,,20221211,0010002256,2023,0010002256,1272.62,EUR
100,2000,0000000333,,20240330,0010002257,2024,0010002257,1595.72,EUR
100,1000,0000000243,,20241125,0010002258,2023,0010002258,2068.39,EUR
100,2000,0000000430,,20240514,0010002259,2024,0010002259,3458.09,EUR
100,1000,0000000328,,20220204,0010002260,2023,0010002260,712.78,EUR
100,2000,0000000403,,20230310,0010002261,2024,0010002261,4288.85,EUR
100,1000,0000000365,,20231004,0010002262,2023,0010002262,847.84,EUR
100,2000,0000000159,,20220423,0010002263,2024,0010002263,3793.61,EUR
100,1000,0000000085,,20220425,0010002264,2023,0010002264,464.59,EUR
100,2000,0000000127,,20241225,0010002265,2024,0010002265,4544.12,EUR
100,1000,0000000391,,20220827,0010002266,2023,0010002266,920.19,EUR
100,2000,0000000290,,20230107,0010002267,2024,0010002267,366.25,EUR
100,1000,0000000024,,20220727,0010002268,2023,0010002268,987.64,EUR
100,2000,0000000146,,20231005,0010002269,2024,0010002269,2202.01,EUR
100,1000,0000000128,,20221224,0010002270,2023,0010002270,4002.62,EUR
100,2000,0000000037,,20230324,0010002271,2024,0010002271,3333.2,EUR
100,1000,0000000250,,20231227,0010002272,2023,0010002272,651.92,EUR
100,2000,0000000205,,20220518,0010002273,2024,0010002273,4356.97,EUR
100,1000,0000000491,,20241122,0010002274,2023,0010002274,4894.85,EUR
100,2000,0000000150,,20221216,0010002275,2024,0010002275,1485.7,EUR
100,1000,0000000412,,20240210,0010002276,2023,0010002276,2490.8,EUR
100,2000,0000000313,,20240611,0010002277,2024,0010002277,928.92,EUR
100,1000,0000000107,,20220918,0010002278,2023,0010002278,1491.66,EUR
100,2000,0000000136,,20230530,0010002279,2024,0010002279,1323.49,EUR
100,1000,0000000495,,20230913,0010002280,2023,0010002280,3201.1,EUR
100,2000,0000000480,,20220322,0010002281,2024,0010002281,3269.07,EUR
100,1000,0000000375,,20240325,0010002282,2023,0010002282,4990.1,EUR
100,2000,0000000097,,20240305,0010002283,2024,0010002283,2400.34,EUR
100,1000,0000000113,,20240429,0010002284,2023,0010002284,3919.04,EUR
100,2000,0000000154,,20241130,0010002285,2024,0010002285,1612.74,EUR
100,1000,0000000332,,20240616,0010002286,2023,0010002286,174.03,EUR
100,2000,0000000309,,20231212,0010002287,2024,0010002287,106.08,EUR
100,1000,0000000166,,20240502,0010002288,2023,0010002288,127.33,EUR
100,2000,0000000381,,20240902,0010002289,2024,0010002289,1261.53,EUR
100,1000,0000000212,,20220122,0010002290,2023,0010002290,2025.63,EUR
100,2000,0000000054,,20221122,0010002291,2024,0010002291,4781.83,EUR
100,1000,0000000496,,20240320,0010002292,2023,0010002292,1990.44,EUR
100,2000,0000000089,,20230629,0010002293,2024,0010002293,1422.62,EUR
100,1000,0000000222,,20240526,0010002294,2023,0010002294,1267.65,EUR
100,2000,0000000335,,20230629,0010002295,2024,0010002295,2951.31,EUR
100,1000,0000000455,,20230308,0010002296,2023,0010002296,2440.79,EUR
100,2000,0000000471,,20240127,0010002297,2024,0010002297,1443.22,EUR
100,1000,0000000289,,20220619,0010002298,2023,0010002298,1072.96,EUR
100,2000,0000000200,,20231229,0010002299,2024,0010002299,197.43,EUR
100,1000,0000000144,,20221006,0010002300,2023,0010002300,3267.42,EUR
100,2000,0000000476,,20220611,0010002301,2024,0010002301,4077.55,EUR
100,1000,0000000090,,20221107,0010002302,2023,0010002302,378.1,EUR
100,2000,0000000001,,20220629,0010002303,2024,0010002303,2201.6,EUR
100,1000,0000000014,,20231117,0010002304,2023,0010002304,194.11,EUR
100,2000,0000000258,,20231019,0010002305,2024,0010002305,1471.58,EUR
100,1000,0000000158,,20231221,0010002306,2023,0010002306,2531.8,EUR
100,2000,0000000009,,20230705,0010002307,2024,0010002307,2541.11,EUR
100,1000,0000000094,,20240131,0010002308,2023,0010002308,4299.96,EUR
100,2000,0000000252,,20220502,0010002309,2024,0010002309,3499.22,EUR
100,1000,0000000172,,20220428,0010002310,2023,0010002310,586.72,EUR
100,2000,0000000325,,20240626,0010002311,2024,0010002311,3981.15,EUR
100,1000,0000000474,,20240814,0010002312,2023,0010002312,1869.66,EUR
100,2000,0000000219,,20221014,0010002313,2024,0010002313,820.28,EUR
100,1000,0000000275,,20221221,0010002314,2023,0010002314,2846.62,EUR
100,2000,0000000057,,20240227,0010002315,2024,0010002315,1059.03,EUR
100,1000,0000000357,,20220221,0010002316,2023,0010002316,2197.6,EUR
100,2000,0000000445,,20230521,0010002317,2024,0010002317,4266.63,EUR
100,1000,0000000225,,20230724,0010002318,2023,0010002318,1547.09,EUR
100,2000,0000000288,,20221031,0010002319,2024,0010002319,976.34,EUR
100,1000,0000000394,,20230719,0010002320,2023,0010002320,4536.38,EUR
100,2000,0000000135,,20220808,0010002321,2024,0010002321,4144.37,EUR
100,1000,0000000069,,20230224,0010002322,2023,0010002322,1774.55,EUR
100,2000,0000000025,,20230301,0010002323,2024,0010002323,1163.88,EUR
100,1000,0000000038,,20220718,0010002324,2023,0010002324,4841.06,EUR
100,2000,0000000009,,20240618,0010002325,2024,0010002325,155.33,EUR
100,1000,0000000052,,20240629,0010002326,2023,0010002326,3506.34,EUR
100,2000,0000000074,,20240211,0010002327,2024,0010002327,4226.24,EUR
100,1000,0000000173,,20220428,0010002328,2023,0010002328,905.47,EUR
100,2000,0000000196,,20231220,0010002329,2024,0010002329,4518.88,EUR
100,1000,0000000167,,20221119,0010002330,2023,0010002330,988.48,EUR
100,2000,0000000151,,20241221,0010002331,2024,0010002331,3280.48,EUR
100,1000,0000000454,,20241109,0010002332,2023,0010002332,4267.79,EUR
100,2000,0000000162,,20241224,0010002333,2024,0010002333,576.84,EUR
100,1000,0000000057,,20231224,0010002334,2023,0010002334,3999.48,EUR
100,2000,0000000343,,20220916,0010002335,2024,0010002335,139.66,EUR
100,1000,0000000416,,20231031,0010002336,2023,0010002336,699.28,EUR
100,2000,0000000083,,20230419,0010002337,2024,0010002337,632.32,EUR
100,1000,0000000047,,20221217,0010002338,2023,0010002338,323.07,EUR
100,2000,0000000031,,20220824,0010002339,2024,0010002339,2277.16,EUR
100,1000,0000000490,,20231217,0010002340,2023,0010002340,219.38,EUR
100,2000,0000000467,,20240725,0010002341,2024,0010002341,639.66,EUR
100,1000,0000000202,,20231121,0010002342,2023,0010002342,1083.18,EUR
100,2000,0000000456,,20230927,0010002343,2024,0010002343,1049.58,EUR
100,1000,0000000208,,20221021,0010002344,2023,0010002344,1430.93,EUR
100,2000,0000000443,,20220507,0010002345,2024,0010002345,1156.85,EUR
100,1000,0000000235,,20221012,0010002346,2023,0010002346,4357.57,EUR
100,2000,0000000159,,20240208,0010002347,2024,0010002347,4954.05,EUR
100,1000,0000000125,,20220319,0010002348,2023,0010002348,3813.89,EUR
100,2000,0000000408,,20240119,0010002349,2024,0010002349,2946.38,EUR
100,1000,0000000414,,20220826,0010002350,2023,0010002350,2102.26,EUR
100,2000,0000000375,,20241016,0010002351,2024,0010002351,3852.66,EUR
100,1000,0000000440,,20220522,0010002352,2023,0010002352,540.01,EUR
100,2000,0000000213,,20220716,0010002353,2024,0010002353,3093.4,EUR
100,1000,0000000098,,20240519,0010002354,2023,0010002354,1160.55,EUR
100,2000,0000000080,,20231007,0010002355,2024,0010002355,2984.9,EUR
100,1000,0000000114,,20220919,0010002356,2023,0010002356,1067.97,EUR
100,2000,0000000001,,20220829,0010002357,2024,0010002357,2596.85,EUR
100,1000,0000000281,,20240620,0010002358,2023,0010002358,192.39,EUR
100,2000,0000000124,,20230914,0010002359,2024,0010002359,4506.6,EUR
100,1000,0000000466,,20220713,0010002360,2023,0010002360,3031.26,EUR
100,2000,0000000302,,20220207,0010002361,2024,0010002361,1067.94,EUR
100,1000,0000000289,,20230813,0010002362,2023,0010002362,4312.48,EUR
100,2000,0000000041,,20231118,0010002363,2024,0010002363,3093.23,EUR
100,1000,0000000349,,20231112,0010002364,2023,0010002364,2950.45,EUR
100,2000,0000000226,,20240421,0010002365,2024,0010002365,1400.3,EUR
100,1000,0000000183,,20220215,0010002366,2023,0010002366,2102.11,EUR
100,2000,0000000058,,20241213,0010002367,2024,0010002367,2221.56,EUR
100,1000,0000000497,,20230315,0010002368,2023,0010002368,4986.96,EUR
100,2000,0000000172,,20240105,0010002369,2024,0010002369,3691.07,EUR
100,1000,0000000069,,20231209,0010002370,2023,0010002370,1641.69,EUR
100,2000,0000000038,,20221023,0010002371,2024,0010002371,4109.09,EUR
100,1000,0000000011,,20240725,0010002372,2023,0010002372,481.47,EUR
100,2000,0000000177,,20230901,0010002373,2024,0010002373,1193.21,EUR
100,1000,0000000040,,20231020,0010002374,2023,0010002374,2386.67,EUR
100,2000,0000000379,,20240418,0010002375,2024,0010002375,3116.64,EUR
100,1000,0000000300,,20230802,0010002376,2023,0010002376,3999.23,EUR
100,2000,0000000011,,20240928,0010002377,2024,0010002377,387.86,EUR
100,1000,0000000167,,20220328,0010002378,2023,0010002378,3745.18,EUR
100,2000,0000000203,,20231117,0010002379,2024,0010002379,3090.88,EUR
100,1000,0000000066,,20220118,0010002380,2023,0010002380,573.78,EUR
100,2000,0000000055,,20240104,0010002381,2024,0010002381,3647.78,EUR
100,1000,0000000466,,20220913,0010002382,2023,0010002382,4189.16,EUR
100,2000,0000000319,,20230520,0010002383,2024,0010002383,2394.08,EUR
100,1000,0000000260,,20220906,0010002384,2023,0010002384,4057.78,EUR
100,2000,0000000459,,20241103,0010002385,2024,0010002385,479.85,EUR
100,1000,0000000036,,20220405,0010002386,2023,0010002386,2026.83,EUR
100,2000,0000000143,,20240428,0010002387,2024,0010002387,1909.9,EUR
100,1000,0000000307,,20240613,0010002388,2023,0010002388,3496.98,EUR
100,2000,0000000265,,20240507,0010002389,2024,0010002389,413.63,EUR
100,1000,0000000112,,20240323,0010002390,2023,0010002390,302.83,EUR
100,2000,0000000097,,20231030,0010002391,2024,0010002391,4522.29,EUR
100,1000,0000000494,,20221105,0010002392,2023,0010002392,1381.3,EUR
100,2000,0000000393,,20240509,0010002393,2024,0010002393,4752.28,EUR
100,1000,0000000017,,20231130,0010002394,2023,0010002394,4284.61,EUR
100,2000,0000000158,,20220828,0010002395,2024,0010002395,2203.45,EUR
100,1000,0000000231,,20221013,0010002396,2023,0010002396,4065.44,EUR
100,2000,0000000124,,20220926,0010002397,2024,0010002397,783.4,EUR
100,1000,0000000351,,20230415,0010002398,2023,0010002398,1120.45,EUR
100,2000,0000000111,,20221228,0010002399,2024,0010002399,2369.79,EUR
100,1000,0000000323,,20240129,0010002400,2023,0010002400,509.98,EUR
100,2000,0000000125,,20220827,0010002401,2024,0010002401,522.25,EUR
100,1000,0000000307,,20230327,0010002402,2023,0010002402,1845.96,EUR
100,2000,0000000487,,20220316,0010002403,2024,0010002403,3881.5,EUR
100,1000,0000000422,,20230919,0010002404,2023,0010002404,4500.2,EUR
100,2000,0000000399,,20241019,0010002405,2024,0010002405,2834.7,EUR
100,1000,0000000311,,20240524,0010002406,2023,0010002406,4878.11,EUR
100,2000,0000000230,,20240217,0010002407,2024,0010002407,3746.3,EUR
100,1000,0000000107,,20220327,0010002408,2023,0010002408,3145.81,EUR
100,2000,0000000319,,20220223,0010002409,2024,0010002409,4845.25,EUR
100,1000,0000000193,,20240116,0010002410,2023,0010002410,4740.87,EUR
100,2000,0000000300,,20221207,0010002411,2024,0010002411,1573.21,EUR
100,1000,0000000411,,20221129,0010002412,2023,0010002412,4354.91,EUR
100,2000,0000000043,,20241003,0010002413,2024,0010002413,1804.0,EUR
100,1000,0000000101,,20221106,0010002414,2023,0010002414,1703.15,EUR
100,2000,0000000135,,20220426,0010002415,2024,0010002415,1451.53,EUR
100,1000,0000000145,,20230408,0010002416,2023,0010002416,2848.67,EUR
100,2000,0000000296,,20220801,0010002417,2024,0010002417,552.5,EUR
100,1000,0000000152,,20240630,0010002418,2023,0010002418,3613.27,EUR
100,2000,0000000452,,20240929,0010002419,2024,0010002419,1252.57,EUR
100,1000,0000000386,,20221023,0010002420,2023,0010002420,519.3,EUR
100,2000,0000000039,,20230708,0010002421,2024,0010002421,1671.95,EUR
100,1000,0000000446,,20221109,0010002422,2023,0010002422,2040.71,EUR
100,2000,0000000483,,20240516,0010002423,2024,0010002423,4828.22,EUR
100,1000,0000000465,,20241116,0010002424,2023,0010002424,541.73,EUR
100,2000,0000000087,,20230206,0010002425,2024,0010002425,3840.97,EUR
100,1000,0000000039,,20220806,0010002426,2023,0010002426,783.89,EUR
100,2000,0000000338,,20230203,0010002427,2024,0010002427,3289.33,EUR
100,1000,0000000372,,20220514,0010002428,2023,0010002428,996.19,EUR
100,2000,0000000151,,20240224,0010002429,2024,0010002429,4769.78,EUR
100,1000,0000000242,,20220128,0010002430,2023,0010002430,738.24,EUR
100,2000,0000000059,,20240811,0010002431,2024,0010002431,1717.23,EUR
100,1000,0000000329,,20220414,0010002432,2023,0010002432,1218.0,EUR
100,2000,0000000033,,20231021,0010002433,2024,0010002433,870.65,EUR
100,1000,0000000303,,20230505,0010002434,2023,0010002434,1573.23,EUR
100,2000,0000000180,,20241110,0010002435,2024,0010002435,862.07,EUR
100,1000,0000000291,,20220517,0010002436,2023,0010002436,3137.79,EUR
100,2000,0000000333,,20220825,0010002437,2024,0010002437,3117.8,EUR
100,1000,0000000410,,20230323,0010002438,2023,0010002438,2300.89,EUR
100,2000,0000000166,,20220223,0010002439,2024,0010002439,4803.6,EUR
100,1000,0000000174,,20230428,0010002440,2023,0010002440,1368.51,EUR
100,2000,0000000363,,20230605,0010002441,2024,0010002441,2645.19,EUR
100,1000,0000000075,,20221211,0010002442,2023,0010002442,4960.37,EUR
100,2000,0000000145,,20240208,0010002443,2024,0010002443,3629.45,EUR
100,1000,0000000323,,20231207,0010002444,2023,0010002444,4984.87,EUR
100,2000,0000000268,,20221210,0010002445,2024,0010002445,2754.22,EUR
100,1000,0000000084,,20240327,0010002446,2023,0010002446,1504.5,EUR
100,2000,0000000436,,20231010,0010002447,2024,0010002447,2381.13,EUR
100,1000,0000000477,,20220602,0010002448,2023,0010002448,2503.54,EUR
100,2000,0000000420,,20241123,0010002449,2024,0010002449,375.47,EUR
100,1000,0000000324,,20230407,0010002450,2023,0010002450,995.86,EUR
100,2000,0000000328,,20230729,0010002451,2024,0010002451,1967.11,EUR
100,1000,0000000238,,20220830,0010002452,2023,0010002452,3100.1,EUR
100,2000,0000000298,,20230107,0010002453,2024,0010002453,426.5,EUR
100,1000,0000000131,,20240920,0010002454,2023,0010002454,2094.84,EUR
100,2000,0000000013,,20220714,0010002455,2024,0010002455,1090.92,EUR
100,1000,0000000239,,20230503,0010002456,2023,0010002456,3839.19,EUR
100,2000,0000000447,,20241016,0010002457,2024,0010002457,242.3,EUR
100,1000,0000000039,,20240523,0010002458,2023,0010002458,4779.96,EUR
100,2000,0000000245,,20221013,0010002459,2024,0010002459,1025.59,EUR
100,1000,0000000337,,20220212,0010002460,2023,0010002460,2099.64,EUR
100,2000,0000000455,,20220323,0010002461,2024,0010002461,2474.78,EUR
100,1000,0000000044,,20230225,0010002462,2023,0010002462,3082.99,EUR
100,2000,0000000333,,20220622,0010002463,2024,0010002463,2221.72,EUR
100,1000,0000000301,,20240129,0010002464,2023,0010002464,4807.56,EUR
100,2000,0000000219,,20230429,0010002465,2024,0010002465,2013.55,EUR
100,1000,0000000108,,20231022,0010002466,2023,0010002466,4372.0,EUR
100,2000,0000000020,,20220723,0010002467,2024,0010002467,3592.21,EUR
100,1000,0000000288,,20220401,0010002468,2023,0010002468,989.13,EUR
100,2000,0000000460,,20221217,0010002469,2024,0010002469,3563.84,EUR
100,1000,0000000449,,20241027,0010002470,2023,0010002470,698.59,EUR
100,2000,0000000461,,20220910,0010002471,2024,0010002471,4625.3,EUR
100,1000,0000000013,,20221026,0010002472,2023,0010002472,3080.57,EUR
100,2000,0000000248,,20231223,0010002473,2024,0010002473,3557.85,EUR
100,1000,0000000274,,20241129,0010002474,2023,0010002474,4247.08,EUR
100,2000,0000000383,,20240809,0010002475,2024,0010002475,4582.37,EUR
100,1000,0000000193,,20230807,0010002476,2023,0010002476,3162.17,EUR
100,2000,0000000330,,20220830,0010002477,2024,0010002477,3970.73,EUR
100,1000,0000000417,,20240820,0010002478,2023,0010002478,758.52,EUR
100,2000,0000000313,,20230105,0010002479,2024,0010002479,367.49,EUR
100,1000,0000000119,,20231214,0010002480,2023,0010002480,1099.12,EUR
100,2000,0000000427,,20230817,0010002481,2024,0010002481,2816.41,EUR
100,1000,0000000307,,20240918,0010002482,2023,0010002482,783.48,EUR
100,2000,0000000250,,20221113,0010002483,2024,0010002483,2211.24,EUR
100,1000,0000000335,,20220923,0010002484,2023,0010002484,2342.48,EUR
100,2000,0000000144,,20220210,0010002485,2024,0010002485,1740.42,EUR
100,1000,0000000242,,20240831,0010002486,2023,0010002486,3928.28,EUR
100,2000,0000000434,,20230128,0010002487,2024,0010002487,2638.41,EUR
100,1000,0000000341,,20230627,0010002488,2023,0010002488,192.2,EUR
100,2000,0000000373,,20230726,0010002489,2024,0010002489,3793.55,EUR
100,1000,0000000476,,20231017,0010002490,2023,0010002490,946.06,EUR
100,2000,0000000424,,20230329,0010002491,2024,0010002491,4385.11,EUR
100,1000,0000000468,,20220331,0010002492,2023,0010002492,935.04,EUR
100,2000,0000000413,,20241018,0010002493,2024,0010002493,4756.99,EUR
100,1000,0000000151,,20241016,0010002494,2023,0010002494,2269.29,EUR
100,2000,0000000335,,20230329,0010002495,2024,0010002495,4823.28,EUR
100,1000,0000000286,,20230807,0010002496,2023,0010002496,2714.89,EUR
100,2000,0000000441,,20240417,0010002497,2024,0010002497,1536.88,EUR
100,1000,0000000476,,20230422,0010002498,2023,0010002498,2714.73,EUR
100,2000,0000000230,,20221027,0010002499,2024,0010002499,2677.83,EUR
100,1000,0000000457,,20241218,0010002500,2023,0010002500,3320.27,EUR
100,2000,0000000071,,20230711,0010002501,2024,0010002501,3357.27,EUR
100,1000,0000000206,,20220914,0010002502,2023,0010002502,3404.26,EUR
100,2000,0000000454,,20230502,0010002503,2024,0010002503,241.06,EUR
100,1000,0000000019,,20230723,0010002504,2023,0010002504,4716.26,EUR
100,2000,0000000223,,20230528,0010002505,2024,0010002505,357.01,EUR
100,1000,0000000240,,20240213,0010002506,2023,0010002506,4344.53,EUR
100,2000,0000000123,,20220123,0010002507,2024,0010002507,2006.37,EUR
100,1000,0000000387,,20220717,0010002508,2023,0010002508,353.12,EUR
100,2000,0000000239,,20241020,0010002509,2024,0010002509,4465.39,EUR
100,1000,0000000357,,20230618,0010002510,2023,0010002510,2910.19,EUR
100,2000,0000000034,,20240414,0010002511,2024,0010002511,804.35,EUR
100,1000,0000000154,,20220908,0010002512,2023,0010002512,3896.41,EUR
100,2000,0000000034,,20230115,0010002513,2024,0010002513,1975.25,EUR
100,1000,0000000396,,20240114,0010002514,2023,0010002514,304.47,EUR
100,2000,0000000492,,20230109,0010002515,2024,0010002515,4381.51,EUR
100,1000,0000000434,,20230910,0010002516,2023,0010002516,4187.54,EUR
100,2000,0000000254,,20230819,0010002517,2024,0010002517,4602.37,EUR
100,1000,0000000245,,20230111,0010002518,2023,0010002518,871.67,EUR
100,2000,0000000383,,20230501,0010002519,2024,0010002519,4836.85,EUR
100,1000,0000000482,,20220307,0010002520,2023,0010002520,4915.8,EUR
100,2000,0000000053,,20230312,0010002521,2024,0010002521,4347.11,EUR
100,1000,0000000014,,20240527,0010002522,2023,0010002522,2913.77,EUR
100,2000,0000000062,,20240906,0010002523,2024,0010002523,946.41,EUR
100,1000,0000000191,,20231217,0010002524,2023,0010002524,1407.3,EUR
100,2000,0000000477,,20241111,0010002525,2024,0010002525,801.28,EUR
100,1000,0000000496,,20221231,0010002526,2023,0010002526,3014.72,EUR
100,2000,0000000457,,20240411,0010002527,2024,0010002527,4410.17,EUR
100,1000,0000000487,,20220108,0010002528,2023,0010002528,2917.38,EUR
100,2000,0000000262,,20230117,0010002529,2024,0010002529,2742.26,EUR
100,1000,0000000308,,20241009,0010002530,2023,0010002530,733.35,EUR
100,2000,0000000109,,20220304,0010002531,2024,0010002531,1330.57,EUR
100,1000,0000000025,,20240730,0010002532,2023,0010002532,1878.15,EUR
100,2000,0000000405,,20241108,0010002533,2024,0010002533,908.25,EUR
100,1000,0000000150,,20230701,0010002534,2023,0010002534,172.47,EUR
100,2000,0000000020,,20230625,0010002535,2024,0010002535,4721.18,EUR
100,1000,0000000261,,20241228,0010002536,2023,0010002536,1521.68,EUR
100,2000,0000000166,,20220518,0010002537,2024,0010002537,1449.91,EUR
100,1000,0000000125,,20231101,0010002538,2023,0010002538,1066.9,EUR
100,2000,0000000108,,20220315,0010002539,2024,0010002539,4611.73,EUR
100,1000,0000000462,,20240502,0010002540,2023,0010002540,2587.47,EUR
100,2000,0000000257,,20241028,0010002541,2024,0010002541,204.17,EUR
100,1000,0000000166,,20230625,0010002542,2023,0010002542,4836.12,EUR
100,2000,0000000186,,20231018,0010002543,2024,0010002543,1355.79,EUR
100,1000,0000000102,,20220118,0010002544,2023,0010002544,4173.42,EUR
100,2000,0000000084,,20220823,0010002545,2024,0010002545,2077.72,EUR
100,1000,0000000483,,20230511,0010002546,2023,0010002546,2332.87,EUR
100,2000,0000000312,,20230403,0010002547,2024,0010002547,923.29,EUR
100,1000,0000000056,,20220913,0010002548,2023,0010002548,1074.8,EUR
100,2000,0000000045,,20231002,0010002549,2024,0010002549,740.45,EUR
100,1000,0000000150,,20241126,0010002550,2023,0010002550,4747.42,EUR
100,2000,0000000028,,20240219,0010002551,2024,0010002551,1168.04,EUR
100,1000,0000000007,,20220427,0010002552,2023,0010002552,2942.89,EUR
100,2000,0000000309,,20230901,0010002553,2024,0010002553,4717.84,EUR
100,1000,0000000042,,20230420,0010002554,2023,0010002554,3327.63,EUR
100,2000,0000000486,,20220614,0010002555,2024,0010002555,1096.81,EUR
100,1000,0000000333,,20230803,0010002556,2023,0010002556,4925.15,EUR
100,2000,0000000125,,20220227,0010002557,2024,0010002557,3827.76,EUR
100,1000,0000000203,,20220705,0010002558,2023,0010002558,4387.25,EUR
100,2000,0000000332,,20240327,0010002559,2024,0010002559,2131.39,EUR
100,1000,0000000185,,20220830,0010002560,2023,0010002560,4179.48,EUR
100,2000,0000000264,,20240713,0010002561,2024,0010002561,3148.08,EUR
100,1000,0000000216,,20230429,0010002562,2023,0010002562,1764.31,EUR
100,2000,0000000253,,20240327,0010002563,2024,0010002563,2849.66,EUR
100,1000,0000000158,,20240218,0010002564,2023,0010002564,2390.27,EUR
100,2000,0000000425,,20240222,0010002565,2024,0010002565,3249.32,EUR
100,1000,0000000305,,20241117,0010002566,2023,0010002566,1449.06,EUR
100,2000,0000000418,,20230613,0010002567,2024,0010002567,2441.21,EUR
100,1000,0000000336,,20230930,0010002568,2023,0010002568,583.39,EUR
100,2000,0000000171,,20240608,0010002569,2024,0010002569,4952.72,EUR
100,1000,0000000139,,20240901,0010002570,2023,0010002570,939.61,EUR
100,2000,0000000017,,20230409,0010002571,2024,0010002571,3095.7,EUR
100,1000,0000000360,,20241222,0010002572,2023,0010002572,520.17,EUR
100,2000,0000000259,,20241223,0010002573,2024,0010002573,2785.29,EUR
100,1000,0000000157,,20230616,0010002574,2023,0010002574,2842.17,EUR
100,2000,0000000122,,20220905,0010002575,2024,0010002575,4734.17,EUR
100,1000,0000000312,,20230717,0010002576,2023,0010002576,4093.49,EUR
100,2000,0000000222,,20221019,0010002577,2024,0010002577,1978.49,EUR
100,1000,0000000410,,20220126,0010002578,2023,0010002578,449.06,EUR
100,2000,0000000075,,20231010,0010002579,2024,0010002579,1037.42,EUR
100,1000,0000000162,,20231229,0010002580,2023,0010002580,667.2,EUR
100,2000,0000000007,,20230607,0010002581,2024,0010002581,4817.74,EUR
100,1000,0000000103,,20220915,0010002582,2023,0010002582,1317.95,EUR
100,2000,0000000416,,20220528,0010002583,2024,0010002583,3229.51,EUR
100,1000,0000000293,,20220606,0010002584,2023,0010002584,572.51,EUR
100,2000,0000000228,,20220111,0010002585,2024,0010002585,4069.18,EUR
100,1000,0000000197,,20230823,0010002586,2023,0010002586,4334.39,EUR
100,2000,0000000454,,20221203,0010002587,2024,0010002587,3617.01,EUR
100,1000,0000000148,,20230717,0010002588,2023,0010002588,1177.32,EUR
100,2000,0000000141,,20240422,0010002589,2024,0010002589,2916.08,EUR
100,1000,0000000153,,20240716,0010002590,2023,0010002590,1840.4,EUR
100,2000,0000000320,,20220520,0010002591,2024,0010002591,3929.66,EUR
100,1000,0000000387,,20221024,0010002592,2023,0010002592,3387.14,EUR
100,2000,0000000099,,20220917,0010002593,2024,0010002593,2670.12,EUR
100,1000,0000000094,,20231019,0010002594,2023,0010002594,103.76,EUR
100,2000,0000000268,,20240919,0010002595,2024,0010002595,3293.5,EUR
100,1000,0000000006,,20240824,0010002596,2023,0010002596,2994.17,EUR
100,2000,0000000120,,20231104,0010002597,2024,0010002597,1969.52,EUR
100,1000,0000000458,,20220420,0010002598,2023,0010002598,3230.04,EUR
