MANDT,BUKRS,LIFNR,UMSKS,BUDAT,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000023,,20231108,2023,0010001312,1034.12,EUR
100,2000,0000000128,,20240109,2024,0010001313,2210.35,EUR
100,1000,0000000190,,20231014,2023,0010001314,734.49,EUR
100,2000,0000000059,,20220611,2024,0010001315,2841.3,EUR
100,1000,0000000169,,20241120,2023,0010001316,894.85,EUR
100,2000,0000000194,,20240402,2024,0010001317,1903.2,EUR
100,1000,0000000157,,20241221,2023,0010001318,4150.66,EUR
100,2000,0000000096,,20241219,2024,0010001319,1846.28,EUR
100,1000,0000000154,,20220220,2023,0010001320,2940.95,EUR
100,2000,0000000065,,20230309,2024,0010001321,998.88,EUR
100,1000,0000000155,,20230724,2023,0010001322,3835.76,EUR
100,2000,0000000043,,20240515,2024,0010001323,2108.32,EUR
100,1000,0000000016,,20221103,2023,0010001324,4827.47,EUR
100,2000,0000000178,,20240607,2024,0010001325,3568.39,EUR
100,1000,0000000132,,20220913,2023,0010001326,4333.65,EUR
100,2000,0000000151,,20230523,2024,0010001327,3806.92,EUR
100,1000,0000000034,,20240915,2023,0010001328,4163.63,EUR
100,2000,0000000061,,20221127,2024,0010001329,2507.93,EUR
100,1000,0000000042,,20221003,2023,0010001330,3990.57,EUR
100,2000,0000000152,,20240729,2024,0010001331,1209.2,EUR
100,1000,0000000178,,20221027,2023,0010001332,1360.68,EUR
100,2000,0000000038,,20240816,2024,0010001333,4875.11,EUR
100,1000,0000000040,,20220804,2023,0010001334,1222.33,EUR
100,2000,0000000071,,20241225,2024,0010001335,4105.63,EUR
100,1000,0000000154,,20220203,2023,0010001336,1222.54,EUR
100,2000,0000000051,,20220212,2024,0010001337,3121.71,EUR
100,1000,0000000200,,20230106,2023,0010001338,4875.96,EUR
100,2000,0000000113,,20221215,2024,0010001339,1843.84,EUR
100,1000,0000000010,,20241211,2023,0010001340,2606.22,EUR
100,2000,0000000049,,20230502,2024,0010001341,4922.34,EUR
100,1000,0000000142,,20230629,2023,0010001342,1465.13,EUR
100,2000,0000000023,,20221216,2024,0010001343,1304.71,EUR
100,1000,0000000087,,20240613,2023,0010001344,387.3,EUR
100,2000,0000000015,,20220921,2024,0010001345,4556.47,EUR
100,1000,0000000005,,20240607,2023,0010001346,4951.29,EUR
100,2000,0000000157,,20230628,2024,0010001347,3178.22,EUR
100,1000,0000000182,,20231208,2023,0010001348,913.93,EUR
100,2000,0000000049,,20231225,2024,0010001349,2856.26,EUR
100,1000,0000000076,,20220430,2023,0010001350,205.83,EUR
100,2000,0000000178,,20221017,2024,0010001351,2840.12,EUR
100,1000,0000000171,,20240401,2023,0010001352,3883.8,EUR
100,2000,0000000198,,20221017,2024,0010001353,115.37,EUR
100,1000,0000000054,,20220117,2023,0010001354,1512.55,EUR
100,2000,0000000140,,20220831,2024,0010001355,3796.4,EUR
100,1000,0000000155,,20231111,2023,0010001356,171.29,EUR
100,2000,0000000157,,20230424,2024,0010001357,533.48,EUR
100,1000,0000000154,,20230403,2023,0010001358,3177.65,EUR
100,2000,0000000175,,20230527,2024,0010001359,4519.6,EUR
100,1000,0000000026,,20230412,2023,0010001360,1368.62,EUR
100,2000,0000000137,,20240419,2024,0010001361,1723.97,EUR
100,1000,0000000061,,20240623,2023,0010001362,769.85,EUR
100,2000,0000000160,,20240716,2024,0010001363,1381.63,EUR
100,1000,0000000047,,20230307,2023,0010001364,633.14,EUR
100,2000,0000000160,,20240119,2024,0010001365,168.28,EUR
100,1000,0000000157,,20220202,2023,0010001366,4506.88,EUR
100,2000,0000000180,,20240309,2024,0010001367,1858.06,EUR
100,1000,0000000005,,20221126,2023,0010001368,2531.58,EUR
100,2000,0000000046,,20220313,2024,0010001369,2084.83,EUR
100,1000,0000000011,,20230425,2023,0010001370,1459.63,EUR
100,2000,0000000056,,20240913,2024,0010001371,3402.64,EUR
100,1000,0000000049,,20230323,2023,0010001372,4403.48,EUR
100,2000,0000000015,,20241205,2024,0010001373,3163.21,EUR
100,1000,0000000126,,20241013,2023,0010001374,4120.86,EUR
100,2000,0000000171,,20240324,2024,0010001375,4994.45,EUR
100,1000,0000000134,,20220613,2023,0010001376,370.26,EUR
100,2000,0000000091,,20230227,2024,0010001377,3617.29,EUR
100,1000,0000000155,,20230610,2023,0010001378,4232.01,EUR
100,2000,0000000008,,20220110,2024,0010001379,4276.51,EUR
100,1000,0000000152,,20220928,2023,0010001380,691.81,EUR
100,2000,0000000119,,20240517,2024,0010001381,3803.51,EUR
100,1000,0000000070,,20240311,2023,0010001382,1319.96,EUR
100,2000,0000000080,,20230213,2024,0010001383,2111.58,EUR
100,1000,0000000169,,20240122,2023,0010001384,733.05,EUR
100,2000,0000000167,,20240626,2024,0010001385,1146.51,EUR
100,1000,0000000198,,20221116,2023,0010001386,2685.94,EUR
100,2000,0000000034,,20230606,2024,0010001387,4015.11,EUR
100,1000,0000000064,,20240630,2023,0010001388,4298.39,EUR
100,2000,0000000023,,20230119,2024,0010001389,4057.57,EUR
100,1000,0000000181,,20230713,2023,0010001390,2619.87,EUR
100,2000,0000000137,,20221111,2024,0010001391,1369.06,EUR
100,1000,0000000132,,20230405,2023,0010001392,1650.74,EUR
100,2000,0000000094,,20230131,2024,0010001393,2245.86,EUR
100,1000,0000000132,,20220608,2023,0010001394,1846.89,EUR
100,2000,0000000006,,20231112,2024,0010001395,3503.38,EUR
100,1000,0000000086,,20221225,2023,0010001396,2104.64,EUR
100,2000,0000000001,,20220705,2024,0010001397,3391.32,EUR
100,1000,0000000068,,20220713,2023,0010001398,2517.78,EUR
100,2000,0000000166,,20240129,2024,0010001399,1929.83,EUR
100,1000,0000000063,,20221001,2023,0010001400,4018.63,EUR
100,2000,0000000015,,20220603,2024,0010001401,2850.08,EUR
100,1000,0000000029,,20220113,2023,0010001402,3706.97,EUR
100,2000,0000000068,,20220204,2024,0010001403,520.64,EUR
100,1000,0000000121,,20240705,2023,0010001404,1466.87,EUR
100,2000,0000000098,,20241127,2024,0010001405,3993.09,EUR
100,1000,0000000016,,20230217,2023,0010001406,4012.03,EUR
100,2000,0000000064,,20240817,2024,0010001407,3998.94,EUR
100,1000,0000000009,,20221115,2023,0010001408,3828.76,EUR
100,2000,0000000174,,20230807,2024,0010001409,4997.35,EUR
100,1000,0000000171,,20230105,2023,0010001410,2438.65,EUR
100,2000,0000000077,,20221010,2024,0010001411,570.17,EUR
100,1000,0000000085,,20220112,2023,0010001412,1287.29,EUR
100,2000,0000000046,,20240406,2024,0010001413,4070.05,EUR
100,1000,0000000149,,20241214,2023,0010001414,3617.8,EUR
100,2000,0000000111,,20240612,2024,0010001415,1230.97,EUR
100,1000,0000000198,,20220611,2023,0010001416,4829.54,EUR
100,2000,0000000184,,20220303,2024,0010001417,4720.61,EUR
100,1000,0000000128,,20220501,2023,0010001418,605.48,EUR
100,2000,0000000091,,20221029,2024,0010001419,4075.37,EUR
100,1000,0000000037,,20240709,2023,0010001420,2091.89,EUR
100,2000,0000000170,,20240402,2024,0010001421,4511.09,EUR
100,1000,0000000152,,20231206,2023,0010001422,1769.08,EUR
100,2000,0000000021,,20220429,2024,0010001423,3830.48,EUR
100,1000,0000000053,,20231011,2023,0010001424,2884.26,EUR
100,2000,0000000071,,20230824,2024,0010001425,4446.05,EUR
100,1000,0000000088,,20230305,2023,0010001426,925.65,EUR
100,2000,0000000045,,20240828,2024,0010001427,4507.77,EUR
100,1000,0000000134,,20221101,2023,0010001428,4145.72,EUR
100,2000,0000000178,,20230220,2024,0010001429,438.41,EUR
100,1000,0000000117,,20220812,2023,0010001430,696.57,EUR
100,2000,0000000062,,20231202,2024,0010001431,721.51,EUR
100,1000,0000000082,,20240423,2023,0010001432,3158.77,EUR
100,2000,0000000168,,20231229,2024,0010001433,2354.36,EUR
100,1000,0000000179,,20240625,2023,0010001434,4785.0,EUR
100,2000,0000000026,,20221025,2024,0010001435,1317.83,EUR
100,1000,0000000133,,20240730,2023,0010001436,2532.99,EUR
100,2000,0000000141,,20240427,2024,0010001437,2957.11,EUR
100,1000,0000000068,,20220131,2023,0010001438,1222.59,EUR
100,2000,0000000001,,20230923,2024,0010001439,4097.45,EUR
100,1000,0000000116,,20241029,2023,0010001440,3171.74,EUR
100,2000,0000000182,,20220926,2024,0010001441,224.01,EUR
100,1000,0000000124,,20230622,2023,0010001442,1341.51,EUR
100,2000,0000000115,,20230504,2024,0010001443,966.66,EUR
100,1000,0000000029,,20230226,2023,0010001444,4098.15,EUR
100,2000,0000000083,,20220926,2024,0010001445,2502.72,EUR
100,1000,0000000002,,20220722,2023,0010001446,781.77,EUR
100,2000,0000000067,,20230730,2024,0010001447,1865.15,EUR
100,1000,0000000128,,20240904,2023,0010001448,4853.35,EUR
100,2000,0000000177,,20220824,2024,0010001449,4935.12,EUR
100,1000,0000000001,,20240906,2023,0010001450,4459.31,EUR
100,2000,0000000059,,20240407,2024,0010001451,4888.57,EUR
100,1000,0000000199,,20230913,2023,0010001452,2992.76,EUR
100,2000,0000000179,,20231107,2024,0010001453,4177.68,EUR
100,1000,0000000098,,20231212,2023,0010001454,3038.12,EUR
100,2000,0000000034,,20230516,2024,0010001455,3081.2,EUR
100,1000,0000000148,,20230401,2023,0010001456,1636.16,EUR
100,2000,0000000065,,20231121,2024,0010001457,4773.36,EUR
100,1000,0000000064,,20220909,2023,0010001458,1376.62,EUR
100,2000,0000000038,,20240916,2024,0010001459,2617.94,EUR
100,1000,0000000116,,20240623,2023,0010001460,1500.88,EUR
100,2000,0000000005,,20220308,2024,0010001461,654.88,EUR
100,1000,0000000188,,20230306,2023,0010001462,4607.23,EUR
100,2000,0000000165,,20230520,2024,0010001463,2599.9,EUR
100,1000,0000000024,,20230630,2023,0010001464,4393.82,EUR
100,2000,0000000080,,20240930,2024,0010001465,3483.01,EUR
100,1000,0000000033,,20240810,2023,0010001466,3014.42,EUR
100,2000,0000000067,,20220115,2024,0010001467,391.6,EUR
100,1000,0000000004,,20221229,2023,0010001468,3634.92,EUR
100,2000,0000000162,,20220330,2024,0010001469,4480.57,EUR
100,1000,0000000129,,20240606,2023,0010001470,589.9,EUR
100,2000,0000000138,,20230904,2024,0010001471,4599.05,EUR
100,1000,0000000051,,20240908,2023,0010001472,3033.66,EUR
100,2000,0000000175,,20220703,2024,0010001473,4287.53,EUR
100,1000,0000000065,,20240714,2023,0010001474,2450.22,EUR
100,2000,0000000099,,20230508,2024,0010001475,3995.83,EUR
100,1000,0000000176,,20240514,2023,0010001476,2152.85,EUR
100,2000,0000000119,,20240329,2024,0010001477,4541.05,EUR
100,1000,0000000168,,20230902,2023,0010001478,4348.72,EUR
100,2000,0000000026,,20241227,2024,0010001479,1781.14,EUR
100,1000,0000000197,,20240222,2023,0010001480,122.25,EUR
100,2000,0000000012,,20220106,2024,0010001481,4290.23,EUR
100,1000,0000000021,,20240309,2023,0010001482,4301.73,EUR
100,2000,0000000172,,20220916,2024,0010001483,764.91,EUR
100,1000,0000000198,,20230105,2023,0010001484,977.28,EUR
100,2000,0000000119,,20230625,2024,0010001485,4465.61,EUR
100,1000,0000000137,,20240604,2023,0010001486,1991.57,EUR
100,2000,0000000164,,20240520,2024,0010001487,1096.81,EUR
100,1000,0000000020,,20220123,2023,0010001488,805.73,EUR
100,2000,0000000150,,20230530,2024,0010001489,4170.6,EUR
100,1000,0000000147,,20240602,2023,0010001490,4052.52,EUR
100,2000,0000000024,,20241121,2024,0010001491,3811.64,EUR
100,1000,0000000082,,20241210,2023,0010001492,4676.55,EUR
100,2000,0000000190,,20230722,2024,0010001493,1982.22,EUR
100,1000,0000000072,,20230914,2023,0010001494,4810.06,EUR
100,2000,0000000175,,20230527,2024,0010001495,4917.12,EUR
100,1000,0000000095,,20220410,2023,0010001496,4830.47,EUR
100,2000,0000000175,,20230921,2024,0010001497,3714.29,EUR
100,1000,0000000010,,20220408,2023,0010001498,2882.72,EUR
100,2000,0000000098,,20231031,2024,0010001499,4254.19,EUR
100,1000,0000000124,,20240410,2023,0010001500,924.44,EUR
100,2000,0000000100,,20221014,2024,0010001501,106.58,EUR
100,1000,0000000188,,20220408,2023,0010001502,475.14,EUR
100,2000,0000000073,,20220109,2024,0010001503,1052.56,EUR
100,1000,0000000037,,20240810,2023,0010001504,2721.32,EUR
100,2000,0000000036,,20231022,2024,0010001505,3950.91,EUR
100,1000,0000000118,,20230601,2023,0010001506,2757.74,EUR
100,2000,0000000149,,20221027,2024,0010001507,2081.29,EUR
100,1000,0000000160,,20241209,2023,0010001508,2151.83,EUR
100,2000,0000000137,,20231206,2024,0010001509,2438.09,EUR
100,1000,0000000168,,20230725,2023,0010001510,2606.82,EUR
100,2000,0000000079,,20230124,2024,0010001511,3619.12,EUR
100,1000,0000000171,,20240331,2023,0010001512,2742.49,EUR
100,2000,0000000145,,20240210,2024,0010001513,4482.86,EUR
100,1000,0000000080,,20230831,2023,0010001514,227.35,EUR
100,2000,0000000061,,20220610,2024,0010001515,4607.62,EUR
100,1000,0000000122,,20220621,2023,0010001516,3501.4,EUR
100,2000,0000000096,,20220428,2024,0010001517,868.18,EUR
100,1000,0000000198,,20240809,2023,0010001518,2194.85,EUR
100,2000,0000000041,,20221016,2024,0010001519,2172.44,EUR
100,1000,0000000125,,20220426,2023,0010001520,751.66,EUR
100,2000,0000000152,,20231212,2024,0010001521,2667.77,EUR
100,1000,0000000142,,20230110,2023,0010001522,194.3,EUR
100,2000,0000000140,,20230618,2024,0010001523,3927.99,EUR
100,1000,0000000073,,20221202,2023,0010001524,3001.41,EUR
100,2000,0000000085,,20220811,2024,0010001525,1153.02,EUR
100,1000,0000000155,,20230704,2023,0010001526,4454.0,EUR
100,2000,0000000064,,20220617,2024,0010001527,4738.43,EUR
100,1000,0000000168,,20230330,2023,0010001528,2161.43,EUR
100,2000,0000000170,,20221229,2024,0010001529,1605.67,EUR
100,1000,0000000138,,20241031,2023,0010001530,1022.88,EUR
100,2000,0000000173,,20230930,2024,0010001531,1648.04,EUR
100,1000,0000000120,,20231205,2023,0010001532,153.33,EUR
100,2000,0000000001,,20230905,2024,0010001533,2981.99,EUR
100,1000,0000000020,,20230824,2023,0010001534,4944.99,EUR
100,2000,0000000075,,20231206,2024,0010001535,2171.95,EUR
100,1000,0000000182,,20231022,2023,0010001536,4037.02,EUR
100,2000,0000000102,,20220306,2024,0010001537,1499.74,EUR
100,1000,0000000192,,20220827,2023,0010001538,290.84,EUR
100,2000,0000000105,,20230530,2024,0010001539,492.48,EUR
100,1000,0000000061,,20221129,2023,0010001540,4755.58,EUR
100,2000,0000000090,,20240706,2024,0010001541,4464.24,EUR
100,1000,0000000031,,20220106,2023,0010001542,1999.74,EUR
100,2000,0000000002,,20230517,2024,0010001543,518.9,EUR
100,1000,0000000123,,20220518,2023,0010001544,862.91,EUR
100,2000,0000000007,,20221123,2024,0010001545,1233.7,EUR
100,1000,0000000115,,20220327,2023,0010001546,432.37,EUR
100,2000,0000000091,,20240116,2024,0010001547,1060.28,EUR
100,1000,0000000111,,20230227,2023,0010001548,4834.21,EUR
100,2000,0000000179,,20230915,2024,0010001549,2388.29,EUR
100,1000,0000000139,,20240526,2023,0010001550,639.76,EUR
100,2000,0000000132,,20231214,2024,0010001551,2169.16,EUR
100,1000,0000000070,,20240211,2023,0010001552,1459.73,EUR
100,2000,0000000099,,20230707,2024,0010001553,1939.71,EUR
100,1000,0000000052,,20240918,2023,0010001554,2186.7,EUR
100,2000,0000000103,,20230209,2024,0010001555,3838.63,EUR
100,1000,0000000034,,20220628,2023,0010001556,2812.98,EUR
100,2000,0000000129,,20240912,2024,0010001557,2865.06,EUR
100,1000,0000000102,,20220330,2023,0010001558,1539.29,EUR
100,2000,0000000061,,20230225,2024,0010001559,2683.41,EUR
100,1000,0000000082,,20231031,2023,0010001560,1948.56,EUR
100,2000,0000000026,,20220320,2024,0010001561,3636.65,EUR
100,1000,0000000059,,20240116,2023,0010001562,153.86,EUR
100,2000,0000000121,,20220612,2024,0010001563,4051.62,EUR
100,1000,0000000008,,20221008,2023,0010001564,2903.7,EUR
100,2000,0000000084,,20220105,2024,0010001565,1762.15,EUR
100,1000,0000000187,,20240704,2023,0010001566,4435.76,EUR
100,2000,0000000018,,20221031,2024,0010001567,4444.48,EUR
100,1000,0000000150,,20230803,2023,0010001568,1887.81,EUR
100,2000,0000000104,,20230119,2024,0010001569,3124.19,EUR
100,1000,0000000080,,20240427,2023,0010001570,4443.76,EUR
100,2000,0000000119,,20240413,2024,0010001571,3501.48,EUR
100,1000,0000000094,,20231101,2023,0010001572,4390.27,EUR
100,2000,0000000172,,20220519,2024,0010001573,1826.58,EUR
100,1000,0000000030,,20231010,2023,0010001574,2955.28,EUR
100,2000,0000000090,,20231110,2024,0010001575,2245.09,EUR
100,1000,0000000023,,20231001,2023,0010001576,2668.97,EUR
100,2000,0000000043,,20241208,2024,0010001577,3617.07,EUR
100,1000,0000000038,,20230609,2023,0010001578,4931.54,EUR
100,2000,0000000125,,20220123,2024,0010001579,3833.32,EUR
100,1000,0000000160,,20221113,2023,0010001580,2910.67,EUR
100,2000,0000000150,,20230818,2024,0010001581,3964.24,EUR
100,1000,0000000027,,20230414,2023,0010001582,3819.29,EUR
100,2000,0000000005,,20230109,2024,0010001583,1049.39,EUR
100,1000,0000000198,,20230520,2023,0010001584,2865.0,EUR
100,2000,0000000066,,20220701,2024,0010001585,2999.98,EUR
100,1000,0000000092,,20240202,2023,0010001586,884.18,EUR
100,2000,0000000180,,20240317,2024,0010001587,4354.6,EUR
100,1000,0000000142,,20241024,2023,0010001588,1332.88,EUR
100,2000,0000000095,,20240117,2024,0010001589,4765.17,EUR
100,1000,0000000052,,20231014,2023,0010001590,286.03,EUR
100,2000,0000000134,,20231216,2024,0010001591,2572.54,EUR
100,1000,0000000133,,20240702,2023,0010001592,767.37,EUR
100,2000,0000000037,,20241218,2024,0010001593,2953.05,EUR
100,1000,0000000157,,20221024,2023,0010001594,3954.26,EUR
100,2000,0000000133,,20240501,2024,0010001595,2334.12,EUR
100,1000,0000000016,,20220831,2023,0010001596,4185.19,EUR
100,2000,0000000012,,20241120,2024,0010001597,2320.01,EUR
100,1000,0000000122,,20220325,2023,0010001598,1831.38,EUR
100,2000,0000000001,,20241117,2024,0010001599,1825.0,EUR
100,1000,0000000114,,20220723,2023,0010001600,1796.96,EUR
100,2000,0000000197,,20230219,2024,0010001601,3255.41,EUR
100,1000,0000000113,,20230704,2023,0010001602,3279.58,EUR
100,2000,0000000066,,20241205,2024,0010001603,2759.85,EUR
100,1000,0000000186,,20241117,2023,0010001604,1326.18,EUR
100,2000,0000000123,,20240204,2024,0010001605,998.17,EUR
100,1000,0000000170,,20240128,2023,0010001606,215.49,EUR
100,2000,0000000047,,20231225,2024,0010001607,3014.01,EUR
100,1000,0000000071,,20230508,2023,0010001608,3815.35,EUR
100,2000,0000000196,,20240901,2024,0010001609,4284.25,EUR
100,1000,0000000083,,20220606,2023,0010001610,4590.62,EUR
100,2000,0000000006,,20231012,2024,0010001611,1068.09,EUR
100,1000,0000000119,,20241007,2023,0010001612,2417.6,EUR
100,2000,0000000172,,20240224,2024,0010001613,1508.08,EUR
100,1000,0000000034,,20240831,2023,0010001614,1796.72,EUR
100,2000,0000000032,,20241121,2024,0010001615,3960.44,EUR
100,1000,0000000054,,20230118,2023,0010001616,1475.81,EUR
100,2000,0000000045,,20221222,2024,0010001617,2959.46,EUR
100,1000,0000000077,,20231202,2023,0010001618,2896.0,EUR
100,2000,0000000169,,20240706,2024,0010001619,2092.35,EUR
100,1000,0000000003,,20240511,2023,0010001620,1595.73,EUR
100,2000,0000000087,,20240514,2024,0010001621,2602.94,EUR
100,1000,0000000060,,20230818,2023,0010001622,3136.27,EUR
100,2000,0000000165,,20230625,2024,0010001623,2972.1,EUR
100,1000,0000000001,,20241103,2023,0010001624,1102.6,EUR
100,2000,0000000011,,20220118,2024,0010001625,4118.7,EUR
100,1000,0000000079,,20230405,2023,0010001626,1752.7,EUR
100,2000,0000000068,,20220719,2024,0010001627,2725.87,EUR
100,1000,0000000182,,20230509,2023,0010001628,941.82,EUR
100,2000,0000000123,,20230705,2024,0010001629,4729.6,EUR
100,1000,0000000101,,20240127,2023,0010001630,1604.06,EUR
100,2000,0000000015,,20240601,2024,0010001631,4992.4,EUR
100,1000,0000000136,,20240309,2023,0010001632,2612.81,EUR
100,2000,0000000126,,20230105,2024,0010001633,562.9,EUR
100,1000,0000000018,,20231104,2023,0010001634,4190.45,EUR
100,2000,0000000010,,20240908,2024,0010001635,3378.53,EUR
100,1000,0000000088,,20230612,2023,0010001636,1603.2,EUR
100,2000,0000000136,,20221013,2024,0010001637,4533.22,EUR
100,1000,0000000047,,20220507,2023,0010001638,3059.91,EUR
100,2000,0000000049,,20220520,2024,0010001639,3534.1,EUR
100,1000,0000000028,,20221126,2023,0010001640,3055.55,EUR
100,2000,0000000065,,20241025,2024,0010001641,3234.39,EUR
100,1000,0000000158,,20220331,2023,0010001642,1095.44,EUR
100,2000,0000000056,,20231030,2024,0010001643,1210.57,EUR
100,1000,0000000012,,20230526,2023,0010001644,1739.05,EUR
100,2000,0000000187,,20231211,2024,0010001645,4125.22,EUR
100,1000,0000000189,,20240603,2023,0010001646,505.59,EUR
100,2000,0000000079,,20220501,2024,0010001647,1685.89,EUR
100,1000,0000000057,,20220109,2023,0010001648,212.93,EUR
100,2000,0000000030,,20230324,2024,0010001649,2617.35,EUR
100,1000,0000000192,,20230708,2023,0010001650,217.8,EUR
100,2000,0000000094,,20231113,2024,0010001651,3398.4,EUR
100,1000,0000000059,,20220126,2023,0010001652,576.33,EUR
100,2000,0000000064,,20240202,2024,0010001653,4204.26,EUR
100,1000,0000000100,,20230403,2023,0010001654,2955.96,EUR
100,2000,0000000022,,20240423,2024,0010001655,3702.51,EUR
100,1000,0000000011,,20220502,2023,0010001656,1483.37,EUR
100,2000,0000000191,,20221228,2024,0010001657,3950.59,EUR
100,1000,0000000161,,20230311,2023,0010001658,4298.47,EUR
100,2000,0000000040,,20240112,2024,0010001659,2606.1,EUR
100,1000,0000000111,,20220522,2023,0010001660,1483.48,EUR
100,2000,0000000094,,20241105,2024,0010001661,2591.23,EUR
100,1000,0000000121,,20230823,2023,0010001662,2771.21,EUR
100,2000,0000000041,,20220401,2024,0010001663,1298.49,EUR
100,1000,0000000175,,20240908,2023,0010001664,2291.56,EUR
100,2000,0000000014,,20230313,2024,0010001665,4022.25,EUR
100,1000,0000000067,,20240323,2023,0010001666,3769.14,EUR
100,2000,0000000004,,20240614,2024,0010001667,1123.64,EUR
100,1000,0000000145,,20220827,2023,0010001668,1576.51,EUR
100,2000,0000000016,,20241225,2024,0010001669,4061.79,EUR
100,1000,0000000078,,20240612,2023,0010001670,3762.65,EUR
100,2000,0000000055,,20230620,2024,0010001671,3670.43,EUR
100,1000,0000000071,,20230930,2023,0010001672,3002.24,EUR
100,2000,0000000001,,20240629,2024,0010001673,1013.92,EUR
100,1000,0000000001,,20230724,2023,0010001674,2267.34,EUR
100,2000,0000000047,,20230528,2024,0010001675,458.94,EUR
100,1000,0000000006,,20230224,2023,0010001676,4932.28,EUR
100,2000,0000000159,,20231016,2024,0010001677,2660.15,EUR
100,1000,0000000169,,20230403,2023,0010001678,4886.12,EUR
100,2000,0000000011,,20230616,2024,0010001679,4589.3,EUR
100,1000,0000000163,,20230106,2023,0010001680,3893.82,EUR
100,2000,0000000032,,20241228,2024,0010001681,3759.67,EUR
100,1000,0000000085,,20220128,2023,0010001682,870.92,EUR
100,2000,0000000087,,20220704,2024,0010001683,3781.48,EUR
100,1000,0000000152,,20231010,2023,0010001684,4677.3,EUR
100,2000,0000000096,,20221118,2024,0010001685,4145.73,EUR
100,1000,0000000025,,20220224,2023,0010001686,665.27,EUR
100,2000,0000000014,,20230514,2024,0010001687,860.21,EUR
100,1000,0000000011,,20220129,2023,0010001688,2068.68,EUR
100,2000,0000000187,,20221125,2024,0010001689,2639.6,EUR
100,1000,0000000019,,20240214,2023,0010001690,3252.37,EUR
100,2000,0000000186,,20220726,2024,0010001691,3803.07,EUR
100,1000,0000000011,,20240319,2023,0010001692,155.99,EUR
100,2000,0000000139,,20230421,2024,0010001693,2392.26,EUR
100,1000,0000000048,,20231113,2023,0010001694,3861.81,EUR
100,2000,0000000128,,20240902,2024,0010001695,695.83,EUR
100,1000,0000000105,,20230830,2023,0010001696,2467.68,EUR
100,2000,0000000136,,20240813,2024,0010001697,3838.99,EUR
100,1000,0000000184,,20220510,2023,0010001698,4442.33,EUR
100,2000,0000000086,,20240111,2024,0010001699,3317.38,EUR
100,1000,0000000008,,20241108,2023,0010001700,191.43,EUR
100,2000,0000000041,,20230326,2024,0010001701,4363.52,EUR
100,1000,0000000150,,20230407,2023,0010001702,2764.15,EUR
100,2000,0000000076,,20230428,2024,0010001703,2146.14,EUR
100,1000,0000000032,,20240309,2023,0010001704,3694.46,EUR
100,2000,0000000011,,20221228,2024,0010001705,3441.29,EUR
100,1000,0000000091,,20230927,2023,0010001706,1596.59,EUR
100,2000,0000000166,,20240421,2024,0010001707,3690.94,EUR
100,1000,0000000195,,20230830,2023,0010001708,4975.17,EUR
100,2000,0000000097,,20240102,2024,0010001709,1387.28,EUR
100,1000,0000000035,,20230816,2023,0010001710,4910.87,EUR
100,2000,0000000035,,20231218,2024,0010001711,4598.08,EUR
100,1000,0000000139,,20240314,2023,0010001712,4414.76,EUR
100,2000,0000000081,,20220131,2024,0010001713,210.54,EUR
100,1000,0000000134,,20230415,2023,0010001714,4699.98,EUR
100,2000,0000000122,,20221020,2024,0010001715,3425.63,EUR
100,1000,0000000073,,20230325,2023,0010001716,867.86,EUR
100,2000,0000000097,,20240517,2024,0010001717,1530.84,EUR
100,1000,0000000032,,20240408,2023,0010001718,3489.29,EUR
100,2000,0000000022,,20220721,2024,0010001719,3733.42,EUR
100,1000,0000000157,,20231007,2023,0010001720,3399.08,EUR
100,2000,0000000072,,20220331,2024,0010001721,4746.75,EUR
100,1000,0000000185,,20220210,2023,0010001722,4947.68,EUR
100,2000,0000000102,,20240518,2024,0010001723,521.6,EUR
100,1000,0000000101,,20230610,2023,0010001724,2091.87,EUR
100,2000,0000000031,,20220815,2024,0010001725,1333.48,EUR
100,1000,0000000137,,20220718,2023,0010001726,4998.89,EUR
100,2000,0000000136,,20230628,2024,0010001727,205.97,EUR
100,1000,0000000082,,20221209,2023,0010001728,1314.65,EUR
100,2000,0000000088,,20220804,2024,0010001729,4202.04,EUR
100,1000,0000000073,,20230930,2023,0010001730,4739.4,EUR
100,2000,0000000170,,20230716,2024,0010001731,2840.34,EUR
100,1000,0000000040,,20220927,2023,0010001732,2042.79,EUR
100,2000,0000000200,,20220524,2024,0010001733,3923.4,EUR
100,1000,0000000104,,20220917,2023,0010001734,3948.48,EUR
100,2000,0000000042,,20221206,2024,0010001735,2469.08,EUR
100,1000,0000000102,,20240919,2023,0010001736,3836.03,EUR
100,2000,0000000073,,20221209,2024,0010001737,4668.47,EUR
100,1000,0000000022,,20231017,2023,0010001738,1096.77,EUR
100,2000,0000000140,,20241217,2024,0010001739,1291.98,EUR
100,1000,0000000157,,20241210,2023,0010001740,3247.59,EUR
100,2000,0000000110,,20230510,2024,0010001741,4249.6,EUR
100,1000,0000000119,,20241115,2023,0010001742,4210.22,EUR
100,2000,0000000192,,20220804,2024,0010001743,1037.12,EUR
100,1000,0000000135,,20231029,2023,0010001744,353.25,EUR
100,2000,0000000098,,20230204,2024,0010001745,1724.2,EUR
100,1000,0000000172,,20220501,2023,0010001746,3158.95,EUR
100,2000,0000000046,,20231011,2024,0010001747,906.79,EUR
100,1000,0000000056,,20230525,2023,0010001748,269.06,EUR
100,2000,0000000082,,20240301,2024,0010001749,1932.92,EUR
