MANDT,PERNR,ENDDA,BEGDA,BUKRS,WERKS,KOSTL,ORGEH,PLANS
100,00001266,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00001267,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00001268,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00001269,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00001270,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00001271,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00001272,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00001273,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00001274,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00001275,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00001276,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00001277,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00001278,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00001279,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00001280,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00001281,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00001282,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00001283,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00001284,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00001285,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00001286,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00001287,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00001288,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00001289,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00001290,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00001291,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00001292,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00001293,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00001294,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00001295,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00001296,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00001297,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00001298,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00001299,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00001300,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00001301,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00001302,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00001303,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00001304,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00001305,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00001306,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00001307,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00001308,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00001309,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00001310,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00001311,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00001312,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00001313,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00001314,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00001315,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00001316,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00001317,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00001318,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00001319,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00001320,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00001321,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00001322,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00001323,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00001324,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00001325,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00001326,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00001327,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00001328,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00001329,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00001330,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00001331,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00001332,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00001333,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00001334,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00001335,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00001336,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00001337,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00001338,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00001339,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00001340,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00001341,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00001342,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00001343,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00001344,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00001345,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00001346,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00001347,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00001348,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00001349,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00001350,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00001351,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00001352,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00001353,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00001354,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00001355,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00001356,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00001357,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00001358,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00001359,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00001360,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00001361,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00001362,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00001363,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00001364,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00001365,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00001366,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00001367,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00001368,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00001369,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00001370,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00001371,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00001372,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00001373,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00001374,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00001375,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00001376,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00001377,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00001378,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00001379,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00001380,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00001381,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00001382,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00001383,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00001384,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00001385,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00001386,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00001387,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00001388,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00001389,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00001390,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00001391,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00001392,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00001393,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00001394,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00001395,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00001396,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00001397,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00001398,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00001399,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00001400,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00001401,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00001402,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00001403,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00001404,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00001405,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00001406,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00001407,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00001408,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00001409,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00001410,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00001411,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00001412,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00001413,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00001414,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00001415,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00001416,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00001417,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00001418,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00001419,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00001420,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00001421,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00001422,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00001423,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00001424,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00001425,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00001426,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00001427,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00001428,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00001429,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00001430,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00001431,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00001432,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00001433,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00001434,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00001435,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00001436,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00001437,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00001438,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00001439,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00001440,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00001441,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00001442,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00001443,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00001444,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00001445,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00001446,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00001447,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00001448,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00001449,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00001450,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00001451,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00001452,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00001453,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00001454,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00001455,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00001456,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00001457,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00001458,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00001459,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00001460,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00001461,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00001462,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00001463,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00001464,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00001465,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00001466,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00001467,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00001468,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00001469,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00001470,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00001471,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00001472,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00001473,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00001474,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00001475,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00001476,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00001477,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00001478,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00001479,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00001480,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00001481,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00001482,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00001483,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00001484,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00001485,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00001486,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00001487,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00001488,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00001489,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00001490,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00001491,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00001492,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00001493,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00001494,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00001495,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00001496,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00001497,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00001498,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00001499,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00001500,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00001501,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00001502,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00001503,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00001504,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00001505,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00001506,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00001507,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00001508,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00001509,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00001510,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00001511,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00001512,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00001513,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00001514,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00001515,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00001516,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00001517,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00001518,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00001519,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00001520,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00001521,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00001522,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00001523,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00001524,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00001525,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00001526,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00001527,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00001528,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00001529,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00001530,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00001531,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00001532,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00001533,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00001534,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00001535,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00001536,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00001537,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00001538,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00001539,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00001540,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00001541,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00001542,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00001543,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00001544,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00001545,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00001546,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00001547,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00001548,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00001549,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00001550,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00001551,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00001552,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00001553,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00001554,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00001555,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00001556,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00001557,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00001558,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00001559,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00001560,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00001561,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00001562,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00001563,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00001564,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00001565,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00001566,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00001567,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00001568,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00001569,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00001570,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00001571,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00001572,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00001573,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00001574,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00001575,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00001576,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00001577,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00001578,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00001579,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00001580,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00001581,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00001582,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00001583,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00001584,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00001585,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00001586,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00001587,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00001588,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00001589,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00001590,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00001591,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00001592,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00001593,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00001594,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00001595,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00001596,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00001597,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00001598,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00001599,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00001600,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00001601,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00001602,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00001603,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00001604,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00001605,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00001606,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00001607,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00001608,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00001609,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00001610,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00001611,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00001612,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00001613,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00001614,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00001615,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00001616,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00001617,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00001618,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00001619,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00001620,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00001621,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00001622,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00001623,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00001624,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00001625,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00001626,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00001627,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00001628,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00001629,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00001630,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00001631,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00001632,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00001633,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00001634,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00001635,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00001636,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00001637,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00001638,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00001639,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00001640,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00001641,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00001642,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00001643,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00001644,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00001645,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00001646,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00001647,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00001648,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00001649,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00001650,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00001651,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00001652,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00001653,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00001654,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00001655,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00001656,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00001657,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00001658,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00001659,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00001660,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00001661,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00001662,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00001663,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00001664,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00001665,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00001666,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00001667,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00001668,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00001669,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00001670,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00001671,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00001672,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00001673,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00001674,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00001675,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00001676,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00001677,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00001678,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00001679,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00001680,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00001681,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00001682,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00001683,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00001684,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00001685,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00001686,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00001687,99991231,20200101,1000,0007,0000004600,00000007,00000037
