MANDT,RLDNR,BUKRS,GJAHR,BELNR,DOCLN,RACCT,KOSTL,HSL,RHCUR,BUDAT
100,0L,2000,2024,0010004009,000005,100009,0000001900,8337.09,EUR,20241031
100,0L,1000,2023,0010004010,000001,100010,0000002000,2908.6,EUR,20221102
100,0L,2000,2024,0010004011,000002,100011,0000002100,4367.16,EUR,20230126
100,0L,1000,2023,0010004012,000003,100012,0000002200,6085.81,EUR,20230312
100,0L,2000,2024,0010004013,000004,100013,0000002300,950.25,EUR,20230819
100,0L,1000,2023,0010004014,000005,100014,0000002400,2968.81,EUR,20241226
100,0L,2000,2024,0010004015,000001,100015,0000002500,2505.8,EUR,20231204
100,0L,1000,2023,0010004016,000002,100016,0000002600,5628.61,EUR,20240614
100,0L,2000,2024,0010004017,000003,100017,0000002700,3765.16,EUR,20231007
100,0L,1000,2023,0010004018,000004,100018,0000002800,3729.9,EUR,20220522
100,0L,2000,2024,0010004019,000005,100019,0000002900,354.77,EUR,20230131
100,0L,1000,2023,0010004020,000001,100020,0000003000,1008.08,EUR,20231029
100,0L,2000,2024,0010004021,000002,100021,0000003100,1230.3,EUR,20221109
100,0L,1000,2023,0010004022,000003,100022,0000003200,7643.97,EUR,20220605
100,0L,2000,2024,0010004023,000004,100023,0000003300,5965.23,EUR,20241209
100,0L,1000,2023,0010004024,000005,100024,0000003400,4433.59,EUR,20230120
100,0L,2000,2024,0010004025,000001,100025,0000003500,3117.33,EUR,20240915
100,0L,1000,2023,0010004026,000002,100026,0000003600,3262.16,EUR,20230216
100,0L,2000,2024,0010004027,000003,100027,0000003700,4178.22,EUR,20230704
100,0L,1000,2023,0010004028,000004,100028,0000003800,2747.33,EUR,20220105
100,0L,2000,2024,0010004029,000005,100029,0000003900,3989.06,EUR,20220830
100,0L,1000,2023,0010004030,000001,100030,0000004000,6064.62,EUR,20220210
100,0L,2000,2024,0010004031,000002,100031,0000004100,4887.03,EUR,20230813
100,0L,1000,2023,0010004032,000003,100032,0000004200,6084.04,EUR,20221113
100,0L,2000,2024,0010004033,000004,100033,0000004300,3707.65,EUR,20220514
100,0L,1000,2023,0010004034,000005,100034,0000004400,3115.26,EUR,20241006
100,0L,2000,2024,0010004035,000001,100035,0000004500,3076.91,EUR,20230904
100,0L,1000,2023,0010004036,000002,100036,0000004600,5464.21,EUR,20240718
100,0L,2000,2024,0010004037,000003,100037,0000004700,9014.0,EUR,20240118
100,0L,1000,2023,0010004038,000004,100038,0000004800,8667.44,EUR,20241018
100,0L,2000,2024,0010004039,000005,100039,0000004900,1446.98,EUR,20220217
100,0L,1000,2023,0010004040,000001,100040,0000005000,4910.02,EUR,20220924
100,0L,2000,2024,0010004041,000002,100041,0000005100,9351.37,EUR,20230830
100,0L,1000,2023,0010004042,000003,100042,0000005200,1238.62,EUR,20220929
100,0L,2000,2024,0010004043,000004,100043,0000005300,2018.57,EUR,20230217
100,0L,1000,2023,0010004044,000005,100044,0000005400,9236.15,EUR,20240401
100,0L,2000,2024,0010004045,000001,100045,0000005500,4370.91,EUR,20240703
100,0L,1000,2023,0010004046,000002,100046,0000005600,9281.71,EUR,20221021
100,0L,2000,2024,0010004047,000003,100047,0000005700,8288.7,EUR,20220731
100,0L,1000,2023,0010004048,000004,100048,0000005800,8107.83,EUR,20230210
100,0L,2000,2024,0010004049,000005,100049,0000005900,4649.58,EUR,20221013
100,0L,1000,2023,0010004050,000001,100050,0000001000,5597.8,EUR,20230209
100,0L,2000,2024,0010004051,000002,100051,0000001100,4849.61,EUR,20230907
100,0L,1000,2023,0010004052,000003,100052,0000001200,3955.78,EUR,20230310
100,0L,2000,2024,0010004053,000004,100053,0000001300,7963.48,EUR,20240327
100,0L,1000,2023,0010004054,000005,100054,0000001400,4706.81,EUR,20241023
100,0L,2000,2024,0010004055,000001,100055,0000001500,3481.37,EUR,20241219
100,0L,1000,2023,0010004056,000002,100056,0000001600,5943.67,EUR,20240901
100,0L,2000,2024,0010004057,000003,100057,0000001700,6811.76,EUR,20231106
100,0L,1000,2023,0010004058,000004,100058,0000001800,4636.19,EUR,20240514
100,0L,2000,2024,0010004059,000005,100059,0000001900,2868.32,EUR,20240623
100,0L,1000,2023,0010004060,000001,100060,0000002000,5894.35,EUR,20241220
100,0L,2000,2024,0010004061,000002,100061,0000002100,6985.08,EUR,20240427
100,0L,1000,2023,0010004062,000003,100062,0000002200,3465.96,EUR,20220627
100,0L,2000,2024,0010004063,000004,100063,0000002300,4321.82,EUR,20231114
100,0L,1000,2023,0010004064,000005,100064,0000002400,2473.79,EUR,20240221
100,0L,2000,2024,0010004065,000001,100065,0000002500,3677.31,EUR,20240331
100,0L,1000,2023,0010004066,000002,100066,0000002600,4800.79,EUR,20240904
100,0L,2000,2024,0010004067,000003,100067,0000002700,1676.1,EUR,20221017
100,0L,1000,2023,0010004068,000004,100068,0000002800,1429.91,EUR,20220125
100,0L,2000,2024,0010004069,000005,100069,0000002900,7384.1,EUR,20230708
100,0L,1000,2023,0010004070,000001,100070,0000003000,2794.91,EUR,20240214
100,0L,2000,2024,0010004071,000002,100071,0000003100,9995.93,EUR,20230403
100,0L,1000,2023,0010004072,000003,100072,0000003200,244.91,EUR,20241114
100,0L,2000,2024,0010004073,000004,100073,0000003300,6451.99,EUR,20241108
100,0L,1000,2023,0010004074,000005,100074,0000003400,8002.84,EUR,20220921
100,0L,2000,2024,0010004075,000001,100075,0000003500,8844.3,EUR,20230908
100,0L,1000,2023,0010004076,000002,100076,0000003600,9831.53,EUR,20230811
100,0L,2000,2024,0010004077,000003,100077,0000003700,7134.14,EUR,20230622
100,0L,1000,2023,0010004078,000004,100078,0000003800,5916.53,EUR,20230523
100,0L,2000,2024,0010004079,000005,100079,0000003900,6687.08,EUR,20240410
100,0L,1000,2023,0010004080,000001,100080,0000004000,7887.43,EUR,20221127
100,0L,2000,2024,0010004081,000002,100081,0000004100,5495.43,EUR,20240118
100,0L,1000,2023,0010004082,000003,100082,0000004200,6820.42,EUR,20230705
100,0L,2000,2024,0010004083,000004,100083,0000004300,5281.03,EUR,20220516
100,0L,1000,2023,0010004084,000005,100084,0000004400,5201.93,EUR,20230802
100,0L,2000,2024,0010004085,000001,100085,0000004500,9340.73,EUR,20240414
100,0L,1000,2023,0010004086,000002,100086,0000004600,3450.71,EUR,20230429
100,0L,2000,2024,0010004087,000003,100087,0000004700,7902.28,EUR,20241204
100,0L,1000,2023,0010004088,000004,100088,0000004800,8365.37,EUR,20220603
100,0L,2000,2024,0010004089,000005,100089,0000004900,2797.2,EUR,20230721
100,0L,1000,2023,0010004090,000001,100090,0000005000,2971.13,EUR,20240311
100,0L,2000,2024,0010004091,000002,100091,0000005100,664.64,EUR,20220519
100,0L,1000,2023,0010004092,000003,100092,0000005200,4834.23,EUR,20230121
100,0L,2000,2024,0010004093,000004,100093,0000005300,6164.64,EUR,20221016
100,0L,1000,2023,0010004094,000005,100094,0000005400,4051.46,EUR,20220331
100,0L,2000,2024,0010004095,000001,100095,0000005500,3750.59,EUR,20220722
100,0L,1000,2023,0010004096,000002,100096,0000005600,3452.28,EUR,20221203
100,0L,2000,2024,0010004097,000003,100097,0000005700,6285.96,EUR,20221116
100,0L,1000,2023,0010004098,000004,100098,0000005800,2843.81,EUR,20240622
100,0L,2000,2024,0010004099,000005,100099,0000005900,2605.06,EUR,20220616
100,0L,1000,2023,0010004100,000001,100000,0000001000,5747.2,EUR,20240519
100,0L,2000,2024,0010004101,000002,100001,0000001100,1355.04,EUR,20230416
100,0L,1000,2023,0010004102,000003,100002,0000001200,9866.78,EUR,20221224
100,0L,2000,2024,0010004103,000004,100003,0000001300,3537.74,EUR,20230701
100,0L,1000,2023,0010004104,000005,100004,0000001400,3607.69,EUR,20231026
100,0L,2000,2024,0010004105,000001,100005,0000001500,888.95,EUR,20240325
100,0L,1000,2023,0010004106,000002,100006,0000001600,2277.05,EUR,20230106
100,0L,2000,2024,0010004107,000003,100007,0000001700,3495.75,EUR,20240330
100,0L,1000,2023,0010004108,000004,100008,0000001800,2424.38,EUR,20220402
100,0L,2000,2024,0010004109,000005,100009,0000001900,2059.98,EUR,20240610
100,0L,1000,2023,0010004110,000001,100010,0000002000,6207.8,EUR,20230630
100,0L,2000,2024,0010004111,000002,100011,0000002100,138.44,EUR,20240826
100,0L,1000,2023,0010004112,000003,100012,0000002200,8280.11,EUR,20240503
100,0L,2000,2024,0010004113,000004,100013,0000002300,5192.01,EUR,20240206
100,0L,1000,2023,0010004114,000005,100014,0000002400,6486.12,EUR,20241101
100,0L,2000,2024,0010004115,000001,100015,0000002500,479.13,EUR,20240727
100,0L,1000,2023,0010004116,000002,100016,0000002600,2181.55,EUR,20230713
100,0L,2000,2024,0010004117,000003,100017,0000002700,5023.85,EUR,20240706
100,0L,1000,2023,0010004118,000004,100018,0000002800,499.88,EUR,20230208
100,0L,2000,2024,0010004119,000005,100019,0000002900,398.62,EUR,20230310
100,0L,1000,2023,0010004120,000001,100020,0000003000,6877.85,EUR,20240319
100,0L,2000,2024,0010004121,000002,100021,0000003100,2978.32,EUR,20240406
100,0L,1000,2023,0010004122,000003,100022,0000003200,9778.62,EUR,20230131
100,0L,2000,2024,0010004123,000004,100023,0000003300,8362.77,EUR,20240822
100,0L,1000,2023,0010004124,000005,100024,0000003400,5060.07,EUR,20241023
100,0L,2000,2024,0010004125,000001,100025,0000003500,6757.48,EUR,20230427
100,0L,1000,2023,0010004126,000002,100026,0000003600,1400.83,EUR,20241124
100,0L,2000,2024,0010004127,000003,100027,0000003700,6335.44,EUR,20230129
100,0L,1000,2023,0010004128,000004,100028,0000003800,6525.03,EUR,20221029
100,0L,2000,2024,0010004129,000005,100029,0000003900,8258.46,EUR,20221010
100,0L,1000,2023,0010004130,000001,100030,0000004000,7915.39,EUR,20240211
100,0L,2000,2024,0010004131,000002,100031,0000004100,1750.5,EUR,20230307
100,0L,1000,2023,0010004132,000003,100032,0000004200,4926.0,EUR,20240318
100,0L,2000,2024,0010004133,000004,100033,0000004300,5859.21,EUR,20221205
100,0L,1000,2023,0010004134,000005,100034,0000004400,1289.52,EUR,20230915
100,0L,2000,2024,0010004135,000001,100035,0000004500,1566.74,EUR,20220621
100,0L,1000,2023,0010004136,000002,100036,0000004600,7205.47,EUR,20221011
100,0L,2000,2024,0010004137,000003,100037,0000004700,1622.06,EUR,20221122
100,0L,1000,2023,0010004138,000004,100038,0000004800,620.88,EUR,20230730
100,0L,2000,2024,0010004139,000005,100039,0000004900,6135.3,EUR,20240524
100,0L,1000,2023,0010004140,000001,100040,0000005000,4912.46,EUR,20220923
100,0L,2000,2024,0010004141,000002,100041,0000005100,7823.86,EUR,20241023
100,0L,1000,2023,0010004142,000003,100042,0000005200,1555.89,EUR,20241225
100,0L,2000,2024,0010004143,000004,100043,0000005300,139.4,EUR,20241106
100,0L,1000,2023,0010004144,000005,100044,0000005400,2854.9,EUR,20240811
100,0L,2000,2024,0010004145,000001,100045,0000005500,4440.11,EUR,20241201
100,0L,1000,2023,0010004146,000002,100046,0000005600,1068.43,EUR,20240906
100,0L,2000,2024,0010004147,000003,100047,0000005700,4785.3,EUR,20241113
100,0L,1000,2023,0010004148,000004,100048,0000005800,3720.01,EUR,20230701
100,0L,2000,2024,0010004149,000005,100049,0000005900,3716.42,EUR,20240831
100,0L,1000,2023,0010004150,000001,100050,0000001000,5845.77,EUR,20230905
100,0L,2000,2024,0010004151,000002,100051,0000001100,5858.07,EUR,20240624
100,0L,1000,2023,0010004152,000003,100052,0000001200,2390.38,EUR,20241220
100,0L,2000,2024,0010004153,000004,100053,0000001300,9651.1,EUR,20221204
100,0L,1000,2023,0010004154,000005,100054,0000001400,4106.01,EUR,20240821
100,0L,2000,2024,0010004155,000001,100055,0000001500,7291.2,EUR,20220301
100,0L,1000,2023,0010004156,000002,100056,0000001600,684.37,EUR,20230416
100,0L,2000,2024,0010004157,000003,100057,0000001700,5896.44,EUR,20240518
100,0L,1000,2023,0010004158,000004,100058,0000001800,5929.43,EUR,20220220
100,0L,2000,2024,0010004159,000005,100059,0000001900,1226.03,EUR,20231230
100,0L,1000,2023,0010004160,000001,100060,0000002000,4060.5,EUR,20230921
100,0L,2000,2024,0010004161,000002,100061,0000002100,8766.8,EUR,20230125
100,0L,1000,2023,0010004162,000003,100062,0000002200,7782.09,EUR,20241231
100,0L,2000,2024,0010004163,000004,100063,0000002300,2071.9,EUR,20220711
100,0L,1000,2023,0010004164,000005,100064,0000002400,6755.85,EUR,20220108
100,0L,2000,2024,0010004165,000001,100065,0000002500,8478.54,EUR,20241110
100,0L,1000,2023,0010004166,000002,100066,0000002600,168.27,EUR,20241109
100,0L,2000,2024,0010004167,000003,100067,0000002700,1580.01,EUR,20220329
100,0L,1000,2023,0010004168,000004,100068,0000002800,8545.0,EUR,20230605
100,0L,2000,2024,0010004169,000005,100069,0000002900,2382.06,EUR,20230323
100,0L,1000,2023,0010004170,000001,100070,0000003000,8866.92,EUR,20240621
100,0L,2000,2024,0010004171,000002,100071,0000003100,9808.67,EUR,20240620
100,0L,1000,2023,0010004172,000003,100072,0000003200,1748.42,EUR,20220525
100,0L,2000,2024,0010004173,000004,100073,0000003300,5033.64,EUR,20230617
100,0L,1000,2023,0010004174,000005,100074,0000003400,1716.08,EUR,20221124
100,0L,2000,2024,0010004175,000001,100075,0000003500,8172.06,EUR,20241227
100,0L,1000,2023,0010004176,000002,100076,0000003600,7010.43,EUR,20220904
100,0L,2000,2024,0010004177,000003,100077,0000003700,9569.73,EUR,20240525
100,0L,1000,2023,0010004178,000004,100078,0000003800,244.59,EUR,20230112
100,0L,2000,2024,0010004179,000005,100079,0000003900,484.44,EUR,20240510
100,0L,1000,2023,0010004180,000001,100080,0000004000,889.36,EUR,20240726
100,0L,2000,2024,0010004181,000002,100081,0000004100,7350.27,EUR,20230101
100,0L,1000,2023,0010004182,000003,100082,0000004200,7375.22,EUR,20240226
100,0L,2000,2024,0010004183,000004,100083,0000004300,6798.11,EUR,20241013
100,0L,1000,2023,0010004184,000005,100084,0000004400,2415.36,EUR,20220730
100,0L,2000,2024,0010004185,000001,100085,0000004500,4228.16,EUR,20241003
100,0L,1000,2023,0010004186,000002,100086,0000004600,6165.73,EUR,20240411
100,0L,2000,2024,0010004187,000003,100087,0000004700,5460.16,EUR,20241010
100,0L,1000,2023,0010004188,000004,100088,0000004800,4479.01,EUR,20240115
100,0L,2000,2024,0010004189,000005,100089,0000004900,2516.95,EUR,20241110
100,0L,1000,2023,0010004190,000001,100090,0000005000,8348.21,EUR,20220602
100,0L,2000,2024,0010004191,000002,100091,0000005100,1292.99,EUR,20241103
100,0L,1000,2023,0010004192,000003,100092,0000005200,7636.07,EUR,20240711
100,0L,2000,2024,0010004193,000004,100093,0000005300,3772.65,EUR,20220704
100,0L,1000,2023,0010004194,000005,100094,0000005400,5055.22,EUR,20240930
100,0L,2000,2024,0010004195,000001,100095,0000005500,4267.12,EUR,20231117
100,0L,1000,2023,0010004196,000002,100096,0000005600,4825.63,EUR,20241126
100,0L,2000,2024,0010004197,000003,100097,0000005700,4931.09,EUR,20220801
100,0L,1000,2023,0010004198,000004,100098,0000005800,4893.19,EUR,20230127
100,0L,2000,2024,0010004199,000005,100099,0000005900,3475.43,EUR,20240109
100,0L,1000,2023,0010004200,000001,100000,0000001000,6249.67,EUR,20220314
100,0L,2000,2024,0010004201,000002,100001,0000001100,4332.08,EUR,20240924
100,0L,1000,2023,0010004202,000003,100002,0000001200,8682.94,EUR,20230726
100,0L,2000,2024,0010004203,000004,100003,0000001300,9222.81,EUR,20230316
100,0L,1000,2023,0010004204,000005,100004,0000001400,7588.75,EUR,20230304
100,0L,2000,2024,0010004205,000001,100005,0000001500,8438.33,EUR,20220826
100,0L,1000,2023,0010004206,000002,100006,0000001600,9218.58,EUR,20240128
100,0L,2000,2024,0010004207,000003,100007,0000001700,6536.13,EUR,20240413
100,0L,1000,2023,0010004208,000004,100008,0000001800,7306.69,EUR,20230614
100,0L,2000,2024,0010004209,000005,100009,0000001900,2295.2,EUR,20220303
100,0L,1000,2023,0010004210,000001,100010,0000002000,5367.72,EUR,20240813
100,0L,2000,2024,0010004211,000002,100011,0000002100,5038.32,EUR,20240814
100,0L,1000,2023,0010004212,000003,100012,0000002200,558.08,EUR,20220304
100,0L,2000,2024,0010004213,000004,100013,0000002300,4853.15,EUR,20241231
100,0L,1000,2023,0010004214,000005,100014,0000002400,9565.85,EUR,20240324
100,0L,2000,2024,0010004215,000001,100015,0000002500,5124.18,EUR,20221204
100,0L,1000,2023,0010004216,000002,100016,0000002600,9632.49,EUR,20240525
100,0L,2000,2024,0010004217,000003,100017,0000002700,555.21,EUR,20240111
100,0L,1000,2023,0010004218,000004,100018,0000002800,5168.64,EUR,20220220
100,0L,2000,2024,0010004219,000005,100019,0000002900,7236.29,EUR,20220312
100,0L,1000,2023,0010004220,000001,100020,0000003000,4386.53,EUR,20220827
100,0L,2000,2024,0010004221,000002,100021,0000003100,8846.17,EUR,20230123
100,0L,1000,2023,0010004222,000003,100022,0000003200,3184.93,EUR,20220506
100,0L,2000,2024,0010004223,000004,100023,0000003300,2848.29,EUR,20240716
100,0L,1000,2023,0010004224,000005,100024,0000003400,5167.17,EUR,20230507
100,0L,2000,2024,0010004225,000001,100025,0000003500,246.53,EUR,20231120
100,0L,1000,2023,0010004226,000002,100026,0000003600,5329.99,EUR,20230124
100,0L,2000,2024,0010004227,000003,100027,0000003700,7244.63,EUR,20220505
100,0L,1000,2023,0010004228,000004,100028,0000003800,2446.27,EUR,20241128
100,0L,2000,2024,0010004229,000005,100029,0000003900,5112.54,EUR,20241016
100,0L,1000,2023,0010004230,000001,100030,0000004000,5408.69,EUR,20230922
100,0L,2000,2024,0010004231,000002,100031,0000004100,3080.62,EUR,20240507
100,0L,1000,2023,0010004232,000003,100032,0000004200,4718.44,EUR,20241015
100,0L,2000,2024,0010004233,000004,100033,0000004300,6535.86,EUR,20231017
100,0L,1000,2023,0010004234,000005,100034,0000004400,4707.65,EUR,20231204
100,0L,2000,2024,0010004235,000001,100035,0000004500,769.16,EUR,20221225
100,0L,1000,2023,0010004236,000002,100036,0000004600,3444.17,EUR,20241014
100,0L,2000,2024,0010004237,000003,100037,0000004700,9726.18,EUR,20240204
100,0L,1000,2023,0010004238,000004,100038,0000004800,2888.42,EUR,20230610
100,0L,2000,2024,0010004239,000005,100039,0000004900,9388.89,EUR,20240101
100,0L,1000,2023,0010004240,000001,100040,0000005000,4338.18,EUR,20231019
100,0L,2000,2024,0010004241,000002,100041,0000005100,5492.44,EUR,20221026
100,0L,1000,2023,0010004242,000003,100042,0000005200,5948.61,EUR,20220511
100,0L,2000,2024,0010004243,000004,100043,0000005300,8721.03,EUR,20221213
100,0L,1000,2023,0010004244,000005,100044,0000005400,111.88,EUR,20220614
100,0L,2000,2024,0010004245,000001,100045,0000005500,6092.52,EUR,20220529
100,0L,1000,2023,0010004246,000002,100046,0000005600,9343.66,EUR,20230408
100,0L,2000,2024,0010004247,000003,100047,0000005700,7060.43,EUR,20221027
100,0L,1000,2023,0010004248,000004,100048,0000005800,5062.41,EUR,20221215
100,0L,2000,2024,0010004249,000005,100049,0000005900,5124.32,EUR,20220526
100,0L,1000,2023,0010004250,000001,100050,0000001000,2290.53,EUR,20240915
100,0L,2000,2024,0010004251,000002,100051,0000001100,625.17,EUR,20240928
100,0L,1000,2023,0010004252,000003,100052,0000001200,5060.25,EUR,20240211
100,0L,2000,2024,0010004253,000004,100053,0000001300,8496.24,EUR,20220714
100,0L,1000,2023,0010004254,000005,100054,0000001400,8126.33,EUR,20231230
100,0L,2000,2024,0010004255,000001,100055,0000001500,1266.32,EUR,20230123
100,0L,1000,2023,0010004256,000002,100056,0000001600,9698.86,EUR,20231124
100,0L,2000,2024,0010004257,000003,100057,0000001700,9597.18,EUR,20240726
100,0L,1000,2023,0010004258,000004,100058,0000001800,2299.93,EUR,20240722
100,0L,2000,2024,0010004259,000005,100059,0000001900,1406.11,EUR,20240312
100,0L,1000,2023,0010004260,000001,100060,0000002000,9685.02,EUR,20231210
100,0L,2000,2024,0010004261,000002,100061,0000002100,2429.39,EUR,20240130
100,0L,1000,2023,0010004262,000003,100062,0000002200,9294.7,EUR,20220202
100,0L,2000,2024,0010004263,000004,100063,0000002300,6829.94,EUR,20230729
100,0L,1000,2023,0010004264,000005,100064,0000002400,9359.48,EUR,20231029
100,0L,2000,2024,0010004265,000001,100065,0000002500,8355.23,EUR,20231217
100,0L,1000,2023,0010004266,000002,100066,0000002600,9144.99,EUR,20240528
100,0L,2000,2024,0010004267,000003,100067,0000002700,9441.13,EUR,20220531
100,0L,1000,2023,0010004268,000004,100068,0000002800,6417.68,EUR,20240506
100,0L,2000,2024,0010004269,000005,100069,0000002900,780.62,EUR,20220618
100,0L,1000,2023,0010004270,000001,100070,0000003000,4958.75,EUR,20241212
100,0L,2000,2024,0010004271,000002,100071,0000003100,5645.53,EUR,20220412
100,0L,1000,2023,0010004272,000003,100072,0000003200,9359.58,EUR,20240117
100,0L,2000,2024,0010004273,000004,100073,0000003300,377.98,EUR,20240207
100,0L,1000,2023,0010004274,000005,100074,0000003400,8457.56,EUR,20220309
100,0L,2000,2024,0010004275,000001,100075,0000003500,1950.95,EUR,20220427
100,0L,1000,2023,0010004276,000002,100076,0000003600,3711.61,EUR,20220314
100,0L,2000,2024,0010004277,000003,100077,0000003700,221.28,EUR,20240114
100,0L,1000,2023,0010004278,000004,100078,0000003800,4957.11,EUR,20220701
100,0L,2000,2024,0010004279,000005,100079,0000003900,8637.07,EUR,20240204
100,0L,1000,2023,0010004280,000001,100080,0000004000,107.16,EUR,20220523
100,0L,2000,2024,0010004281,000002,100081,0000004100,3299.81,EUR,20240926
100,0L,1000,2023,0010004282,000003,100082,0000004200,8540.03,EUR,20220616
100,0L,2000,2024,0010004283,000004,100083,0000004300,8744.95,EUR,20230427
100,0L,1000,2023,0010004284,000005,100084,0000004400,7803.81,EUR,20240722
100,0L,2000,2024,0010004285,000001,100085,0000004500,6360.77,EUR,20220217
100,0L,1000,2023,0010004286,000002,100086,0000004600,5135.87,EUR,20240217
100,0L,2000,2024,0010004287,000003,100087,0000004700,9817.56,EUR,20220808
100,0L,1000,2023,0010004288,000004,100088,0000004800,5958.3,EUR,20230605
100,0L,2000,2024,0010004289,000005,100089,0000004900,7982.73,EUR,20220427
100,0L,1000,2023,0010004290,000001,100090,0000005000,5249.6,EUR,20240114
100,0L,2000,2024,0010004291,000002,100091,0000005100,3982.08,EUR,20221010
100,0L,1000,2023,0010004292,000003,100092,0000005200,4509.4,EUR,20240219
100,0L,2000,2024,0010004293,000004,100093,0000005300,1422.1,EUR,20221016
100,0L,1000,2023,0010004294,000005,100094,0000005400,6942.19,EUR,20220511
100,0L,2000,2024,0010004295,000001,100095,0000005500,1923.76,EUR,20230109
100,0L,1000,2023,0010004296,000002,100096,0000005600,5439.44,EUR,20240911
100,0L,2000,2024,0010004297,000003,100097,0000005700,6076.15,EUR,20220714
100,0L,1000,2023,0010004298,000004,100098,0000005800,4478.24,EUR,20220719
100,0L,2000,2024,0010004299,000005,100099,0000005900,8141.54,EUR,20230928
100,0L,1000,2023,0010004300,000001,100000,0000001000,1202.47,EUR,20220930
100,0L,2000,2024,0010004301,000002,100001,0000001100,9064.12,EUR,20241127
100,0L,1000,2023,0010004302,000003,100002,0000001200,5323.51,EUR,20231230
100,0L,2000,2024,0010004303,000004,100003,0000001300,8179.98,EUR,20241007
100,0L,1000,2023,0010004304,000005,100004,0000001400,6195.7,EUR,20231109
100,0L,2000,2024,0010004305,000001,100005,0000001500,5331.03,EUR,20230927
100,0L,1000,2023,0010004306,000002,100006,0000001600,2780.42,EUR,20220209
100,0L,2000,2024,0010004307,000003,100007,0000001700,5391.7,EUR,20221109
100,0L,1000,2023,0010004308,000004,100008,0000001800,6603.43,EUR,20221110
100,0L,2000,2024,0010004309,000005,100009,0000001900,2393.49,EUR,20240602
100,0L,1000,2023,0010004310,000001,100010,0000002000,5035.12,EUR,20240609
100,0L,2000,2024,0010004311,000002,100011,0000002100,6084.79,EUR,20230512
100,0L,1000,2023,0010004312,000003,100012,0000002200,2958.51,EUR,20240814
100,0L,2000,2024,0010004313,000004,100013,0000002300,5860.05,EUR,20240202
100,0L,1000,2023,0010004314,000005,100014,0000002400,1923.4,EUR,20240811
100,0L,2000,2024,0010004315,000001,100015,0000002500,5305.42,EUR,20220307
100,0L,1000,2023,0010004316,000002,100016,0000002600,199.09,EUR,20231227
100,0L,2000,2024,0010004317,000003,100017,0000002700,2369.58,EUR,20240930
100,0L,1000,2023,0010004318,000004,100018,0000002800,8937.59,EUR,20240605
100,0L,2000,2024,0010004319,000005,100019,0000002900,4959.06,EUR,20230630
100,0L,1000,2023,0010004320,000001,100020,0000003000,9613.32,EUR,20230529
100,0L,2000,2024,0010004321,000002,100021,0000003100,6655.74,EUR,20230910
100,0L,1000,2023,0010004322,000003,100022,0000003200,7853.43,EUR,20230913
100,0L,2000,2024,0010004323,000004,100023,0000003300,4114.64,EUR,20241010
100,0L,1000,2023,0010004324,000005,100024,0000003400,8217.23,EUR,20240731
100,0L,2000,2024,0010004325,000001,100025,0000003500,6366.81,EUR,20231223
100,0L,1000,2023,0010004326,000002,100026,0000003600,2570.3,EUR,20230118
100,0L,2000,2024,0010004327,000003,100027,0000003700,6156.35,EUR,20240625
100,0L,1000,2023,0010004328,000004,100028,0000003800,2951.81,EUR,20230410
100,0L,2000,2024,0010004329,000005,100029,0000003900,4656.54,EUR,20240424
100,0L,1000,2023,0010004330,000001,100030,0000004000,8914.71,EUR,20220515
100,0L,2000,2024,0010004331,000002,100031,0000004100,8008.99,EUR,20221102
100,0L,1000,2023,0010004332,000003,100032,0000004200,7352.76,EUR,20240916
100,0L,2000,2024,0010004333,000004,100033,0000004300,9999.38,EUR,20220805
100,0L,1000,2023,0010004334,000005,100034,0000004400,3521.79,EUR,20230801
100,0L,2000,2024,0010004335,000001,100035,0000004500,6610.19,EUR,20220627
100,0L,1000,2023,0010004336,000002,100036,0000004600,1497.75,EUR,20240808
100,0L,2000,2024,0010004337,000003,100037,0000004700,1183.29,EUR,20220213
100,0L,1000,2023,0010004338,000004,100038,0000004800,9782.25,EUR,20221018
100,0L,2000,2024,0010004339,000005,100039,0000004900,2013.0,EUR,20231201
100,0L,1000,2023,0010004340,000001,100040,0000005000,3366.85,EUR,20240514
100,0L,2000,2024,0010004341,000002,100041,0000005100,5040.22,EUR,20220402
100,0L,1000,2023,0010004342,000003,100042,0000005200,9069.45,EUR,20240906
100,0L,2000,2024,0010004343,000004,100043,0000005300,6985.34,EUR,20241002
100,0L,1000,2023,0010004344,000005,100044,0000005400,6158.05,EUR,20221206
100,0L,2000,2024,0010004345,000001,100045,0000005500,9933.15,EUR,20231217
100,0L,1000,2023,0010004346,000002,100046,0000005600,1792.26,EUR,20241002
100,0L,2000,2024,0010004347,000003,100047,0000005700,4231.21,EUR,20230404
100,0L,1000,2023,0010004348,000004,100048,0000005800,4810.22,EUR,20240319
100,0L,2000,2024,0010004349,000005,100049,0000005900,6647.84,EUR,20241201
100,0L,1000,2023,0010004350,000001,100050,0000001000,7293.01,EUR,20240426
100,0L,2000,2024,0010004351,000002,100051,0000001100,7518.76,EUR,20231214
100,0L,1000,2023,0010004352,000003,100052,0000001200,2551.4,EUR,20230514
100,0L,2000,2024,0010004353,000004,100053,0000001300,9230.52,EUR,20221007
100,0L,1000,2023,0010004354,000005,100054,0000001400,7905.93,EUR,20230203
100,0L,2000,2024,0010004355,000001,100055,0000001500,7545.25,EUR,20220302
100,0L,1000,2023,0010004356,000002,100056,0000001600,4177.62,EUR,20230716
100,0L,2000,2024,0010004357,000003,100057,0000001700,846.22,EUR,20230915
