MANDT,BANFN,BNFPO,MATNR,MENGE,MEINS,WERKS
100,10003875,00010,MAT000085,1456,KG,1100
100,10003876,00010,MAT000037,18490,KG,1100
100,10003877,00010,MAT000366,7738,KG,1200
100,10003878,00010,MAT000203,6272,KG,1000
100,10003879,00010,MAT000034,11346,KG,1000
100,10003880,00010,MAT000223,16303,KG,1200
100,10003881,00010,MAT000277,447,KG,1200
100,10003882,00010,MAT000203,4255,KG,1000
100,10003883,00010,MAT000409,16055,KG,1300
100,10003884,00010,MAT000288,10198,KG,1400
100,10003885,00010,MAT000384,2264,KG,1100
100,10003886,00010,MAT000485,16479,KG,1200
100,10003887,00010,MAT000450,5890,KG,1400
100,10003888,00010,MAT000295,8353,KG,1300
100,10003889,00010,MAT000333,19063,KG,1000
100,10003890,00010,MAT000445,1331,KG,1100
100,10003891,00010,MAT000046,1826,KG,1000
100,10003892,00010,MAT000149,8075,KG,1000
100,10003893,00010,MAT000207,2554,KG,1400
100,10003894,00010,MAT000393,290,KG,1100
100,10003895,00010,MAT000346,16764,KG,1300
100,10003896,00010,MAT000437,1750,KG,1300
100,10003897,00010,MAT000366,5307,KG,1300
100,10003898,00010,MAT000136,1936,KG,1000
100,10003899,00010,MAT000182,19673,KG,1300
100,10003900,00010,MAT000203,19338,KG,1000
100,10003901,00010,MAT000081,13911,KG,1400
100,10003902,00010,MAT000445,6781,KG,1200
100,10003903,00010,MAT000036,8396,KG,1000
100,10003904,00010,MAT000395,9916,KG,1100
100,10003905,00010,MAT000321,18996,KG,1300
100,10003906,00010,MAT000405,19560,KG,1300
100,10003907,00010,MAT000047,11013,KG,1200
100,10003908,00010,MAT000182,7433,KG,1100
100,10003909,00010,MAT000269,14838,KG,1100
100,10003910,00010,MAT000049,9070,KG,1400
100,10003911,00010,MAT000260,7277,KG,1100
100,10003912,00010,MAT000128,15269,KG,1000
100,10003913,00010,MAT000048,288,KG,1400
100,10003914,00010,MAT000333,8452,KG,1100
100,10003915,00010,MAT000405,5690,KG,1300
100,10003916,00010,MAT000050,17378,KG,1200
100,10003917,00010,MAT000116,12141,KG,1000
100,10003918,00010,MAT000040,18994,KG,1400
100,10003919,00010,MAT000492,6231,KG,1400
100,10003920,00010,MAT000328,17951,KG,1400
100,10003921,00010,MAT000234,4876,KG,1200
100,10003922,00010,MAT000492,6488,KG,1000
100,10003923,00010,MAT000085,8146,KG,1200
100,10003924,00010,MAT000098,13551,KG,1000
100,10003925,00010,MAT000085,18568,KG,1300
100,10003926,00010,MAT000459,1462,KG,1200
100,10003927,00010,MAT000096,18545,KG,1400
100,10003928,00010,MAT000257,5268,KG,1200
100,10003929,00010,MAT000321,3995,KG,1100
100,10003930,00010,MAT000398,8028,KG,1400
100,10003931,00010,MAT000410,10419,KG,1200
100,10003932,00010,MAT000405,10362,KG,1000
100,10003933,00010,MAT000407,18471,KG,1100
100,10003934,00010,MAT000257,4718,KG,1200
100,10003935,00010,MAT000394,514,KG,1100
100,10003936,00010,MAT000334,15153,KG,1000
100,10003937,00010,MAT000388,14041,KG,1100
100,10003938,00010,MAT000234,12859,KG,1100
100,10003939,00010,MAT000277,18640,KG,1200
100,10003940,00010,MAT000085,566,KG,1400
100,10003941,00010,MAT000482,16847,KG,1400
100,10003942,00010,MAT000456,333,KG,1100
100,10003943,00010,MAT000049,15123,KG,1300
100,10003944,00010,MAT000098,15349,KG,1400
100,10003945,00010,MAT000359,14093,KG,1400
100,10003946,00010,MAT000240,4798,KG,1300
100,10003947,00010,MAT000084,13281,KG,1000
100,10003948,00010,MAT000236,10671,KG,1200
100,10003949,00010,MAT000346,7750,KG,1300
100,10003950,00010,MAT000346,4176,KG,1000
100,10003951,00010,MAT000121,6839,KG,1100
100,10003952,00010,MAT000359,11090,KG,1200
100,10003953,00010,MAT000047,7697,KG,1200
100,10003954,00010,MAT000460,8061,KG,1400
100,10003955,00010,MAT000436,3706,KG,1100
100,10003956,00010,MAT000346,3152,KG,1300
100,10003957,00010,MAT000470,4357,KG,1100
100,10003958,00010,MAT000382,17270,KG,1200
100,10003959,00010,MAT000050,2211,KG,1300
100,10003960,00010,MAT000032,13270,KG,1200
100,10003961,00010,MAT000229,5314,KG,1000
100,10003962,00010,MAT000382,324,KG,1100
100,10003963,00010,MAT000346,4004,KG,1100
100,10003964,00010,MAT000229,16288,KG,1200
100,10003965,00010,MAT000409,16733,KG,1100
100,10003966,00010,MAT000223,16795,KG,1300
100,10003967,00010,MAT000346,3918,KG,1200
100,10003968,00010,MAT000045,14107,KG,1300
100,10003969,00010,MAT000296,11443,KG,1000
100,10003970,00010,MAT000458,10835,KG,1000
100,10003971,00010,MAT000330,13783,KG,1100
100,10003972,00010,MAT000291,19801,KG,1200
100,10003973,00010,MAT000049,13576,KG,1300
100,10003974,00010,MAT000476,7350,KG,1400
100,10003975,00010,MAT000307,15306,KG,1300
100,10003976,00010,MAT000162,10503,KG,1100
100,10003977,00010,MAT000424,11555,KG,1300
100,10003978,00010,MAT000084,17759,KG,1300
100,10003979,00010,MAT000105,7906,KG,1000
100,10003980,00010,MAT000105,434,KG,1200
100,10003981,00010,MAT000492,14220,KG,1200
100,10003982,00010,MAT000437,5446,KG,1000
100,10003983,00010,MAT000207,15137,KG,1400
100,10003984,00010,MAT000048,18344,KG,1100
100,10003985,00010,MAT000298,2475,KG,1400
100,10003986,00010,MAT000203,17472,KG,1400
100,10003987,00010,MAT000257,3916,KG,1000
100,10003988,00010,MAT000185,15804,KG,1200
100,10003989,00010,MAT000084,11711,KG,1100
100,10003990,00010,MAT000114,18931,KG,1000
100,10003991,00010,MAT000099,2214,KG,1000
100,10003992,00010,MAT000223,7781,KG,1100
100,10003993,00010,MAT000110,2476,KG,1000
100,10003994,00010,MAT000321,1989,KG,1400
100,10003995,00010,MAT000382,5174,KG,1000
100,10003996,00010,MAT000473,18235,KG,1300
100,10003997,00010,MAT000162,16289,KG,1000
100,10003998,00010,MAT000209,14485,KG,1200
100,10003999,00010,MAT000387,17221,KG,1200
100,10004000,00010,MAT000478,14609,KG,1100
100,10004001,00010,MAT000110,183,KG,1000
100,10004002,00010,MAT000033,718,KG,1100
100,10004003,00010,MAT000438,1907,KG,1300
100,10004004,00010,MAT000467,19160,KG,1400
100,10004005,00010,MAT000081,15608,KG,1200
100,10004006,00010,MAT000052,16959,KG,1100
100,10004007,00010,MAT000096,10715,KG,1100
100,10004008,00010,MAT000136,15551,KG,1200
100,10004009,00010,MAT000359,10124,KG,1200
100,10004010,00010,MAT000348,5110,KG,1100
100,10004011,00010,MAT000485,18235,KG,1000
100,10004012,00010,MAT000459,4241,KG,1200
100,10004013,00010,MAT000105,13241,KG,1000
100,10004014,00010,MAT000039,17918,KG,1400
100,10004015,00010,MAT000430,5187,KG,1200
100,10004016,00010,MAT000430,15234,KG,1200
100,10004017,00010,MAT000437,8851,KG,1100
100,10004018,00010,MAT000406,7778,KG,1000
100,10004019,00010,MAT000467,3804,KG,1300
100,10004020,00010,MAT000409,4793,KG,1300
100,10004021,00010,MAT000493,3182,KG,1100
100,10004022,00010,MAT000137,10867,KG,1100
100,10004023,00010,MAT000041,7369,KG,1000
100,10004024,00010,MAT000182,19593,KG,1200
100,10004025,00010,MAT000307,5255,KG,1300
100,10004026,00010,MAT000494,10512,KG,1200
100,10004027,00010,MAT000165,61,KG,1000
100,10004028,00010,MAT000420,15630,KG,1100
100,10004029,00010,MAT000455,19802,KG,1400
100,10004030,00010,MAT000360,19267,KG,1300
100,10004031,00010,MAT000223,5012,KG,1100
100,10004032,00010,MAT000400,16388,KG,1300
100,10004033,00010,MAT000485,9124,KG,1400
100,10004034,00010,MAT000339,16010,KG,1000
100,10004035,00010,MAT000032,13859,KG,1400
100,10004036,00010,MAT000227,4253,KG,1100
100,10004037,00010,MAT000115,5925,KG,1200
100,10004038,00010,MAT000373,14254,KG,1100
100,10004039,00010,MAT000252,14785,KG,1200
100,10004040,00010,MAT000048,13323,KG,1000
100,10004041,00010,MAT000410,6544,KG,1000
100,10004042,00010,MAT000481,12072,KG,1300
100,10004043,00010,MAT000110,7673,KG,1300
100,10004044,00010,MAT000382,11205,KG,1100
100,10004045,00010,MAT000460,12014,KG,1200
100,10004046,00010,MAT000049,6357,KG,1400
100,10004047,00010,MAT000196,19785,KG,1200
100,10004048,00010,MAT000041,295,KG,1400
100,10004049,00010,MAT000110,8434,KG,1100
100,10004050,00010,MAT000271,7221,KG,1100
100,10004051,00010,MAT000038,8766,KG,1100
100,10004052,00010,MAT000115,10514,KG,1000
100,10004053,00010,MAT000269,8799,KG,1400
100,10004054,00010,MAT000359,5353,KG,1100
100,10004055,00010,MAT000081,11091,KG,1100
100,10004056,00010,MAT000269,875,KG,1400
100,10004057,00010,MAT000339,10290,KG,1300
100,10004058,00010,MAT000034,17113,KG,1000
100,10004059,00010,MAT000121,11154,KG,1100
100,10004060,00010,MAT000052,18389,KG,1300
100,10004061,00010,MAT000037,6590,KG,1000
100,10004062,00010,MAT000296,5738,KG,1000
100,10004063,00010,MAT000284,4430,KG,1200
100,10004064,00010,MAT000359,11936,KG,1100
100,10004065,00010,MAT000043,5615,KG,1200
100,10004066,00010,MAT000084,9014,KG,1100
100,10004067,00010,MAT000437,4811,KG,1100
100,10004068,00010,MAT000209,17346,KG,1000
100,10004069,00010,MAT000346,19265,KG,1000
100,10004070,00010,MAT000212,4535,KG,1100
100,10004071,00010,MAT000470,17611,KG,1300
100,10004072,00010,MAT000382,12366,KG,1300
100,10004073,00010,MAT000096,11110,KG,1300
100,10004074,00010,MAT000115,1988,KG,1000
100,10004075,00010,MAT000493,6018,KG,1300
100,10004076,00010,MAT000121,17625,KG,1000
100,10004077,00010,MAT000496,12828,KG,1000
100,10004078,00010,MAT000284,3557,KG,1100
100,10004079,00010,MAT000234,6275,KG,1100
100,10004080,00010,MAT000366,1000,KG,1100
100,10004081,00010,MAT000105,19168,KG,1400
100,10004082,00010,MAT000273,19844,KG,1300
100,10004083,00010,MAT000147,15820,KG,1400
100,10004084,00010,MAT000485,15372,KG,1200
100,10004085,00010,MAT000420,19412,KG,1300
100,10004086,00010,MAT000277,17218,KG,1100
100,10004087,00010,MAT000105,13107,KG,1200
100,10004088,00010,MAT000489,10082,KG,1200
100,10004089,00010,MAT000049,10167,KG,1300
100,10004090,00010,MAT000307,7916,KG,1000
100,10004091,00010,MAT000458,1058,KG,1400
100,10004092,00010,MAT000321,12640,KG,1400
100,10004093,00010,MAT000292,5103,KG,1300
100,10004094,00010,MAT000047,17942,KG,1000
100,10004095,00010,MAT000333,11943,KG,1400
100,10004096,00010,MAT000203,1553,KG,1400
100,10004097,00010,MAT000232,5414,KG,1000
100,10004098,00010,MAT000359,9798,KG,1200
100,10004099,00010,MAT000359,12351,KG,1300
100,10004100,00010,MAT000229,19881,KG,1100
100,10004101,00010,MAT000302,9623,KG,1000
100,10004102,00010,MAT000204,2225,KG,1000
100,10004103,00010,MAT000049,4706,KG,1100
100,10004104,00010,MAT000489,17313,KG,1200
100,10004105,00010,MAT000044,4386,KG,1000
100,10004106,00010,MAT000165,1586,KG,1000
100,10004107,00010,MAT000389,13689,KG,1200
100,10004108,00010,MAT000333,15743,KG,1300
100,10004109,00010,MAT000096,8123,KG,1400
100,10004110,00010,MAT000053,13513,KG,1200
100,10004111,00010,MAT000286,9683,KG,1300
100,10004112,00010,MAT000327,15668,KG,1100
100,10004113,00010,MAT000227,18081,KG,1000
100,10004114,00010,MAT000359,7577,KG,1400
100,10004115,00010,MAT000269,13672,KG,1200
100,10004116,00010,MAT000408,10794,KG,1100
100,10004117,00010,MAT000494,631,KG,1200
100,10004118,00010,MAT000388,17417,KG,1100
100,10004119,00010,MAT000430,7493,KG,1000
100,10004120,00010,MAT000334,12121,KG,1300
100,10004121,00010,MAT000493,18154,KG,1400
100,10004122,00010,MAT000406,7472,KG,1100
100,10004123,00010,MAT000405,17201,KG,1000
100,10004124,00010,MAT000165,4795,KG,1100
100,10004125,00010,MAT000485,554,KG,1200
100,10004126,00010,MAT000040,13989,KG,1200
100,10004127,00010,MAT000430,2686,KG,1200
100,10004128,00010,MAT000047,18879,KG,1000
100,10004129,00010,MAT000450,4097,KG,1200
100,10004130,00010,MAT000346,16073,KG,1000
100,10004131,00010,MAT000460,477,KG,1400
100,10004132,00010,MAT000115,18618,KG,1200
100,10004133,00010,MAT000047,3459,KG,1400
100,10004134,00010,MAT000351,5111,KG,1100
100,10004135,00010,MAT000445,17480,KG,1200
100,10004136,00010,MAT000360,11177,KG,1300
100,10004137,00010,MAT000164,6120,KG,1000
100,10004138,00010,MAT000467,13891,KG,1200
100,10004139,00010,MAT000420,6480,KG,1200
100,10004140,00010,MAT000186,13983,KG,1000
100,10004141,00010,MAT000209,522,KG,1200
100,10004142,00010,MAT000380,6562,KG,1400
100,10004143,00010,MAT000366,14872,KG,1200
100,10004144,00010,MAT000362,1828,KG,1400
100,10004145,00010,MAT000196,8909,KG,1200
100,10004146,00010,MAT000472,15495,KG,1000
100,10004147,00010,MAT000165,9382,KG,1200
100,10004148,00010,MAT000328,5752,KG,1100
100,10004149,00010,MAT000330,3444,KG,1200
100,10004150,00010,MAT000330,18446,KG,1400
100,10004151,00010,MAT000420,11068,KG,1200
100,10004152,00010,MAT000277,10041,KG,1100
100,10004153,00010,MAT000149,16472,KG,1000
100,10004154,00010,MAT000309,4771,KG,1300
100,10004155,00010,MAT000480,7363,KG,1400
100,10004156,00010,MAT000244,2455,KG,1300
100,10004157,00010,MAT000309,16767,KG,1000
100,10004158,00010,MAT000032,7375,KG,1000
100,10004159,00010,MAT000480,3262,KG,1000
100,10004160,00010,MAT000128,10698,KG,1200
100,10004161,00010,MAT000384,6494,KG,1200
100,10004162,00010,MAT000147,6752,KG,1200
100,10004163,00010,MAT000450,10740,KG,1300
100,10004164,00010,MAT000452,1667,KG,1400
100,10004165,00010,MAT000269,14901,KG,1400
100,10004166,00010,MAT000360,11219,KG,1200
100,10004167,00010,MAT000185,15121,KG,1000
100,10004168,00010,MAT000458,4098,KG,1100
100,10004169,00010,MAT000045,17786,KG,1400
100,10004170,00010,MAT000041,14183,KG,1400
100,10004171,00010,MAT000040,13031,KG,1200
100,10004172,00010,MAT000478,3546,KG,1200
100,10004173,00010,MAT000147,6974,KG,1200
100,10004174,00010,MAT000398,7876,KG,1400
100,10004175,00010,MAT000252,13933,KG,1000
100,10004176,00010,MAT000473,5802,KG,1300
100,10004177,00010,MAT000232,19830,KG,1000
100,10004178,00010,MAT000389,6460,KG,1400
100,10004179,00010,MAT000467,19891,KG,1100
100,10004180,00010,MAT000360,3762,KG,1300
100,10004181,00010,MAT000203,6901,KG,1100
100,10004182,00010,MAT000099,1323,KG,1300
100,10004183,00010,MAT000196,10449,KG,1100
100,10004184,00010,MAT000473,19978,KG,1000
100,10004185,00010,MAT000252,8983,KG,1200
100,10004186,00010,MAT000393,13402,KG,1200
100,10004187,00010,MAT000481,2224,KG,1400
100,10004188,00010,MAT000370,3195,KG,1000
100,10004189,00010,MAT000348,16575,KG,1000
100,10004190,00010,MAT000382,18547,KG,1100
100,10004191,00010,MAT000442,6849,KG,1300
100,10004192,00010,MAT000328,18006,KG,1200
100,10004193,00010,MAT000096,16352,KG,1000
100,10004194,00010,MAT000203,18315,KG,1300
100,10004195,00010,MAT000244,11069,KG,1400
100,10004196,00010,MAT000244,4260,KG,1400
100,10004197,00010,MAT000034,10877,KG,1400
100,10004198,00010,MAT000049,14416,KG,1300
100,10004199,00010,MAT000362,16153,KG,1200
100,10004200,00010,MAT000033,14220,KG,1200
100,10004201,00010,MAT000422,13804,KG,1000
100,10004202,00010,MAT000088,12296,KG,1000
100,10004203,00010,MAT000436,9811,KG,1000
100,10004204,00010,MAT000244,8219,KG,1300
100,10004205,00010,MAT000346,9875,KG,1000
100,10004206,00010,MAT000196,8834,KG,1400
100,10004207,00010,MAT000284,4739,KG,1200
100,10004208,00010,MAT000043,544,KG,1000
100,10004209,00010,MAT000034,11247,KG,1100
100,10004210,00010,MAT000051,15930,KG,1400
100,10004211,00010,MAT000494,5923,KG,1200
100,10004212,00010,MAT000043,3121,KG,1200
100,10004213,00010,MAT000207,3115,KG,1100
100,10004214,00010,MAT000185,11971,KG,1000
100,10004215,00010,MAT000370,12220,KG,1200
100,10004216,00010,MAT000051,18735,KG,1400
100,10004217,00010,MAT000307,9045,KG,1100
100,10004218,00010,MAT000136,5970,KG,1400
100,10004219,00010,MAT000110,6593,KG,1300
100,10004220,00010,MAT000309,19353,KG,1000
100,10004221,00010,MAT000295,16682,KG,1300
100,10004222,00010,MAT000321,3866,KG,1100
100,10004223,00010,MAT000036,2149,KG,1300
100,10004224,00010,MAT000481,1230,KG,1100
100,10004225,00010,MAT000186,8913,KG,1200
100,10004226,00010,MAT000295,17910,KG,1400
100,10004227,00010,MAT000346,14791,KG,1300
100,10004228,00010,MAT000212,10749,KG,1200
100,10004229,00010,MAT000037,2647,KG,1200
100,10004230,00010,MAT000390,8242,KG,1300
100,10004231,00010,MAT000157,18217,KG,1100
100,10004232,00010,MAT000346,14707,KG,1400
100,10004233,00010,MAT000321,9193,KG,1100
100,10004234,00010,MAT000043,6768,KG,1300
100,10004235,00010,MAT000039,2253,KG,1300
100,10004236,00010,MAT000336,17539,KG,1100
100,10004237,00010,MAT000273,3681,KG,1100
100,10004238,00010,MAT000394,3995,KG,1000
100,10004239,00010,MAT000485,13971,KG,1100
100,10004240,00010,MAT000034,7852,KG,1000
100,10004241,00010,MAT000459,9691,KG,1200
100,10004242,00010,MAT000196,14186,KG,1200
100,10004243,00010,MAT000035,10650,KG,1100
100,10004244,00010,MAT000243,12193,KG,1300
100,10004245,00010,MAT000044,15129,KG,1000
100,10004246,00010,MAT000394,11634,KG,1100
100,10004247,00010,MAT000240,3908,KG,1300
100,10004248,00010,MAT000330,17688,KG,1400
100,10004249,00010,MAT000430,2701,KG,1200
100,10004250,00010,MAT000388,9314,KG,1400
100,10004251,00010,MAT000096,15745,KG,1000
100,10004252,00010,MAT000459,10047,KG,1000
100,10004253,00010,MAT000481,17059,KG,1200
100,10004254,00010,MAT000333,16679,KG,1400
100,10004255,00010,MAT000292,14329,KG,1100
100,10004256,00010,MAT000467,9487,KG,1100
100,10004257,00010,MAT000229,9848,KG,1300
100,10004258,00010,MAT000370,18640,KG,1300
100,10004259,00010,MAT000437,8458,KG,1400
100,10004260,00010,MAT000203,4348,KG,1400
100,10004261,00010,MAT000209,17995,KG,1300
100,10004262,00010,MAT000040,19698,KG,1000
100,10004263,00010,MAT000094,10037,KG,1200
100,10004264,00010,MAT000296,12807,KG,1300
100,10004265,00010,MAT000445,5779,KG,1100
100,10004266,00010,MAT000331,252,KG,1000
100,10004267,00010,MAT000050,8719,KG,1400
100,10004268,00010,MAT000271,12408,KG,1300
100,10004269,00010,MAT000273,14084,KG,1400
100,10004270,00010,MAT000240,9800,KG,1100
100,10004271,00010,MAT000390,15653,KG,1100
100,10004272,00010,MAT000346,2875,KG,1300
100,10004273,00010,MAT000493,15884,KG,1400
100,10004274,00010,MAT000050,19411,KG,1300
100,10004275,00010,MAT000088,19221,KG,1000
100,10004276,00010,MAT000085,12151,KG,1300
100,10004277,00010,MAT000492,18892,KG,1400
100,10004278,00010,MAT000485,2031,KG,1100
100,10004279,00010,MAT000445,5959,KG,1200
100,10004280,00010,MAT000384,19264,KG,1000
100,10004281,00010,MAT000348,3846,KG,1100
100,10004282,00010,MAT000136,5719,KG,1400
100,10004283,00010,MAT000288,10032,KG,1300
100,10004284,00010,MAT000445,9562,KG,1200
100,10004285,00010,MAT000244,7963,KG,1200
100,10004286,00010,MAT000302,19017,KG,1200
100,10004287,00010,MAT000366,18534,KG,1400
100,10004288,00010,MAT000351,13199,KG,1000
100,10004289,00010,MAT000362,1551,KG,1100
100,10004290,00010,MAT000204,4941,KG,1200
100,10004291,00010,MAT000351,1027,KG,1100
100,10004292,00010,MAT000485,7336,KG,1400
100,10004293,00010,MAT000227,5387,KG,1000
100,10004294,00010,MAT000273,437,KG,1300
100,10004295,00010,MAT000033,11589,KG,1000
100,10004296,00010,MAT000081,19243,KG,1300
100,10004297,00010,MAT000441,7221,KG,1300
100,10004298,00010,MAT000441,1008,KG,1000
100,10004299,00010,MAT000271,17329,KG,1100
100,10004300,00010,MAT000050,11096,KG,1000
100,10004301,00010,MAT000165,7065,KG,1200
100,10004302,00010,MAT000033,10221,KG,1000
100,10004303,00010,MAT000476,11308,KG,1100
100,10004304,00010,MAT000202,5984,KG,1000
100,10004305,00010,MAT000359,17483,KG,1400
100,10004306,00010,MAT000405,13244,KG,1300
100,10004307,00010,MAT000149,19265,KG,1300
100,10004308,00010,MAT000044,6649,KG,1300
100,10004309,00010,MAT000085,1534,KG,1300
100,10004310,00010,MAT000409,9015,KG,1100
100,10004311,00010,MAT000455,2142,KG,1200
100,10004312,00010,MAT000321,1500,KG,1400
100,10004313,00010,MAT000458,16424,KG,1200
100,10004314,00010,MAT000394,13234,KG,1300
100,10004315,00010,MAT000442,3033,KG,1100
100,10004316,00010,MAT000441,7341,KG,1400
100,10004317,00010,MAT000277,4962,KG,1300
100,10004318,00010,MAT000436,5976,KG,1300
100,10004319,00010,MAT000202,3031,KG,1100
100,10004320,00010,MAT000277,3143,KG,1000
100,10004321,00010,MAT000430,1786,KG,1000
100,10004322,00010,MAT000033,1887,KG,1200
100,10004323,00010,MAT000229,3578,KG,1000
100,10004324,00010,MAT000044,18787,KG,1200
100,10004325,00010,MAT000044,1713,KG,1200
100,10004326,00010,MAT000331,13191,KG,1300
100,10004327,00010,MAT000051,16462,KG,1300
100,10004328,00010,MAT000436,16577,KG,1000
100,10004329,00010,MAT000408,11394,KG,1200
100,10004330,00010,MAT000037,2023,KG,1000
100,10004331,00010,MAT000373,7144,KG,1100
100,10004332,00010,MAT000045,16726,KG,1200
100,10004333,00010,MAT000273,17286,KG,1000
100,10004334,00010,MAT000039,14020,KG,1300
100,10004335,00010,MAT000438,9977,KG,1100
100,10004336,00010,MAT000043,14513,KG,1100
100,10004337,00010,MAT000260,14566,KG,1100
100,10004338,00010,MAT000334,12994,KG,1300
100,10004339,00010,MAT000236,6679,KG,1000
100,10004340,00010,MAT000485,2945,KG,1200
100,10004341,00010,MAT000110,5054,KG,1000
100,10004342,00010,MAT000204,3309,KG,1300
100,10004343,00010,MAT000273,17305,KG,1000
100,10004344,00010,MAT000481,8203,KG,1000
100,10004345,00010,MAT000306,10186,KG,1100
100,10004346,00010,MAT000042,19100,KG,1200
100,10004347,00010,MAT000390,1404,KG,1400
100,10004348,00010,MAT000424,7267,KG,1300
100,10004349,00010,MAT000269,11262,KG,1400
100,10004350,00010,MAT000351,16358,KG,1400
100,10004351,00010,MAT000034,9554,KG,1300
100,10004352,00010,MAT000328,436,KG,1300
100,10004353,00010,MAT000182,1513,KG,1200
100,10004354,00010,MAT000461,5371,KG,1000
100,10004355,00010,MAT000441,18438,KG,1000
100,10004356,00010,MAT000346,19761,KG,1000
100,10004357,00010,MAT000032,7036,KG,1100
100,10004358,00010,MAT000410,8891,KG,1000
100,10004359,00010,MAT000307,3813,KG,1200
100,10004360,00010,MAT000147,16682,KG,1300
100,10004361,00010,MAT000292,15189,KG,1100
100,10004362,00010,MAT000147,3594,KG,1000
100,10004363,00010,MAT000050,8356,KG,1200
100,10004364,00010,MAT000053,14234,KG,1000
100,10004365,00010,MAT000473,5676,KG,1000
100,10004366,00010,MAT000302,7212,KG,1300
100,10004367,00010,MAT000050,5309,KG,1100
100,10004368,00010,MAT000105,9350,KG,1300
100,10004369,00010,MAT000099,11508,KG,1300
100,10004370,00010,MAT000478,4176,KG,1200
100,10004371,00010,MAT000260,12321,KG,1000
100,10004372,00010,MAT000359,5949,KG,1200
100,10004373,00010,MAT000438,4579,KG,1000
100,10004374,00010,MAT000157,14018,KG,1200
100,10004375,00010,MAT000045,16999,KG,1400
100,10004376,00010,MAT000114,9441,KG,1200
100,10004377,00010,MAT000481,9970,KG,1000
100,10004378,00010,MAT000035,4098,KG,1300
100,10004379,00010,MAT000032,4668,KG,1200
100,10004380,00010,MAT000269,9877,KG,1400
100,10004381,00010,MAT000208,2494,KG,1200
100,10004382,00010,MAT000390,10195,KG,1200
100,10004383,00010,MAT000050,14926,KG,1000
100,10004384,00010,MAT000033,14554,KG,1000
100,10004385,00010,MAT000277,18784,KG,1400
100,10004386,00010,MAT000121,615,KG,1100
100,10004387,00010,MAT000478,7026,KG,1100
100,10004388,00010,MAT000445,12834,KG,1300
100,10004389,00010,MAT000489,3646,KG,1200
100,10004390,00010,MAT000436,4949,KG,1100
100,10004391,00010,MAT000400,14109,KG,1000
100,10004392,00010,MAT000389,6488,KG,1000
100,10004393,00010,MAT000032,9949,KG,1400
100,10004394,00010,MAT000467,12752,KG,1100
100,10004395,00010,MAT000269,204,KG,1000
100,10004396,00010,MAT000485,6700,KG,1200
100,10004397,00010,MAT000212,7090,KG,1000
100,10004398,00010,MAT000098,16972,KG,1200
100,10004399,00010,MAT000476,18806,KG,1000
100,10004400,00010,MAT000496,16246,KG,1100
100,10004401,00010,MAT000277,18080,KG,1000
100,10004402,00010,MAT000370,3329,KG,1200
100,10004403,00010,MAT000269,2231,KG,1100
100,10004404,00010,MAT000392,12043,KG,1400
100,10004405,00010,MAT000333,17665,KG,1300
100,10004406,00010,MAT000330,4577,KG,1100
100,10004407,00010,MAT000498,1121,KG,1200
100,10004408,00010,MAT000284,11361,KG,1000
100,10004409,00010,MAT000306,16449,KG,1300
100,10004410,00010,MAT000498,18049,KG,1400
100,10004411,00010,MAT000407,8870,KG,1400
100,10004412,00010,MAT000164,18734,KG,1100
100,10004413,00010,MAT000260,15018,KG,1200
100,10004414,00010,MAT000049,5511,KG,1400
100,10004415,00010,MAT000165,16969,KG,1100
100,10004416,00010,MAT000498,8163,KG,1400
100,10004417,00010,MAT000033,18505,KG,1100
100,10004418,00010,MAT000084,12772,KG,1000
100,10004419,00010,MAT000052,4211,KG,1400
100,10004420,00010,MAT000442,6776,KG,1100
100,10004421,00010,MAT000081,5195,KG,1300
100,10004422,00010,MAT000105,11598,KG,1000
100,10004423,00010,MAT000494,16121,KG,1200
100,10004424,00010,MAT000040,4660,KG,1000
100,10004425,00010,MAT000040,15569,KG,1400
100,10004426,00010,MAT000480,6280,KG,1300
100,10004427,00010,MAT000478,6553,KG,1200
100,10004428,00010,MAT000088,6938,KG,1400
100,10004429,00010,MAT000046,4014,KG,1000
100,10004430,00010,MAT000489,4126,KG,1200
100,10004431,00010,MAT000196,2456,KG,1400
100,10004432,00010,MAT000489,15123,KG,1000
100,10004433,00010,MAT000480,2357,KG,1100
100,10004434,00010,MAT000430,18604,KG,1300
100,10004435,00010,MAT000339,5875,KG,1100
100,10004436,00010,MAT000097,3870,KG,1000
100,10004437,00010,MAT000394,1545,KG,1300
100,10004438,00010,MAT000309,18579,KG,1100
100,10004439,00010,MAT000458,2672,KG,1400
100,10004440,00010,MAT000164,14465,KG,1100
100,10004441,00010,MAT000448,14412,KG,1000
100,10004442,00010,MAT000115,11475,KG,1000
100,10004443,00010,MAT000400,16868,KG,1300
100,10004444,00010,MAT000227,18503,KG,1100
100,10004445,00010,MAT000157,17745,KG,1200
100,10004446,00010,MAT000208,17232,KG,1100
100,10004447,00010,MAT000331,12717,KG,1200
100,10004448,00010,MAT000302,6653,KG,1400
100,10004449,00010,MAT000046,6039,KG,1100
100,10004450,00010,MAT000094,7298,KG,1300
100,10004451,00010,MAT000473,19887,KG,1300
100,10004452,00010,MAT000096,4320,KG,1100
100,10004453,00010,MAT000244,3229,KG,1300
100,10004454,00010,MAT000116,12654,KG,1300
100,10004455,00010,MAT000165,13924,KG,1000
100,10004456,00010,MAT000331,835,KG,1200
