MANDT,PERNR,ENDDA,BEGDA,SUBTY,ABESSION
100,00001394,20231203,20240807,0001,7.88
100,00000852,20230113,20240806,0001,2.97
100,00000050,20231108,20230220,0004,1.92
100,00001296,20240330,20230316,0002,4.57
100,00001477,20220620,20221006,0004,1.61
100,00000369,20220307,20230324,0002,7.91
100,00000568,20220328,20221003,0005,4.57
100,00000408,20241029,20230329,0002,7.83
100,00001375,20230104,20220609,0005,5.77
100,00001894,20221104,20221128,0002,3.26
100,00001258,20230527,20220522,0005,6.72
100,00000894,20221028,20221013,0001,4.19
100,00001533,20220328,20240324,0004,6.06
100,00000561,20220718,20230413,0002,4.14
100,00000706,20240322,20240327,0002,3.44
100,00000573,20230101,20241105,0002,2.47
100,00001951,20220609,20220827,0005,1.1
100,00000907,20220527,20230921,0001,4.7
100,00000852,20220612,20241028,0003,6.03
100,00000322,20230323,20240727,0003,5.23
100,00000141,20220602,20231110,0004,4.67
100,00001280,20231013,20230314,0004,6.67
100,00000655,20230912,20230221,0003,1.31
100,00000051,20220302,20220630,0005,5.49
100,00000004,20230203,20240218,0003,2.83
100,00000340,20230704,20230924,0002,7.52
100,00001127,20230303,20221105,0002,4.35
100,00001748,20230405,20220128,0004,1.28
100,00001975,20241012,20241015,0004,6.89
100,00000656,20240916,20240418,0004,5.82
100,00000883,20220424,20230811,0001,2.45
100,00000614,20220321,20241028,0005,4.2
100,00001334,20230613,20240327,0004,7.95
100,00000734,20230709,20230911,0005,7.05
100,00001714,20220818,20241222,0001,6.0
100,00001143,20240728,20240104,0005,2.24
100,00000320,20220906,20230513,0002,4.99
100,00001701,20220328,20220502,0002,4.18
100,00000474,20230721,20230601,0005,7.64
100,00001185,20230317,20220508,0005,3.9
100,00001122,20230909,20240123,0003,5.54
100,00001438,20230317,20230325,0001,1.8
100,00000011,20221223,20221113,0005,5.5
100,00000479,20240229,20221130,0005,3.81
100,00001032,20230816,20240120,0002,3.39
100,00001525,20240821,20230729,0001,1.09
100,00001248,20220919,20230818,0005,5.6
100,00000196,20220303,20220129,0003,6.88
100,00001974,20240214,20221227,0005,6.82
100,00000255,20230418,20240205,0002,6.78
100,00001680,20240823,20240314,0005,2.73
100,00001298,20240513,20231028,0002,0.87
100,00001218,20230129,20240516,0003,3.14
100,00001312,20220423,20231003,0001,5.09
100,00000726,20241006,20230314,0001,4.35
100,00000834,20230111,20221114,0001,0.69
100,00001241,20240205,20221209,0005,2.79
100,00001566,20221030,20220726,0003,1.88
100,00000001,20220628,20220420,0005,3.05
100,00001373,20240215,20230327,0005,5.26
100,00001472,20230728,20220113,0002,5.93
100,00000884,20230611,20220725,0003,5.09
100,00000985,20230630,20241014,0005,3.71
100,00000235,20221203,20240827,0001,6.11
100,00000288,20241117,20221103,0001,5.17
100,00000850,20220918,20221129,0004,3.45
100,00001986,20230813,20220926,0004,4.18
100,00001351,20220910,20220814,0005,4.02
100,00001855,20230701,20241027,0004,6.06
100,00000434,20230922,20220505,0005,7.46
100,00001583,20241018,20240110,0002,5.78
100,00000878,20241215,20231115,0001,4.23
100,00000663,20220907,20221101,0003,2.71
100,00000872,20240919,20231111,0001,6.39
100,00000926,20230718,20230706,0001,1.23
100,00001156,20231112,20240901,0005,1.29
100,00001090,20240219,20240929,0002,2.42
100,00000674,20220315,20230414,0005,6.42
100,00001957,20241001,20240210,0002,2.39
100,00001973,20230106,20220903,0001,1.24
100,00000283,20220617,20231010,0001,1.07
100,00000504,20220912,20231117,0002,5.52
100,00001189,20241025,20221101,0002,5.9
100,00000313,20240315,20240110,0003,2.82
100,00001116,20220207,20230630,0002,1.93
100,00000919,20241031,20220906,0002,2.22
100,00001937,20230104,20220605,0005,7.16
100,00000821,20230118,20240917,0001,7.48
100,00001577,20230919,20220608,0004,2.58
100,00001616,20240418,20231218,0004,7.65
100,00000004,20240101,20231126,0002,6.32
100,00000673,20241231,20220602,0004,6.19
100,00000627,20240815,20240913,0005,1.9
100,00000138,20230426,20230924,0004,0.77
100,00001944,20230511,20240830,0004,2.05
100,00001931,20230703,20221126,0004,4.74
100,00000860,20220705,20240124,0001,0.79
100,00000364,20220102,20240328,0003,1.91
100,00000367,20240426,20220701,0004,7.84
100,00001627,20240619,20220214,0005,2.64
100,00000959,20240920,20240823,0001,1.74
100,00001117,20230525,20230602,0005,5.99
100,00000789,20221119,20240201,0001,6.51
100,00001120,20230420,20240417,0002,2.6
100,00001617,20241206,20231016,0005,5.45
100,00000920,20230111,20230823,0005,7.31
100,00001919,20220805,20241002,0003,4.07
100,00001176,20220312,20220901,0001,3.71
100,00001470,20240531,20240618,0005,0.63
100,00001105,20220630,20240201,0005,3.59
100,00001423,20220123,20221206,0001,2.85
100,00000969,20220603,20220810,0002,6.73
100,00000441,20231001,20240524,0003,5.35
100,00001258,20221019,20230906,0003,4.33
100,00000720,20220607,20240502,0001,5.37
100,00000343,20220521,20230710,0001,0.64
100,00000279,20221014,20230927,0002,2.72
100,00001920,20220601,20240524,0004,5.54
100,00000286,20240125,20240604,0005,4.09
100,00000664,20221213,20231104,0004,7.93
100,00001568,20220427,20230419,0001,6.74
100,00000560,20220910,20240211,0004,4.7
100,00000047,20220817,20220107,0004,5.21
100,00001705,20240114,20220204,0003,3.04
100,00000330,20230325,20230328,0005,7.02
100,00000518,20241110,20220412,0005,7.15
100,00001906,20240612,20221013,0004,7.6
100,00001758,20240902,20231223,0004,0.76
100,00001329,20220516,20241217,0002,6.85
100,00000479,20240714,20221103,0001,6.2
100,00001716,20240203,20231224,0004,5.51
100,00001694,20221029,20221201,0005,6.59
100,00000386,20231017,20241101,0005,5.85
100,00001225,20230827,20230211,0003,7.42
100,00001308,20240425,20240315,0002,6.14
100,00000401,20230330,20230416,0004,4.81
100,00000759,20240128,20230828,0005,7.16
100,00000985,20240122,20220628,0004,3.77
100,00000866,20220819,20230311,0003,3.8
100,00001778,20220901,20220826,0005,1.6
100,00001693,20230108,20220907,0001,2.84
100,00001560,20220317,20230221,0001,5.77
100,00001901,20230526,20220210,0005,3.95
100,00000039,20241028,20231024,0004,4.76
100,00000777,20230328,20230617,0002,3.94
100,00001037,20230130,20241008,0001,5.89
100,00000124,20230826,20240417,0004,2.94
100,00001522,20240906,20231207,0004,4.78
100,00000356,20240322,20231114,0002,3.86
100,00001223,20230214,20230525,0002,7.95
100,00000578,20230130,20231110,0001,7.13
100,00000883,20231128,20230407,0002,0.5
100,00000329,20220703,20220219,0003,1.57
100,00000679,20220523,20220902,0001,7.02
100,00001528,20240908,20221222,0005,3.57
100,00000996,20240319,20240729,0001,4.03
100,00000640,20220713,20230424,0003,6.96
100,00001361,20241207,20240306,0001,4.45
100,00000617,20221219,20230927,0004,5.19
100,00001752,20230218,20240923,0002,6.61
100,00001076,20231217,20230520,0002,4.08
100,00001494,20241227,20240803,0002,1.01
100,00001265,20220318,20241119,0005,7.8
100,00001552,20240307,20230130,0001,1.91
100,00000850,20230608,20240504,0002,1.6
100,00001110,20240116,20241130,0001,6.32
100,00000674,20240209,20220822,0003,7.74
100,00000629,20240715,20220507,0001,5.09
100,00001428,20221109,20240422,0002,3.2
100,00001168,20220407,20231228,0005,0.66
100,00001777,20220925,20230726,0002,5.29
100,00000130,20221125,20241213,0003,4.41
100,00000841,20240102,20230726,0004,4.29
100,00000287,20220602,20220516,0004,1.2
100,00001777,20240604,20231210,0003,4.58
100,00001586,20240610,20220126,0005,1.36
100,00000861,20230118,20231026,0005,2.23
100,00000578,20220831,20231124,0002,6.77
100,00000619,20220901,20240328,0005,2.81
100,00001325,20220105,20221201,0001,6.69
100,00000241,20240302,20241024,0001,4.89
100,00001876,20220922,20240414,0002,7.95
100,00000336,20230201,20240226,0004,7.1
100,00001900,20240604,20240412,0005,3.74
100,00000235,20230725,20230110,0003,5.12
100,00000303,20220902,20220728,0003,2.54
100,00000808,20240516,20220604,0003,5.82
100,00000456,20230118,20240705,0001,7.44
100,00001568,20220531,20230428,0001,2.59
100,00001905,20240804,20240129,0005,4.21
100,00001307,20230809,20230927,0003,1.8
100,00000716,20220204,20230802,0002,0.86
100,00000282,20231126,20220529,0003,6.82
100,00001404,20230521,20241014,0003,5.88
100,00001400,20230322,20240503,0002,3.23
100,00000563,20240210,20221019,0003,0.55
100,00001308,20230920,20241212,0003,1.14
100,00001205,20231228,20240808,0004,6.13
100,00000147,20220718,20231203,0005,2.83
100,00000336,20230821,20231123,0002,0.84
100,00000897,20240113,20240414,0001,5.87
100,00000546,20220826,20240502,0002,6.23
100,00000752,20240220,20230721,0003,1.67
100,00000608,20220718,20231015,0005,1.69
100,00000679,20231104,20240304,0004,3.52
100,00000205,20220508,20221223,0003,3.41
100,00001131,20230311,20240918,0002,5.75
100,00001227,20221220,20240207,0005,4.59
100,00001178,20230123,20240409,0002,6.4
100,00000404,20240304,20221106,0005,3.73
100,00001312,20240930,20220426,0002,4.83
100,00001262,20240125,20231114,0002,6.26
100,00001208,20221010,20230511,0004,5.69
100,00000044,20230721,20240506,0005,2.21
100,00000066,20231109,20230407,0003,7.15
100,00001162,20230325,20230507,0002,0.71
100,00001059,20220512,20241022,0001,4.88
100,00000367,20240308,20221125,0002,6.2
100,00000142,20230804,20221010,0003,6.55
100,00000440,20220606,20231112,0002,3.42
100,00000119,20240228,20220503,0002,5.78
100,00000034,20220330,20240312,0001,3.67
100,00001602,20230104,20240514,0004,6.67
100,00001694,20230527,20220910,0003,6.22
100,00001188,20240225,20220330,0003,7.84
100,00000129,20220108,20230118,0003,2.2
100,00000932,20230208,20240413,0004,5.35
100,00000650,20241013,20240819,0004,3.27
100,00000256,20230329,20220903,0001,7.73
100,00000125,20220507,20220321,0001,5.34
100,00001353,20240821,20230212,0002,1.58
100,00000038,20240801,20240929,0005,7.44
100,00001073,20220416,20221227,0001,0.54
100,00000511,20241201,20230930,0002,3.61
100,00001285,20230728,20230908,0001,1.26
100,00001636,20240908,20240923,0004,6.73
100,00000629,20220217,20220304,0005,4.73
100,00000505,20240206,20221107,0002,5.0
100,00001610,20230518,20230921,0001,5.31
100,00000910,20231129,20240103,0001,5.32
100,00001418,20220225,20231013,0001,2.34
100,00001145,20240606,20240211,0001,6.72
100,00000460,20240409,20240415,0001,1.4
100,00000997,20220916,20220624,0001,0.52
100,00001828,20220614,20240919,0004,5.34
100,00000097,20220615,20220417,0002,6.38
100,00000866,20221106,20240908,0005,7.04
100,00001244,20220313,20221121,0002,5.75
100,00000154,20221021,20230128,0001,3.64
100,00001830,20221207,20231230,0002,1.15
100,00001186,20230525,20220323,0001,5.15
100,00001410,20220803,20241214,0004,7.29
100,00000636,20231005,20240803,0001,0.69
100,00001493,20240529,20221019,0004,7.13
100,00001782,20230522,20221218,0004,2.87
100,00000256,20230928,20230705,0004,2.01
100,00000068,20240101,20241126,0001,1.84
100,00001461,20240924,20220306,0005,6.15
100,00001410,20220729,20240515,0003,4.05
100,00001180,20231222,20230616,0005,6.26
100,00001290,20240508,20240408,0003,4.02
100,00001769,20240116,20221003,0005,3.06
100,00001677,20220119,20240409,0001,1.38
100,00001169,20241223,20230326,0002,5.8
100,00000047,20231102,20230126,0003,4.64
100,00000333,20221120,20240405,0005,1.51
100,00000290,20221230,20230112,0003,6.83
100,00000530,20231227,20230902,0004,1.78
100,00001869,20241004,20220907,0002,0.84
100,00000334,20221210,20230206,0003,7.44
100,00001386,20230626,20230220,0001,2.15
100,00001178,20240614,20230719,0004,6.6
100,00000202,20240809,20240930,0003,4.44
100,00000834,20220211,20220801,0001,7.92
100,00000796,20240831,20231107,0005,6.99
100,00000247,20220509,20240929,0005,4.44
100,00000805,20220708,20221111,0003,4.33
100,00001008,20241231,20231123,0002,3.59
100,00001078,20220725,20231008,0004,0.53
100,00000276,20240606,20231104,0002,4.42
100,00000095,20240130,20221122,0001,7.56
100,00001171,20230328,20230205,0003,5.12
100,00001043,20220911,20220317,0004,5.29
100,00001576,20231014,20230421,0003,1.72
100,00001253,20220706,20230730,0001,5.54
100,00001629,20220912,20241023,0004,6.46
100,00001036,20240220,20240929,0004,3.79
100,00001292,20230930,20241118,0004,6.41
100,00001588,20220828,20230820,0003,3.81
100,00000449,20230315,20221027,0003,2.04
100,00000499,20220906,20241109,0002,7.78
100,00000433,20240122,20231112,0002,5.97
100,00000035,20230503,20241218,0003,7.78
100,00000222,20241106,20240309,0002,4.93
100,00001176,20240911,20220808,0005,7.77
100,00000300,20221104,20230823,0004,7.02
100,00001329,20230916,20220930,0005,5.6
100,00000891,20220825,20220216,0003,3.33
100,00000071,20221125,20231013,0002,1.88
100,00000393,20230903,20221102,0004,5.7
100,00000065,20240308,20240109,0004,7.37
100,00001724,20240910,20221209,0003,0.83
100,00000336,20221003,20230408,0005,6.9
100,00001434,20241031,20240122,0003,6.17
100,00000263,20231008,20230906,0003,1.23
100,00000002,20231220,20240317,0002,7.87
100,00001484,20221110,20231207,0003,2.44
100,00001103,20230927,20220602,0002,1.71
100,00000910,20241203,20240824,0002,1.32
100,00001839,20240305,20240219,0003,3.25
100,00001748,20240604,20230127,0004,1.02
100,00000891,20241027,20220706,0004,1.72
100,00000827,20231011,20220523,0005,5.46
100,00000466,20220730,20240504,0001,1.79
100,00000618,20240420,20240304,0001,5.69
100,00000204,20220222,20240501,0001,2.28
100,00000622,20241112,20220110,0004,3.71
100,00000745,20241202,20240303,0005,6.46
100,00000846,20240617,20231123,0005,6.45
100,00001889,20241207,20230806,0001,0.62
100,00001600,20221121,20230817,0005,4.56
100,00001094,20240818,20231102,0002,5.72
100,00001565,20220526,20230802,0001,6.71
100,00001147,20230918,20230804,0005,7.23
100,00001654,20240503,20220715,0003,3.2
100,00001024,20241220,20221212,0001,5.94
100,00001029,20220420,20240510,0004,4.69
100,00001219,20230502,20221124,0001,2.65
100,00000900,20240326,20220421,0004,4.03
100,00001433,20240518,20230611,0001,3.43
100,00000051,20221128,20221224,0005,7.42
100,00001943,20220203,20220908,0002,6.23
100,00001025,20241221,20231212,0003,3.27
100,00000770,20240707,20240306,0001,2.65
100,00001906,20230420,20240423,0005,0.61
100,00000683,20220916,20231222,0003,0.65
100,00000122,20240324,20220723,0003,2.08
100,00000141,20240912,20230318,0003,3.76
100,00001005,20220922,20220410,0005,0.89
100,00000338,20240310,20220602,0001,1.79
100,00001451,20230823,20240930,0001,1.92
100,00001068,20230110,20240710,0002,7.31
100,00000738,20221029,20240907,0005,2.13
100,00001685,20231228,20231004,0004,4.17
100,00001886,20220926,20240715,0001,1.12
100,00001408,20220407,20240226,0004,4.44
100,00000050,20220210,20240307,0003,1.35
100,00001751,20220906,20230826,0001,5.2
100,00001765,20230404,20220720,0004,6.7
100,00000335,20230213,20220807,0002,6.57
100,00001960,20230810,20241102,0003,4.29
100,00000371,20220228,20221014,0001,2.19
100,00001748,20220825,20230328,0005,7.93
100,00000516,20220914,20230908,0002,5.91
100,00000954,20230416,20240828,0001,1.17
100,00001223,20221010,20220820,0002,2.39
100,00001205,20230618,20230802,0004,0.84
100,00000866,20220106,20230209,0002,7.0
100,00001900,20220514,20220321,0005,3.76
100,00000904,20221014,20230618,0001,1.5
100,00001592,20240514,20230802,0001,7.73
100,00000433,20230810,20221029,0003,5.9
100,00000773,20241205,20230802,0004,1.3
100,00001044,20241226,20221108,0003,4.65
100,00001000,20231011,20220504,0003,6.2
100,00000690,20240506,20231028,0002,4.16
100,00000232,20221113,20230828,0003,3.07
100,00001704,20230822,20220731,0005,3.95
100,00000314,20220803,20230302,0001,1.0
100,00000788,20230626,20231110,0004,2.84
100,00001557,20221125,20230422,0005,1.98
100,00001004,20230120,20230219,0002,5.56
100,00001212,20230713,20220720,0005,0.79
100,00000330,20231212,20231219,0005,1.42
100,00000440,20240424,20220305,0004,7.36
100,00000457,20220221,20240318,0004,1.54
100,00000145,20241124,20231008,0003,3.04
100,00000872,20240925,20230422,0001,2.29
100,00001177,20231121,20240504,0003,7.45
100,00000906,20230808,20220923,0004,5.59
100,00000397,20240909,20230704,0002,2.6
100,00000432,20230213,20230819,0004,0.5
100,00000377,20231022,20221109,0003,1.71
100,00001113,20221115,20221004,0002,1.15
100,00001467,20240402,20240906,0003,6.89
100,00000879,20231107,20241122,0005,2.86
100,00001053,20230307,20230331,0005,6.12
100,00001106,20230131,20240129,0002,2.54
100,00001744,20221214,20230727,0004,5.07
100,00000758,20240301,20230212,0001,5.61
100,00001635,20240923,20240410,0001,1.93
100,00001200,20231024,20230908,0004,6.89
100,00001081,20231014,20220524,0003,5.35
100,00001058,20220218,20241003,0005,2.21
100,00001564,20240512,20220324,0005,3.53
100,00001555,20230326,20221123,0001,3.7
100,00001551,20230813,20230411,0005,0.76
100,00001566,20230501,20240927,0003,5.3
100,00001875,20241217,20241127,0001,5.66
100,00000833,20220404,20240616,0004,7.43
100,00001061,20240402,20240519,0003,3.49
100,00000052,20230212,20230909,0004,0.89
100,00001919,20220312,20230715,0003,7.73
100,00000560,20240209,20231128,0003,0.95
100,00001662,20240214,20230509,0001,7.9
100,00001994,20230118,20220716,0002,0.53
100,00001555,20240419,20231226,0005,3.49
100,00001051,20240308,20220409,0002,6.38
100,00001417,20220610,20221221,0005,5.21
100,00000626,20220912,20231216,0004,6.61
100,00001787,20230201,20240730,0001,1.87
100,00000842,20220706,20220522,0003,1.97
100,00000609,20240625,20231204,0002,6.9
100,00000239,20220505,20241001,0005,1.14
100,00001997,20231127,20220521,0005,6.56
100,00001980,20230428,20220301,0002,6.38
100,00001413,20230117,20241029,0002,0.63
100,00001396,20240316,20220606,0004,0.78
100,00000850,20240927,20230612,0001,5.18
100,00001760,20221028,20220719,0002,6.3
100,00000552,20230725,20230814,0001,7.27
100,00001679,20240508,20220205,0001,4.85
100,00001999,20241122,20220810,0001,4.08
100,00001190,20230208,20221120,0002,2.48
100,00000814,20240906,20220208,0004,7.72
100,00001263,20220315,20240221,0002,3.19
100,00001658,20240530,20230823,0005,5.83
100,00001570,20230201,20220728,0001,6.33
100,00000741,20240102,20231107,0002,1.0
100,00000297,20220402,20230506,0002,7.51
100,00000680,20220820,20230504,0002,7.85
100,00000287,20220809,20241116,0004,3.25
100,00001704,20230311,20230529,0002,2.75
100,00001751,20220804,20240220,0002,6.0
100,00001365,20241010,20240319,0002,4.43
100,00000587,20241203,20231017,0002,6.49
100,00000966,20230518,20240120,0005,2.81
100,00000850,20220906,20240718,0002,5.21
100,00001431,20230322,20220510,0005,3.05
100,00000818,20230130,20230923,0005,3.61
100,00000460,20240512,20220429,0002,5.29
100,00001529,20240307,20230421,0002,5.74
100,00001479,20221001,20220609,0005,7.92
100,00000267,20230721,20230812,0003,0.64
100,00000650,20220705,20220411,0003,3.72
100,00000873,20241019,20231214,0004,7.08
100,00001861,20230517,20240530,0003,0.73
100,00001484,20230720,20230416,0004,0.73
100,00000874,20221219,20220917,0003,1.32
100,00001336,20241106,20230122,0002,0.94
100,00001853,20230413,20241217,0001,7.29
100,00001022,20241225,20231128,0001,3.84
100,00000144,20220805,20230914,0005,5.32
100,00001931,20230718,20240524,0002,6.66
100,00001920,20241210,20220306,0004,2.08
100,00001089,20230410,20230424,0003,3.24
100,00000652,20230823,20240124,0004,6.69
100,00000927,20221225,20240617,0004,6.97
100,00000454,20230815,20240302,0003,2.61
100,00000205,20240403,20231116,0005,1.74
100,00001296,20231218,20240114,0003,6.44
100,00000277,20230723,20230325,0004,5.5
100,00000693,20241221,20220527,0002,5.57
100,00001335,20240519,20230627,0003,4.12
100,00000199,20220821,20221201,0005,7.6
100,00001153,20240214,20240815,0005,4.61
100,00000440,20240327,20220703,0002,1.4
100,00000589,20230914,20220420,0002,6.57
100,00001247,20240824,20230609,0004,3.15
100,00000293,20220603,20230726,0002,5.96
100,00001774,20221104,20230611,0002,6.06
100,00001579,20220905,20241127,0004,3.57
100,00000044,20220314,20220904,0004,7.61
100,00000011,20230724,20220705,0004,3.07
100,00000826,20241212,20220621,0001,7.96
100,00001504,20240602,20220508,0005,1.28
100,00001897,20240824,20230604,0003,7.71
100,00001264,20221227,20220313,0001,3.7
100,00001470,20240109,20231014,0002,4.02
100,00000905,20230131,20220609,0005,0.58
100,00000735,20241108,20230223,0005,1.43
100,00001067,20231223,20230806,0004,1.97
100,00000235,20230730,20240518,0002,7.77
100,00001175,20221004,20230405,0005,6.02
100,00000441,20240127,20220107,0005,5.92
100,00001283,20241205,20230308,0005,7.51
100,00000464,20221031,20220819,0002,7.62
100,00001955,20220408,20240606,0003,6.51
100,00001963,20231116,20220424,0005,3.52
100,00001879,20231206,20230527,0004,2.08
100,00000969,20221214,20221107,0005,7.56
100,00000751,20240115,20231203,0004,7.7
100,00000644,20240907,20240830,0004,5.48
100,00001994,20220505,20241105,0001,7.67
100,00001987,20230923,20230620,0005,6.18
100,00000316,20220413,20240412,0004,4.73
100,00000603,20240814,20220526,0005,5.02
100,00000095,20231121,20220520,0003,4.45
100,00000336,20220307,20241218,0003,2.11
100,00001600,20230221,20230305,0005,6.66
100,00000103,20231108,20230913,0004,4.66
100,00001868,20241221,20240515,0005,6.51
100,00000289,20231122,20240702,0003,5.22
100,00001390,20240117,20240408,0005,7.78
100,00000892,20221113,20231025,0002,2.07
100,00000447,20220624,20230531,0004,1.55
100,00001224,20231210,20221124,0002,1.34
100,00001989,20220516,20230528,0005,5.13
100,00000708,20230314,20221029,0001,0.95
100,00000300,20230516,20220128,0005,7.3
100,00000284,20220720,20240704,0001,6.36
100,00000415,20240319,20230712,0001,3.66
100,00000354,20230813,20221216,0005,7.81
100,00001629,20220201,20221230,0004,3.11
100,00001210,20240119,20220819,0005,2.06
100,00001550,20240610,20221012,0002,2.49
100,00000241,20230601,20240116,0002,3.84
100,00000609,20240505,20220922,0002,6.26
100,00001898,20230702,20230830,0005,7.66
100,00001909,20220522,20240909,0003,6.21
100,00000798,20220526,20240418,0005,3.18
100,00001908,20231101,20230531,0001,2.69
100,00000436,20240409,20241025,0001,2.28
100,00000599,20231016,20240427,0003,5.6
100,00001026,20240426,20240609,0001,3.28
100,00001629,20220526,20240424,0004,4.26
100,00000441,20220205,20230310,0002,7.43
100,00000799,20240310,20230106,0001,1.5
100,00001241,20241111,20220202,0001,1.98
100,00000378,20240713,20231119,0001,6.42
100,00000158,20220606,20230521,0004,2.75
100,00001007,20240816,20240518,0002,3.63
100,00000620,20220223,20230620,0002,3.57
100,00001909,20230727,20241107,0003,2.91
100,00001327,20231221,20241008,0004,6.16
100,00000635,20231026,20240108,0002,2.69
100,00000236,20240731,20231125,0001,3.77
100,00000210,20240210,20241123,0003,6.36
100,00001785,20220606,20220928,0001,3.44
100,00001249,20220601,20240404,0002,5.81
100,00000151,20230613,20221231,0004,1.71
100,00000539,20230505,20221208,0003,1.46
100,00001341,20240825,20240730,0002,7.26
100,00000408,20221129,20230528,0004,1.04
100,00001705,20240407,20230404,0002,7.18
100,00000451,20220903,20220603,0003,2.26
100,00000539,20220301,20220507,0001,3.71
100,00001556,20220815,20230609,0001,2.52
100,00000156,20220313,20220813,0002,5.8
100,00001336,20240222,20220809,0004,1.81
100,00001282,20230624,20220824,0003,1.85
100,00001636,20230611,20220315,0004,0.61
100,00001820,20241225,20240604,0003,6.36
100,00000979,20230825,20220716,0002,7.25
100,00001640,20220904,20220614,0004,4.48
100,00000196,20240512,20241026,0003,0.91
100,00001094,20230820,20230806,0005,1.58
100,00001052,20230201,20241109,0002,3.01
100,00001823,20221101,20231221,0003,3.8
100,00000420,20240510,20231006,0001,7.65
100,00001763,20240723,20240104,0005,5.94
100,00001344,20221223,20231019,0004,1.42
100,00001271,20221221,20240114,0004,1.47
100,00000313,20231114,20230121,0003,5.34
100,00001997,20220121,20241225,0003,6.09
100,00000778,20230610,20230315,0003,3.68
100,00000459,20240815,20231018,0005,5.76
100,00000875,20241117,20220811,0004,1.56
100,00000118,20220708,20230624,0005,3.65
100,00001791,20240122,20220106,0005,5.01
100,00001847,20230622,20220810,0001,7.74
100,00001798,20230411,20230228,0002,3.63
100,00000778,20220125,20230204,0003,4.41
100,00000744,20221212,20230721,0004,0.5
100,00000749,20220925,20230903,0003,1.74
100,00001692,20240411,20241021,0003,1.99
100,00000234,20230717,20240625,0002,4.71
100,00000782,20230501,20221204,0005,5.61
100,00000508,20230909,20220303,0004,5.26
100,00000232,20240529,20230529,0002,3.6
100,00000301,20240703,20230629,0003,7.2
100,00001072,20241121,20220731,0002,6.07
100,00000864,20241012,20240119,0003,2.31
100,00000018,20231106,20241201,0004,3.68
100,00000897,20230602,20220320,0003,4.25
100,00000357,20230524,20231220,0003,1.35
100,00001536,20220610,20230402,0004,2.68
100,00001141,20241028,20221005,0005,1.57
100,00001854,20241106,20220130,0001,6.91
100,00000536,20220901,20240508,0002,5.79
100,00000728,20230814,20230420,0005,3.41
100,00000339,20221230,20241225,0005,5.28
100,00000571,20221015,20240305,0003,7.12
100,00000941,20240704,20230506,0005,7.55
100,00001914,20220504,20240615,0005,6.9
100,00000520,20240504,20220918,0004,2.54
100,00001357,20240411,20220103,0001,4.97
100,00000728,20230621,20230107,0004,1.72
100,00000376,20240217,20230610,0001,6.23
100,00000933,20230621,20240219,0001,7.38
100,00001691,20220406,20240801,0001,1.53
100,00001491,20220111,20220328,0002,7.19
100,00000517,20240814,20230305,0005,5.89
100,00000858,20221020,20220623,0005,3.7
100,00001096,20240716,20240310,0002,0.77
100,00001082,20230701,20241114,0001,1.18
100,00001555,20240526,20230423,0005,4.03
100,00001487,20220914,20220117,0001,5.19
100,00001941,20240222,20220220,0005,0.87
100,00001861,20230714,20240319,0004,4.33
100,00001340,20240211,20240709,0002,7.68
100,00001602,20240127,20231208,0005,7.3
100,00000278,20220422,20240724,0004,0.88
100,00001956,20240219,20220902,0002,5.84
100,00001200,20231211,20241217,0003,2.94
100,00000260,20240708,20240711,0002,6.97
100,00001852,20240115,20241210,0001,4.58
100,00001457,20240611,20231201,0003,4.23
100,00001124,20230909,20240621,0003,4.21
100,00001774,20221018,20220730,0005,3.65
100,00000591,20240111,20241130,0005,4.72
100,00001473,20231014,20240422,0003,7.48
100,00001176,20240313,20221031,0004,7.1
100,00000785,20240603,20230127,0002,5.85
100,00000328,20230808,20230507,0003,0.64
100,00000422,20230124,20240418,0004,4.21
100,00000298,20220530,20241011,0005,3.47
100,00000734,20220414,20241204,0001,5.66
100,00000843,20240716,20231006,0001,6.75
100,00000670,20220528,20220514,0002,4.55
100,00001783,20240801,20221220,0004,6.66
100,00000055,20240725,20231104,0004,1.15
100,00000500,20231021,20240515,0003,4.66
100,00001548,20230630,20220908,0005,6.81
100,00000809,20221206,20220205,0001,6.65
100,00000960,20221125,20221201,0004,1.79
100,00000671,20231016,20231225,0004,0.91
100,00000032,20240706,20241114,0003,2.3
100,00000889,20241023,20230416,0003,5.96
100,00001019,20231229,20240519,0002,4.69
100,00001070,20240318,20241212,0004,7.3
100,00001747,20230619,20231102,0002,1.93
100,00001073,20220319,20241119,0001,2.2
100,00001538,20240103,20221227,0004,5.19
100,00000945,20240221,20231014,0004,2.34
100,00001047,20220812,20220716,0003,1.86
100,00000436,20241223,20220131,0001,7.25
100,00000971,20241127,20230115,0005,6.44
100,00000646,20230926,20241204,0001,1.65
100,00001870,20230113,20230323,0002,0.55
100,00000257,20241231,20240414,0003,3.03
100,00001125,20240524,20240706,0002,4.06
100,00000745,20240118,20241124,0003,2.2
100,00000292,20220209,20240210,0001,1.63
100,00000026,20241003,20230304,0002,6.79
100,00001793,20240515,20240914,0003,7.78
100,00001935,20220320,20240725,0004,1.54
100,00001252,20221119,20240619,0005,4.26
100,00000692,20220916,20231205,0003,1.89
100,00000902,20240625,20230421,0004,1.4
100,00000235,20221017,20240119,0003,2.09
100,00001323,20220424,20240617,0002,5.16
100,00000244,20220727,20220729,0001,7.47
100,00001176,20230909,20230503,0004,7.25
100,00001255,20240521,20230122,0004,1.62
