MANDT,AUFPL,APLZL,VORNR,ARBID,WERKS
100,0000002536,00000001,0010,00000001,0006
100,0000002536,00000002,0020,00000002,0006
100,0000002536,00000003,0030,00000003,0006
100,0000002536,00000004,0040,00000004,0006
100,0000002537,00000001,0010,00000001,0007
100,0000002537,00000002,0020,00000002,0007
100,0000002537,00000003,0030,00000003,0007
100,0000002537,00000004,0040,00000004,0007
100,0000002538,00000001,0010,00000001,0008
100,0000002538,00000002,0020,00000002,0008
100,0000002539,00000001,0010,00000001,0009
100,0000002539,00000002,0020,00000002,0009
100,0000002539,00000003,0030,00000003,0009
100,0000002539,00000004,0040,00000004,0009
100,0000002540,00000001,0010,00000001,0010
100,0000002540,00000002,0020,00000002,0010
100,0000002541,00000001,0010,00000001,0001
100,0000002541,00000002,0020,00000002,0001
100,0000002541,00000003,0030,00000003,0001
100,0000002542,00000001,0010,00000001,0002
100,0000002542,00000002,0020,00000002,0002
100,0000002543,00000001,0010,00000001,0003
100,0000002543,00000002,0020,00000002,0003
100,0000002543,00000003,0030,00000003,0003
100,0000002544,00000001,0010,00000001,0004
100,0000002544,00000002,0020,00000002,0004
100,0000002545,00000001,0010,00000001,0005
100,0000002545,00000002,0020,00000002,0005
100,0000002545,00000003,0030,00000003,0005
100,0000002546,00000001,0010,00000001,0006
100,0000002546,00000002,0020,00000002,0006
100,0000002546,00000003,0030,00000003,0006
100,0000002547,00000001,0010,00000001,0007
100,0000002547,00000002,0020,00000002,0007
100,0000002548,00000001,0010,00000001,0008
100,0000002548,00000002,0020,00000002,0008
100,0000002548,00000003,0030,00000003,0008
100,0000002549,00000001,0010,00000001,0009
100,0000002549,00000002,0020,00000002,0009
100,0000002550,00000001,0010,00000001,0010
100,0000002550,00000002,0020,00000002,0010
100,0000002550,00000003,0030,00000003,0010
100,0000002551,00000001,0010,00000001,0001
100,0000002551,00000002,0020,00000002,0001
100,0000002551,00000003,0030,00000003,0001
100,0000002552,00000001,0010,00000001,0002
100,0000002552,00000002,0020,00000002,0002
100,0000002552,00000003,0030,00000003,0002
100,0000002552,00000004,0040,00000004,0002
100,0000002553,00000001,0010,00000001,0003
100,0000002553,00000002,0020,00000002,0003
100,0000002554,00000001,0010,00000001,0004
100,0000002554,00000002,0020,00000002,0004
100,0000002554,00000003,0030,00000003,0004
100,0000002555,00000001,0010,00000001,0005
100,0000002555,00000002,0020,00000002,0005
100,0000002556,00000001,0010,00000001,0006
100,0000002556,00000002,0020,00000002,0006
100,0000002557,00000001,0010,00000001,0007
100,0000002557,00000002,0020,00000002,0007
100,0000002558,00000001,0010,00000001,0008
100,0000002558,00000002,0020,00000002,0008
100,0000002558,00000003,0030,00000003,0008
100,0000002559,00000001,0010,00000001,0009
100,0000002559,00000002,0020,00000002,0009
100,0000002559,00000003,0030,00000003,0009
100,0000002560,00000001,0010,00000001,0010
100,0000002560,00000002,0020,00000002,0010
100,0000002561,00000001,0010,00000001,0001
100,0000002561,00000002,0020,00000002,0001
100,0000002562,00000001,0010,00000001,0002
100,0000002562,00000002,0020,00000002,0002
100,0000002562,00000003,0030,00000003,0002
100,0000002563,00000001,0010,00000001,0003
100,0000002563,00000002,0020,00000002,0003
100,0000002563,00000003,0030,00000003,0003
100,0000002564,00000001,0010,00000001,0004
100,0000002564,00000002,0020,00000002,0004
100,0000002565,00000001,0010,00000001,0005
100,0000002565,00000002,0020,00000002,0005
100,0000002566,00000001,0010,00000001,0006
100,0000002566,00000002,0020,00000002,0006
100,0000002566,00000003,0030,00000003,0006
100,0000002567,00000001,0010,00000001,0007
100,0000002567,00000002,0020,00000002,0007
100,0000002567,00000003,0030,00000003,0007
100,0000002567,00000004,0040,00000004,0007
100,0000002568,00000001,0010,00000001,0008
100,0000002568,00000002,0020,00000002,0008
100,0000002568,00000003,0030,00000003,0008
100,0000002568,00000004,0040,00000004,0008
100,0000002569,00000001,0010,00000001,0009
100,0000002569,00000002,0020,00000002,0009
100,0000002570,00000001,0010,00000001,0010
100,0000002570,00000002,0020,00000002,0010
100,0000002570,00000003,0030,00000003,0010
100,0000002571,00000001,0010,00000001,0001
100,0000002571,00000002,0020,00000002,0001
100,0000002571,00000003,0030,00000003,0001
100,0000002571,00000004,0040,00000004,0001
100,0000002572,00000001,0010,00000001,0002
100,0000002572,00000002,0020,00000002,0002
100,0000002572,00000003,0030,00000003,0002
100,0000002573,00000001,0010,00000001,0003
100,0000002573,00000002,0020,00000002,0003
100,0000002573,00000003,0030,00000003,0003
100,0000002574,00000001,0010,00000001,0004
100,0000002574,00000002,0020,00000002,0004
100,0000002574,00000003,0030,00000003,0004
100,0000002574,00000004,0040,00000004,0004
100,0000002575,00000001,0010,00000001,0005
100,0000002575,00000002,0020,00000002,0005
100,0000002575,00000003,0030,00000003,0005
100,0000002575,00000004,0040,00000004,0005
100,0000002576,00000001,0010,00000001,0006
100,0000002576,00000002,0020,00000002,0006
100,0000002576,00000003,0030,00000003,0006
100,0000002576,00000004,0040,00000004,0006
100,0000002577,00000001,0010,00000001,0007
100,0000002577,00000002,0020,00000002,0007
100,0000002578,00000001,0010,00000001,0008
100,0000002578,00000002,0020,00000002,0008
100,0000002579,00000001,0010,00000001,0009
100,0000002579,00000002,0020,00000002,0009
100,0000002579,00000003,0030,00000003,0009
100,0000002579,00000004,0040,00000004,0009
100,0000002580,00000001,0010,00000001,0010
100,0000002580,00000002,0020,00000002,0010
100,0000002581,00000001,0010,00000001,0001
100,0000002581,00000002,0020,00000002,0001
100,0000002581,00000003,0030,00000003,0001
100,0000002582,00000001,0010,00000001,0002
100,0000002582,00000002,0020,00000002,0002
100,0000002582,00000003,0030,00000003,0002
100,0000002583,00000001,0010,00000001,0003
100,0000002583,00000002,0020,00000002,0003
100,0000002583,00000003,0030,00000003,0003
100,0000002584,00000001,0010,00000001,0004
100,0000002584,00000002,0020,00000002,0004
100,0000002584,00000003,0030,00000003,0004
100,0000002584,00000004,0040,00000004,0004
100,0000002585,00000001,0010,00000001,0005
100,0000002585,00000002,0020,00000002,0005
100,0000002585,00000003,0030,00000003,0005
100,0000002586,00000001,0010,00000001,0006
100,0000002586,00000002,0020,00000002,0006
100,0000002587,00000001,0010,00000001,0007
100,0000002587,00000002,0020,00000002,0007
100,0000002588,00000001,0010,00000001,0008
100,0000002588,00000002,0020,00000002,0008
100,0000002588,00000003,0030,00000003,0008
100,0000002588,00000004,0040,00000004,0008
100,0000002589,00000001,0010,00000001,0009
100,0000002589,00000002,0020,00000002,0009
100,0000002589,00000003,0030,00000003,0009
100,0000002589,00000004,0040,00000004,0009
100,0000002590,00000001,0010,00000001,0010
100,0000002590,00000002,0020,00000002,0010
100,0000002591,00000001,0010,00000001,0001
100,0000002591,00000002,0020,00000002,0001
100,0000002592,00000001,0010,00000001,0002
100,0000002592,00000002,0020,00000002,0002
100,0000002592,00000003,0030,00000003,0002
100,0000002592,00000004,0040,00000004,0002
100,0000002593,00000001,0010,00000001,0003
100,0000002593,00000002,0020,00000002,0003
100,0000002593,00000003,0030,00000003,0003
100,0000002594,00000001,0010,00000001,0004
100,0000002594,00000002,0020,00000002,0004
100,0000002594,00000003,0030,00000003,0004
100,0000002595,00000001,0010,00000001,0005
100,0000002595,00000002,0020,00000002,0005
100,0000002595,00000003,0030,00000003,0005
100,0000002596,00000001,0010,00000001,0006
100,0000002596,00000002,0020,00000002,0006
100,0000002596,00000003,0030,00000003,0006
100,0000002597,00000001,0010,00000001,0007
100,0000002597,00000002,0020,00000002,0007
100,0000002597,00000003,0030,00000003,0007
100,0000002598,00000001,0010,00000001,0008
100,0000002598,00000002,0020,00000002,0008
100,0000002598,00000003,0030,00000003,0008
100,0000002599,00000001,0010,00000001,0009
100,0000002599,00000002,0020,00000002,0009
100,0000002600,00000001,0010,00000001,0010
100,0000002600,00000002,0020,00000002,0010
100,0000002600,00000003,0030,00000003,0010
100,0000002600,00000004,0040,00000004,0010
100,0000002601,00000001,0010,00000001,0001
100,0000002601,00000002,0020,00000002,0001
100,0000002601,00000003,0030,00000003,0001
100,0000002602,00000001,0010,00000001,0002
100,0000002602,00000002,0020,00000002,0002
100,0000002602,00000003,0030,00000003,0002
100,0000002603,00000001,0010,00000001,0003
100,0000002603,00000002,0020,00000002,0003
100,0000002604,00000001,0010,00000001,0004
100,0000002604,00000002,0020,00000002,0004
100,0000002604,00000003,0030,00000003,0004
100,0000002604,00000004,0040,00000004,0004
100,0000002605,00000001,0010,00000001,0005
100,0000002605,00000002,0020,00000002,0005
100,0000002606,00000001,0010,00000001,0006
100,0000002606,00000002,0020,00000002,0006
100,0000002606,00000003,0030,00000003,0006
100,0000002606,00000004,0040,00000004,0006
100,0000002607,00000001,0010,00000001,0007
100,0000002607,00000002,0020,00000002,0007
100,0000002607,00000003,0030,00000003,0007
100,0000002608,00000001,0010,00000001,0008
100,0000002608,00000002,0020,00000002,0008
100,0000002608,00000003,0030,00000003,0008
100,0000002609,00000001,0010,00000001,0009
100,0000002609,00000002,0020,00000002,0009
100,0000002609,00000003,0030,00000003,0009
100,0000002610,00000001,0010,00000001,0010
100,0000002610,00000002,0020,00000002,0010
100,0000002611,00000001,0010,00000001,0001
100,0000002611,00000002,0020,00000002,0001
100,0000002611,00000003,0030,00000003,0001
100,0000002612,00000001,0010,00000001,0002
100,0000002612,00000002,0020,00000002,0002
100,0000002612,00000003,0030,00000003,0002
100,0000002613,00000001,0010,00000001,0003
100,0000002613,00000002,0020,00000002,0003
100,0000002613,00000003,0030,00000003,0003
100,0000002614,00000001,0010,00000001,0004
100,0000002614,00000002,0020,00000002,0004
100,0000002615,00000001,0010,00000001,0005
100,0000002615,00000002,0020,00000002,0005
100,0000002615,00000003,0030,00000003,0005
100,0000002615,00000004,0040,00000004,0005
100,0000002616,00000001,0010,00000001,0006
100,0000002616,00000002,0020,00000002,0006
100,0000002616,00000003,0030,00000003,0006
100,0000002616,00000004,0040,00000004,0006
100,0000002617,00000001,0010,00000001,0007
100,0000002617,00000002,0020,00000002,0007
100,0000002617,00000003,0030,00000003,0007
100,0000002618,00000001,0010,00000001,0008
100,0000002618,00000002,0020,00000002,0008
100,0000002619,00000001,0010,00000001,0009
100,0000002619,00000002,0020,00000002,0009
100,0000002619,00000003,0030,00000003,0009
100,0000002619,00000004,0040,00000004,0009
100,0000002620,00000001,0010,00000001,0010
100,0000002620,00000002,0020,00000002,0010
100,0000002621,00000001,0010,00000001,0001
100,0000002621,00000002,0020,00000002,0001
100,0000002621,00000003,0030,00000003,0001
100,0000002622,00000001,0010,00000001,0002
100,0000002622,00000002,0020,00000002,0002
100,0000002622,00000003,0030,00000003,0002
100,0000002622,00000004,0040,00000004,0002
100,0000002623,00000001,0010,00000001,0003
100,0000002623,00000002,0020,00000002,0003
100,0000002623,00000003,0030,00000003,0003
100,0000002623,00000004,0040,00000004,0003
100,0000002624,00000001,0010,00000001,0004
100,0000002624,00000002,0020,00000002,0004
100,0000002625,00000001,0010,00000001,0005
100,0000002625,00000002,0020,00000002,0005
100,0000002626,00000001,0010,00000001,0006
100,0000002626,00000002,0020,00000002,0006
100,0000002626,00000003,0030,00000003,0006
100,0000002626,00000004,0040,00000004,0006
100,0000002627,00000001,0010,00000001,0007
100,0000002627,00000002,0020,00000002,0007
100,0000002627,00000003,0030,00000003,0007
100,0000002628,00000001,0010,00000001,0008
100,0000002628,00000002,0020,00000002,0008
100,0000002629,00000001,0010,00000001,0009
100,0000002629,00000002,0020,00000002,0009
100,0000002629,00000003,0030,00000003,0009
100,0000002630,00000001,0010,00000001,0010
100,0000002630,00000002,0020,00000002,0010
100,0000002630,00000003,0030,00000003,0010
100,0000002631,00000001,0010,00000001,0001
100,0000002631,00000002,0020,00000002,0001
100,0000002631,00000003,0030,00000003,0001
100,0000002631,00000004,0040,00000004,0001
100,0000002632,00000001,0010,00000001,0002
100,0000002632,00000002,0020,00000002,0002
100,0000002633,00000001,0010,00000001,0003
100,0000002633,00000002,0020,00000002,0003
100,0000002633,00000003,0030,00000003,0003
100,0000002633,00000004,0040,00000004,0003
100,0000002634,00000001,0010,00000001,0004
100,0000002634,00000002,0020,00000002,0004
100,0000002634,00000003,0030,00000003,0004
100,0000002634,00000004,0040,00000004,0004
100,0000002635,00000001,0010,00000001,0005
100,0000002635,00000002,0020,00000002,0005
100,0000002635,00000003,0030,00000003,0005
100,0000002635,00000004,0040,00000004,0005
100,0000002636,00000001,0010,00000001,0006
100,0000002636,00000002,0020,00000002,0006
100,0000002636,00000003,0030,00000003,0006
100,0000002636,00000004,0040,00000004,0006
100,0000002637,00000001,0010,00000001,0007
100,0000002637,00000002,0020,00000002,0007
100,0000002638,00000001,0010,00000001,0008
100,0000002638,00000002,0020,00000002,0008
100,0000002639,00000001,0010,00000001,0009
100,0000002639,00000002,0020,00000002,0009
100,0000002639,00000003,0030,00000003,0009
100,0000002640,00000001,0010,00000001,0010
100,0000002640,00000002,0020,00000002,0010
100,0000002640,00000003,0030,00000003,0010
100,0000002640,00000004,0040,00000004,0010
100,0000002641,00000001,0010,00000001,0001
100,0000002641,00000002,0020,00000002,0001
100,0000002642,00000001,0010,00000001,0002
100,0000002642,00000002,0020,00000002,0002
100,0000002642,00000003,0030,00000003,0002
100,0000002643,00000001,0010,00000001,0003
100,0000002643,00000002,0020,00000002,0003
100,0000002643,00000003,0030,00000003,0003
100,0000002643,00000004,0040,00000004,0003
100,0000002644,00000001,0010,00000001,0004
100,0000002644,00000002,0020,00000002,0004
100,0000002644,00000003,0030,00000003,0004
100,0000002644,00000004,0040,00000004,0004
100,0000002645,00000001,0010,00000001,0005
100,0000002645,00000002,0020,00000002,0005
100,0000002646,00000001,0010,00000001,0006
100,0000002646,00000002,0020,00000002,0006
100,0000002646,00000003,0030,00000003,0006
100,0000002647,00000001,0010,00000001,0007
100,0000002647,00000002,0020,00000002,0007
100,0000002647,00000003,0030,00000003,0007
100,0000002648,00000001,0010,00000001,0008
100,0000002648,00000002,0020,00000002,0008
100,0000002648,00000003,0030,00000003,0008
100,0000002648,00000004,0040,00000004,0008
100,0000002649,00000001,0010,00000001,0009
100,0000002649,00000002,0020,00000002,0009
100,0000002650,00000001,0010,00000001,0010
100,0000002650,00000002,0020,00000002,0010
100,0000002651,00000001,0010,00000001,0001
100,0000002651,00000002,0020,00000002,0001
100,0000002651,00000003,0030,00000003,0001
100,0000002651,00000004,0040,00000004,0001
100,0000002652,00000001,0010,00000001,0002
100,0000002652,00000002,0020,00000002,0002
100,0000002653,00000001,0010,00000001,0003
100,0000002653,00000002,0020,00000002,0003
100,0000002654,00000001,0010,00000001,0004
100,0000002654,00000002,0020,00000002,0004
100,0000002655,00000001,0010,00000001,0005
100,0000002655,00000002,0020,00000002,0005
100,0000002655,00000003,0030,00000003,0005
100,0000002655,00000004,0040,00000004,0005
100,0000002656,00000001,0010,00000001,0006
100,0000002656,00000002,0020,00000002,0006
100,0000002656,00000003,0030,00000003,0006
100,0000002657,00000001,0010,00000001,0007
100,0000002657,00000002,0020,00000002,0007
100,0000002657,00000003,0030,00000003,0007
100,0000002657,00000004,0040,00000004,0007
100,0000002658,00000001,0010,00000001,0008
100,0000002658,00000002,0020,00000002,0008
100,0000002658,00000003,0030,00000003,0008
100,0000002659,00000001,0010,00000001,0009
100,0000002659,00000002,0020,00000002,0009
100,0000002659,00000003,0030,00000003,0009
100,0000002660,00000001,0010,00000001,0010
100,0000002660,00000002,0020,00000002,0010
100,0000002660,00000003,0030,00000003,0010
100,0000002660,00000004,0040,00000004,0010
100,0000002661,00000001,0010,00000001,0001
100,0000002661,00000002,0020,00000002,0001
100,0000002662,00000001,0010,00000001,0002
100,0000002662,00000002,0020,00000002,0002
100,0000002662,00000003,0030,00000003,0002
100,0000002663,00000001,0010,00000001,0003
100,0000002663,00000002,0020,00000002,0003
100,0000002664,00000001,0010,00000001,0004
100,0000002664,00000002,0020,00000002,0004
100,0000002664,00000003,0030,00000003,0004
100,0000002665,00000001,0010,00000001,0005
100,0000002665,00000002,0020,00000002,0005
100,0000002665,00000003,0030,00000003,0005
100,0000002665,00000004,0040,00000004,0005
100,0000002666,00000001,0010,00000001,0006
100,0000002666,00000002,0020,00000002,0006
100,0000002666,00000003,0030,00000003,0006
100,0000002666,00000004,0040,00000004,0006
100,0000002667,00000001,0010,00000001,0007
100,0000002667,00000002,0020,00000002,0007
100,0000002668,00000001,0010,00000001,0008
100,0000002668,00000002,0020,00000002,0008
100,0000002669,00000001,0010,00000001,0009
100,0000002669,00000002,0020,00000002,0009
100,0000002669,00000003,0030,00000003,0009
100,0000002670,00000001,0010,00000001,0010
100,0000002670,00000002,0020,00000002,0010
100,0000002670,00000003,0030,00000003,0010
100,0000002670,00000004,0040,00000004,0010
100,0000002671,00000001,0010,00000001,0001
100,0000002671,00000002,0020,00000002,0001
100,0000002671,00000003,0030,00000003,0001
100,0000002671,00000004,0040,00000004,0001
100,0000002672,00000001,0010,00000001,0002
100,0000002672,00000002,0020,00000002,0002
100,0000002672,00000003,0030,00000003,0002
100,0000002672,00000004,0040,00000004,0002
100,0000002673,00000001,0010,00000001,0003
100,0000002673,00000002,0020,00000002,0003
100,0000002673,00000003,0030,00000003,0003
100,0000002674,00000001,0010,00000001,0004
100,0000002674,00000002,0020,00000002,0004
100,0000002675,00000001,0010,00000001,0005
100,0000002675,00000002,0020,00000002,0005
100,0000002675,00000003,0030,00000003,0005
100,0000002676,00000001,0010,00000001,0006
100,0000002676,00000002,0020,00000002,0006
100,0000002676,00000003,0030,00000003,0006
100,0000002676,00000004,0040,00000004,0006
100,0000002677,00000001,0010,00000001,0007
100,0000002677,00000002,0020,00000002,0007
100,0000002677,00000003,0030,00000003,0007
100,0000002677,00000004,0040,00000004,0007
100,0000002678,00000001,0010,00000001,0008
100,0000002678,00000002,0020,00000002,0008
100,0000002678,00000003,0030,00000003,0008
100,0000002679,00000001,0010,00000001,0009
100,0000002679,00000002,0020,00000002,0009
100,0000002679,00000003,0030,00000003,0009
100,0000002679,00000004,0040,00000004,0009
100,0000002680,00000001,0010,00000001,0010
100,0000002680,00000002,0020,00000002,0010
100,0000002680,00000003,0030,00000003,0010
100,0000002680,00000004,0040,00000004,0010
100,0000002681,00000001,0010,00000001,0001
100,0000002681,00000002,0020,00000002,0001
100,0000002682,00000001,0010,00000001,0002
100,0000002682,00000002,0020,00000002,0002
100,0000002682,00000003,0030,00000003,0002
100,0000002682,00000004,0040,00000004,0002
100,0000002683,00000001,0010,00000001,0003
100,0000002683,00000002,0020,00000002,0003
100,0000002683,00000003,0030,00000003,0003
100,0000002683,00000004,0040,00000004,0003
100,0000002684,00000001,0010,00000001,0004
100,0000002684,00000002,0020,00000002,0004
100,0000002685,00000001,0010,00000001,0005
100,0000002685,00000002,0020,00000002,0005
100,0000002686,00000001,0010,00000001,0006
100,0000002686,00000002,0020,00000002,0006
100,0000002686,00000003,0030,00000003,0006
100,0000002687,00000001,0010,00000001,0007
100,0000002687,00000002,0020,00000002,0007
100,0000002688,00000001,0010,00000001,0008
100,0000002688,00000002,0020,00000002,0008
100,0000002688,00000003,0030,00000003,0008
100,0000002689,00000001,0010,00000001,0009
100,0000002689,00000002,0020,00000002,0009
100,0000002690,00000001,0010,00000001,0010
100,0000002690,00000002,0020,00000002,0010
100,0000002691,00000001,0010,00000001,0001
100,0000002691,00000002,0020,00000002,0001
100,0000002691,00000003,0030,00000003,0001
100,0000002691,00000004,0040,00000004,0001
100,0000002692,00000001,0010,00000001,0002
100,0000002692,00000002,0020,00000002,0002
100,0000002693,00000001,0010,00000001,0003
100,0000002693,00000002,0020,00000002,0003
100,0000002693,00000003,0030,00000003,0003
100,0000002694,00000001,0010,00000001,0004
100,0000002694,00000002,0020,00000002,0004
100,0000002694,00000003,0030,00000003,0004
100,0000002695,00000001,0010,00000001,0005
100,0000002695,00000002,0020,00000002,0005
100,0000002696,00000001,0010,00000001,0006
100,0000002696,00000002,0020,00000002,0006
100,0000002696,00000003,0030,00000003,0006
100,0000002697,00000001,0010,00000001,0007
100,0000002697,00000002,0020,00000002,0007
100,0000002697,00000003,0030,00000003,0007
100,0000002698,00000001,0010,00000001,0008
100,0000002698,00000002,0020,00000002,0008
100,0000002699,00000001,0010,00000001,0009
100,0000002699,00000002,0020,00000002,0009
100,0000002699,00000003,0030,00000003,0009
100,0000002699,00000004,0040,00000004,0009
100,0000002700,00000001,0010,00000001,0010
100,0000002700,00000002,0020,00000002,0010
100,0000002701,00000001,0010,00000001,0001
100,0000002701,00000002,0020,00000002,0001
100,0000002701,00000003,0030,00000003,0001
100,0000002702,00000001,0010,00000001,0002
100,0000002702,00000002,0020,00000002,0002
100,0000002702,00000003,0030,00000003,0002
100,0000002703,00000001,0010,00000001,0003
100,0000002703,00000002,0020,00000002,0003
100,0000002703,00000003,0030,00000003,0003
100,0000002704,00000001,0010,00000001,0004
100,0000002704,00000002,0020,00000002,0004
100,0000002704,00000003,0030,00000003,0004
100,0000002704,00000004,0040,00000004,0004
100,0000002705,00000001,0010,00000001,0005
100,0000002705,00000002,0020,00000002,0005
100,0000002705,00000003,0030,00000003,0005
100,0000002706,00000001,0010,00000001,0006
100,0000002706,00000002,0020,00000002,0006
100,0000002707,00000001,0010,00000001,0007
100,0000002707,00000002,0020,00000002,0007
100,0000002707,00000003,0030,00000003,0007
100,0000002708,00000001,0010,00000001,0008
100,0000002708,00000002,0020,00000002,0008
100,0000002708,00000003,0030,00000003,0008
100,0000002709,00000001,0010,00000001,0009
100,0000002709,00000002,0020,00000002,0009
100,0000002710,00000001,0010,00000001,0010
100,0000002710,00000002,0020,00000002,0010
100,0000002711,00000001,0010,00000001,0001
100,0000002711,00000002,0020,00000002,0001
100,0000002711,00000003,0030,00000003,0001
100,0000002711,00000004,0040,00000004,0001
100,0000002712,00000001,0010,00000001,0002
100,0000002712,00000002,0020,00000002,0002
100,0000002712,00000003,0030,00000003,0002
100,0000002712,00000004,0040,00000004,0002
100,0000002713,00000001,0010,00000001,0003
100,0000002713,00000002,0020,00000002,0003
100,0000002713,00000003,0030,00000003,0003
100,0000002713,00000004,0040,00000004,0003
100,0000002714,00000001,0010,00000001,0004
100,0000002714,00000002,0020,00000002,0004
100,0000002714,00000003,0030,00000003,0004
100,0000002714,00000004,0040,00000004,0004
100,0000002715,00000001,0010,00000001,0005
100,0000002715,00000002,0020,00000002,0005
100,0000002715,00000003,0030,00000003,0005
100,0000002715,00000004,0040,00000004,0005
100,0000002716,00000001,0010,00000001,0006
100,0000002716,00000002,0020,00000002,0006
100,0000002717,00000001,0010,00000001,0007
100,0000002717,00000002,0020,00000002,0007
100,0000002717,00000003,0030,00000003,0007
100,0000002717,00000004,0040,00000004,0007
100,0000002718,00000001,0010,00000001,0008
100,0000002718,00000002,0020,00000002,0008
100,0000002718,00000003,0030,00000003,0008
100,0000002718,00000004,0040,00000004,0008
100,0000002719,00000001,0010,00000001,0009
100,0000002719,00000002,0020,00000002,0009
100,0000002719,00000003,0030,00000003,0009
100,0000002720,00000001,0010,00000001,0010
100,0000002720,00000002,0020,00000002,0010
100,0000002720,00000003,0030,00000003,0010
100,0000002721,00000001,0010,00000001,0001
100,0000002721,00000002,0020,00000002,0001
100,0000002721,00000003,0030,00000003,0001
100,0000002722,00000001,0010,00000001,0002
100,0000002722,00000002,0020,00000002,0002
100,0000002723,00000001,0010,00000001,0003
100,0000002723,00000002,0020,00000002,0003
100,0000002723,00000003,0030,00000003,0003
100,0000002723,00000004,0040,00000004,0003
100,0000002724,00000001,0010,00000001,0004
100,0000002724,00000002,0020,00000002,0004
100,0000002725,00000001,0010,00000001,0005
100,0000002725,00000002,0020,00000002,0005
100,0000002725,00000003,0030,00000003,0005
100,0000002725,00000004,0040,00000004,0005
100,0000002726,00000001,0010,00000001,0006
100,0000002726,00000002,0020,00000002,0006
100,0000002727,00000001,0010,00000001,0007
100,0000002727,00000002,0020,00000002,0007
100,0000002727,00000003,0030,00000003,0007
100,0000002728,00000001,0010,00000001,0008
100,0000002728,00000002,0020,00000002,0008
100,0000002728,00000003,0030,00000003,0008
100,0000002728,00000004,0040,00000004,0008
100,0000002729,00000001,0010,00000001,0009
100,0000002729,00000002,0020,00000002,0009
100,0000002729,00000003,0030,00000003,0009
100,0000002729,00000004,0040,00000004,0009
100,0000002730,00000001,0010,00000001,0010
100,0000002730,00000002,0020,00000002,0010
100,0000002730,00000003,0030,00000003,0010
100,0000002730,00000004,0040,00000004,0010
100,0000002731,00000001,0010,00000001,0001
100,0000002731,00000002,0020,00000002,0001
100,0000002731,00000003,0030,00000003,0001
100,0000002732,00000001,0010,00000001,0002
100,0000002732,00000002,0020,00000002,0002
100,0000002732,00000003,0030,00000003,0002
100,0000002732,00000004,0040,00000004,0002
100,0000002733,00000001,0010,00000001,0003
100,0000002733,00000002,0020,00000002,0003
100,0000002733,00000003,0030,00000003,0003
100,0000002734,00000001,0010,00000001,0004
100,0000002734,00000002,0020,00000002,0004
100,0000002734,00000003,0030,00000003,0004
100,0000002734,00000004,0040,00000004,0004
100,0000002735,00000001,0010,00000001,0005
100,0000002735,00000002,0020,00000002,0005
100,0000002735,00000003,0030,00000003,0005
100,0000002736,00000001,0010,00000001,0006
100,0000002736,00000002,0020,00000002,0006
100,0000002736,00000003,0030,00000003,0006
100,0000002737,00000001,0010,00000001,0007
100,0000002737,00000002,0020,00000002,0007
100,0000002737,00000003,0030,00000003,0007
100,0000002738,00000001,0010,00000001,0008
100,0000002738,00000002,0020,00000002,0008
100,0000002739,00000001,0010,00000001,0009
100,0000002739,00000002,0020,00000002,0009
100,0000002739,00000003,0030,00000003,0009
100,0000002739,00000004,0040,00000004,0009
100,0000002740,00000001,0010,00000001,0010
100,0000002740,00000002,0020,00000002,0010
100,0000002740,00000003,0030,00000003,0010
100,0000002741,00000001,0010,00000001,0001
100,0000002741,00000002,0020,00000002,0001
100,0000002742,00000001,0010,00000001,0002
100,0000002742,00000002,0020,00000002,0002
100,0000002742,00000003,0030,00000003,0002
100,0000002742,00000004,0040,00000004,0002
100,0000002743,00000001,0010,00000001,0003
100,0000002743,00000002,0020,00000002,0003
100,0000002743,00000003,0030,00000003,0003
100,0000002744,00000001,0010,00000001,0004
100,0000002744,00000002,0020,00000002,0004
100,0000002744,00000003,0030,00000003,0004
100,0000002745,00000001,0010,00000001,0005
100,0000002745,00000002,0020,00000002,0005
100,0000002745,00000003,0030,00000003,0005
100,0000002745,00000004,0040,00000004,0005
100,0000002746,00000001,0010,00000001,0006
100,0000002746,00000002,0020,00000002,0006
100,0000002746,00000003,0030,00000003,0006
100,0000002747,00000001,0010,00000001,0007
100,0000002747,00000002,0020,00000002,0007
100,0000002748,00000001,0010,00000001,0008
100,0000002748,00000002,0020,00000002,0008
100,0000002749,00000001,0010,00000001,0009
100,0000002749,00000002,0020,00000002,0009
100,0000002750,00000001,0010,00000001,0010
100,0000002750,00000002,0020,00000002,0010
100,0000002751,00000001,0010,00000001,0001
100,0000002751,00000002,0020,00000002,0001
100,0000002751,00000003,0030,00000003,0001
100,0000002751,00000004,0040,00000004,0001
100,0000002752,00000001,0010,00000001,0002
100,0000002752,00000002,0020,00000002,0002
100,0000002752,00000003,0030,00000003,0002
100,0000002753,00000001,0010,00000001,0003
100,0000002753,00000002,0020,00000002,0003
100,0000002754,00000001,0010,00000001,0004
100,0000002754,00000002,0020,00000002,0004
100,0000002754,00000003,0030,00000003,0004
100,0000002755,00000001,0010,00000001,0005
100,0000002755,00000002,0020,00000002,0005
100,0000002756,00000001,0010,00000001,0006
100,0000002756,00000002,0020,00000002,0006
100,0000002757,00000001,0010,00000001,0007
100,0000002757,00000002,0020,00000002,0007
100,0000002757,00000003,0030,00000003,0007
100,0000002757,00000004,0040,00000004,0007
100,0000002758,00000001,0010,00000001,0008
100,0000002758,00000002,0020,00000002,0008
